ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1992,1992-09-06,1,22.242,CIN,@,SEA,W 21-3,,,,,,,,,,,
2,1992,1992-09-13,2,22.249,CIN,,RAI,W 24-21,,,,,,,,,,,
3,1992,1992-09-20,3,22.256,CIN,@,GNB,L 23-24,,0,0,,0,0,0,1.0,0,0,0
4,1992,1992-09-27,4,22.263,CIN,,MIN,L 7-42,,,,,,,,,,,
5,1992,1992-10-11,5,22.277,CIN,,HOU,L 24-38,,0,0,,0,0,0,0.0,1,28,0
6,1992,1992-10-19,6,22.285,CIN,@,PIT,L 0-20,,0,0,,0,0,0,1.0,0,0,0
7,1992,1992-10-25,7,22.291,CIN,@,HOU,L 10-26,,0,0,,0,0,0,0.0,1,30,0
8,1992,1992-11-01,8,22.298,CIN,,CLE,W 30-10,,,,,,,,,,,
9,1992,1992-11-08,9,22.305,CIN,@,CHI,W 31-28,,,,,,,,,,,
10,1992,1992-11-15,10,22.312,CIN,@,NYJ,L 14-17,,0,0,,0,0,0,0.0,1,0,0
11,1992,1992-11-22,11,22.319,CIN,,DET,L 13-19,,,,,,,,,,,
12,1992,1992-11-29,12,22.326,CIN,,PIT,L 9-21,,,,,,,,,,,
13,1992,1992-12-06,13,22.333,CIN,@,CLE,L 21-37,,,,,,,,,,,
14,1992,1992-12-13,14,22.340,CIN,@,SDG,L 10-27,,0,0,,0,0,0,0.0,1,7,0
15,1992,1992-12-20,15,22.347,CIN,,NWE,W 20-10,,,,,,,,,,,
16,1992,1992-12-27,16,22.354,CIN,,IND,L 17-21,,,,,,,,,,,
17,1993,1993-09-05,1,23.240,CIN,@,CLE,L 14-27,,,,,,,,,,,
18,1993,1993-09-12,2,23.247,CIN,,IND,L 6-9,,0,0,,0,0,0,0.0,1,29,0
19,1993,1993-09-19,3,23.254,CIN,@,PIT,L 7-34,,,,,,,,,,,
20,1993,1993-09-26,4,23.261,CIN,,SEA,L 10-19,,0,0,,0,0,0,1.0,0,0,0
21,1993,1993-10-10,5,23.275,CIN,@,KAN,L 15-17,,0,0,,0,0,0,1.0,0,0,0
22,1993,1993-10-17,6,23.282,CIN,,CLE,L 17-28,,,,,,,,,,,
23,1993,1993-10-24,7,23.289,CIN,@,HOU,L 12-28,,,,,,,,,,,
24,1993,1993-11-07,8,23.303,CIN,,PIT,L 16-24,,0,0,,0,1,6,0.0,1,97,1
25,1993,1993-11-14,9,23.310,CIN,,HOU,L 3-38,,,,,,,,,,,
26,1993,1993-11-21,10,23.317,CIN,@,NYJ,L 12-17,,,,,,,,,,,
27,1993,1993-11-28,11,23.324,CIN,,RAI,W 16-10,,,,,,,,,,,
28,1993,1993-12-05,12,23.331,CIN,@,SFO,L 8-21,,,,,,,,,,,
29,1993,1993-12-12,13,23.338,CIN,@,NWE,L 2-7,,,,,,,,,,,
30,1993,1993-12-19,14,23.345,CIN,,RAM,W 15-3,,,,,,,,,,,
31,1993,1993-12-26,15,23.352,CIN,,ATL,W 21-17,,,,,,,,,,,
32,1993,1994-01-02,16,23.359,CIN,@,NOR,L 13-20,,,,,,,,,,,
33,1994,1994-09-04,1,24.239,CIN,,CLE,L 20-28,,0,0,,0,0,0,0.0,1,33,0
34,1994,1994-09-11,2,24.246,CIN,@,SDG,L 10-27,,0,0,,0,,,,,,
35,1994,1994-09-18,3,24.253,CIN,,NWE,L 28-31,,0,0,,0,0,0,0.0,1,12,0
36,1994,1994-09-25,4,24.260,CIN,@,HOU,L 13-20,,0,0,,0,,,,,,
37,1994,1994-10-02,5,24.267,CIN,,MIA,L 7-23,,0,0,,0,,,,,,
38,1994,1994-10-16,6,24.281,CIN,@,PIT,L 10-14,,0,0,,0,0,0,1.0,0,0,0
39,1994,1994-10-23,7,24.288,CIN,@,CLE,L 13-37,,1,4,4.00,0,0,0,0.0,0,0,0
40,1994,1994-10-30,8,24.295,CIN,,DAL,L 20-23,,0,0,,0,,,,,,
41,1994,1994-11-06,9,24.302,CIN,@,SEA,W 20-17,,0,0,,0,,,,,,
42,1994,1994-11-13,10,24.309,CIN,,HOU,W 34-31,,0,0,,0,,,,,,
43,1994,1994-11-20,11,24.316,CIN,,IND,L 13-17,,0,0,,0,,,,,,
44,1994,1994-11-27,12,24.323,CIN,@,DEN,L 13-15,,0,0,,0,,,,,,
45,1994,1994-12-04,13,24.330,CIN,,PIT,L 15-38,,0,0,,0,,,,,,
46,1994,1994-12-11,14,24.337,CIN,@,NYG,L 20-27,,0,0,,0,,,,,,
47,1994,1994-12-18,15,24.344,CIN,@,ARI,L 7-28,,0,0,,0,,,,,,
48,1994,1994-12-24,16,24.350,CIN,,PHI,W 33-30,,0,0,,0,,,,,,
49,1995,1995-09-03,1,25.238,CIN,@,IND,W 24-21,,,,,,,,,,,
50,1995,1995-09-10,2,25.245,CIN,,JAX,W 24-17,,,,,,,,,,,
51,1995,1995-09-17,3,25.252,CIN,@,SEA,L 21-24,,,,,,,,,,,
52,1995,1995-09-24,4,25.259,CIN,,HOU,L 28-38,,,,,,,,,,,
53,1995,1995-10-01,5,25.266,CIN,,MIA,L 23-26,,,,,,,,,,,
54,1995,1995-10-08,6,25.273,CIN,@,TAM,L 16-19,,,,,,,,,,,
55,1995,1995-10-19,7,25.284,CIN,@,PIT,W 27-9,,,,,,,,,,,
56,1995,1995-10-29,8,25.294,CIN,,CLE,L 26-29,,,,,,,,,,,
57,1995,1995-11-05,9,25.301,CIN,,OAK,L 17-20,,,,,,,,,,,
58,1995,1995-11-12,10,25.308,CIN,@,HOU,W 32-25,,0,0,,0,0,0,0.0,1,1,0
59,1995,1995-11-19,11,25.315,CIN,,PIT,L 31-49,,,,,,,,,,,
60,1995,1995-11-26,12,25.322,CIN,@,JAX,W 17-13,,,,,,,,,,,
61,1995,1995-12-03,13,25.329,CIN,@,GNB,L 10-24,,,,,,,,,,,
62,1995,1995-12-10,14,25.336,CIN,,CHI,W 16-10,,,,,,,,,,,
63,1995,1995-12-17,15,25.343,CIN,@,CLE,L 10-26,,,,,,,,,,,
64,1995,1995-12-24,16,25.350,CIN,,MIN,W 27-24,,0,0,,0,0,0,1.0,0,0,0
65,1996,1996-09-01,1,26.237,SEA,@,SDG,L 7-29,,,,,,,,,,,
66,1996,1996-09-08,2,26.244,SEA,,DEN,L 20-30,,,,,,,,,,,
67,1996,1996-09-15,3,26.251,SEA,,KAN,L 17-35,,,,,,,,,,,
68,1996,1996-09-22,4,26.258,SEA,@,TAM,W 17-13,,0,0,,0,0,0,0.0,1,0,0
69,1996,1996-09-29,5,26.265,SEA,,GNB,L 10-31,,,,,,,,,,,
70,1996,1996-10-06,6,26.272,SEA,@,MIA,W 22-15,,,,,,,,,,,
71,1996,1996-10-17,7,26.283,SEA,@,KAN,L 16-34,,,,,,,,,,,
72,1996,1996-10-27,8,26.293,SEA,,SDG,W 32-13,,0,0,,0,1,6,0.0,2,75,1
73,1996,1996-11-03,9,26.300,SEA,,HOU,W 23-16,,,,,,,,,,,
74,1996,1996-11-10,10,26.307,SEA,,MIN,W 42-23,,,,,,,,,,,
75,1996,1996-11-17,11,26.314,SEA,@,DET,L 16-17,,,,,,,,,,,
76,1996,1996-11-24,12,26.321,SEA,,OAK,L 21-27,,,,,,,,,,,
77,1996,1996-12-01,13,26.328,SEA,@,DEN,L 7-34,,,,,,,,,,,
78,1996,1996-12-08,14,26.335,SEA,,BUF,W 26-18,,0,0,,0,0,0,0.0,2,73,0
79,1996,1996-12-15,15,26.342,SEA,@,JAX,L 13-20,,,,,,,,,,,
80,1996,1996-12-22,16,26.349,SEA,@,OAK,W 28-21,,,,,,,,,,,
81,1997,1997-08-31,1,27.235,SEA,,NYJ,L 3-41,,,,,,,,,,,
82,1997,1997-09-07,2,27.242,SEA,,DEN,L 14-35,,,,,,,,,,,
