ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,def_int,def_int_yds,def_int_td
1,2000,2000-09-04,1,23.297,STL,,DEN,W 41-36,,,,,
2,2000,2000-09-10,2,23.303,STL,@,SEA,W 37-34,,,,,
3,2000,2000-09-17,3,23.310,STL,,SFO,W 41-24,,,,,
4,2000,2000-09-24,4,23.317,STL,@,ATL,W 41-20,*,,,,
5,2000,2000-10-01,5,23.324,STL,,SDG,W 57-31,*,,,,
6,2000,2000-10-15,6,23.338,STL,,ATL,W 45-29,,,,,
7,2000,2000-10-22,7,23.345,STL,@,KAN,L 34-54,,,,,
8,2000,2000-10-29,8,23.352,STL,@,SFO,W 34-24,,,,,
9,2000,2000-11-05,9,23.359,STL,,CAR,L 24-27,,,,,
10,2000,2000-11-12,10,24.000,STL,@,NYG,W 38-24,,,,,
11,2000,2000-11-20,11,24.008,STL,,WAS,L 20-33,,,,,
12,2000,2000-11-26,12,24.014,STL,,NOR,L 24-31,,,,,
13,2000,2000-12-03,13,24.021,STL,@,CAR,L 3-16,,,,,
14,2000,2000-12-10,14,24.028,STL,,MIN,W 40-29,,,,,
15,2000,2000-12-18,15,24.036,STL,@,TAM,L 35-38,,,,,
16,2000,2000-12-24,16,24.042,STL,@,NOR,W 26-21,,,,,
17,2001,2001-09-09,1,24.301,STL,@,PHI,W 20-17,,,,,
18,2001,2001-12-09,12,25.027,GNB,,CHI,W 17-7,,,,,
19,2001,2001-12-16,13,25.034,GNB,@,TEN,L 20-26,,,,,
20,2001,2001-12-23,14,25.041,GNB,,CLE,W 30-7,,,,,
21,2001,2001-12-30,15,25.048,GNB,,MIN,W 24-13,,,,,
22,2001,2002-01-06,16,25.055,GNB,@,NYG,W 34-25,,,,,
23,2002,2002-09-08,1,25.300,GNB,,ATL,W 37-34,,,,,
24,2002,2002-09-15,2,25.307,GNB,@,NOR,L 20-35,,,,,
25,2002,2002-09-22,3,25.314,GNB,@,DET,W 37-31,,,,,
26,2002,2002-09-29,4,25.321,GNB,,CAR,W 17-14,*,,,,
27,2002,2002-10-07,5,25.329,GNB,@,CHI,W 34-21,*,,,,
28,2002,2002-10-13,6,25.335,GNB,@,NWE,W 28-10,*,0.0,1,0,0
29,2002,2002-10-20,7,25.342,GNB,,WAS,W 30-9,*,,,,
30,2002,2002-11-04,8,25.357,GNB,,MIA,W 24-10,,,,,
31,2002,2002-11-10,9,25.363,GNB,,DET,W 40-14,,,,,
32,2002,2002-11-17,10,26.005,GNB,@,MIN,L 21-31,,,,,
33,2002,2002-11-24,11,26.012,GNB,@,TAM,L 7-21,,,,,
34,2002,2002-12-01,12,26.019,GNB,,CHI,W 30-20,,,,,
35,2002,2002-12-08,13,26.026,GNB,,MIN,W 26-22,*,,,,
36,2002,2002-12-15,14,26.033,GNB,@,SFO,W 20-14,,,,,
37,2002,2002-12-22,15,26.040,GNB,,BUF,W 10-0,,,,,
38,2002,2002-12-29,16,26.047,GNB,@,NYJ,L 17-42,*,,,,
39,2003,2003-09-04,1,26.296,WAS,,NYJ,W 16-13,*,,,,
40,2003,2003-09-14,2,26.306,WAS,@,ATL,W 33-31,*,0.0,1,0,0
41,2003,2003-09-21,3,26.313,WAS,,NYG,L 21-24,*,,,,
42,2003,2003-09-28,4,26.320,WAS,,NWE,W 20-17,*,,,,
43,2003,2003-10-05,5,26.327,WAS,@,PHI,L 25-27,*,,,,
44,2003,2003-10-12,6,26.334,WAS,,TAM,L 13-35,*,,,,
45,2003,2003-10-19,7,26.341,WAS,@,BUF,L 7-24,*,,,,
46,2003,2003-11-02,8,26.355,WAS,@,DAL,L 14-21,*,0.0,1,0,0
47,2003,2003-11-09,9,26.362,WAS,,SEA,W 27-20,*,,,,
48,2003,2003-11-16,10,27.004,WAS,@,CAR,L 17-20,*,0.0,1,44,0
49,2003,2003-11-23,11,27.011,WAS,@,MIA,L 23-24,*,,,,
50,2003,2003-11-30,12,27.018,WAS,,NOR,L 20-24,*,,,,
51,2003,2003-12-07,13,27.025,WAS,@,NYG,W 20-7,*,,,,
