ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1994,1994-09-11,2,23.351,TAM,,IND,W 24-10,,0,0,,0
2,1994,1994-10-02,5,24.007,TAM,,DET,W 24-14,,1,14,14.00,0
3,1994,1994-10-09,6,24.014,TAM,@,ATL,L 13-34,,0,0,,0
4,1994,1994-10-23,7,24.028,TAM,@,SFO,L 16-41,,3,75,25.00,0
5,1994,1994-10-30,8,24.035,TAM,,MIN,L 13-36,,1,26,26.00,0
6,1994,1994-11-06,9,24.042,TAM,,CHI,L 6-20,,1,17,17.00,0
7,1994,1994-11-13,10,24.049,TAM,@,DET,L 9-14,,0,0,,0
8,1994,1994-11-20,11,24.056,TAM,@,SEA,L 21-22,,0,0,,0
9,1994,1994-11-27,12,24.063,TAM,@,MIN,W 20-17,,1,26,26.00,0
10,1994,1994-12-04,13,24.070,TAM,,WAS,W 26-21,,0,0,,0
11,1994,1994-12-11,14,24.077,TAM,,RAM,W 24-14,,1,19,19.00,0
12,1994,1994-12-18,15,24.084,TAM,@,WAS,W 17-14,,0,0,,0
13,1994,1994-12-24,16,24.090,TAM,,GNB,L 19-34,,0,0,,0
14,1995,1995-09-03,1,24.343,TAM,@,PHI,W 21-6,,0,0,,0
15,1995,1995-09-10,2,24.350,TAM,@,CLE,L 6-22,,0,0,,0
16,1995,1995-09-17,3,24.357,TAM,,CHI,L 6-25,,0,0,,0
17,1995,1995-09-24,4,24.364,TAM,,WAS,W 14-6,,0,0,,0
18,1995,1995-10-08,6,25.013,TAM,,CIN,W 19-16,,0,0,,0
19,1995,1995-10-15,7,25.020,TAM,,MIN,W 20-17,,0,0,,0
20,1995,1995-10-22,8,25.027,TAM,,ATL,L 21-24,,2,29,14.50,0
21,1995,1995-10-29,9,25.034,TAM,@,HOU,L 7-19,,0,0,,0
22,1995,1995-11-12,10,25.048,TAM,@,DET,L 24-27,,0,0,,0
23,1995,1995-11-19,11,25.055,TAM,,JAX,W 17-16,,0,0,,0
24,1995,1995-11-26,12,25.062,TAM,@,GNB,L 13-35,,0,0,,0
25,1995,1995-12-03,13,25.069,TAM,@,MIN,L 17-31,,0,0,,0
26,1995,1995-12-10,14,25.076,TAM,,GNB,W 13-10,,0,0,,0
27,1995,1995-12-17,15,25.083,TAM,@,CHI,L 10-31,,0,0,,0
28,1995,1995-12-23,16,25.089,TAM,,DET,L 10-37,,0,0,,0
29,1999,1999-11-21,10,29.057,WAS,,NYG,W 23-13,,,,,
30,1999,1999-11-28,11,29.064,WAS,,PHI,W 20-17,,,,,
31,1999,1999-12-05,12,29.071,WAS,@,DET,L 17-33,,,,,
32,1999,1999-12-12,13,29.078,WAS,,ARI,W 28-3,,,,,
33,1999,1999-12-19,14,29.085,WAS,@,IND,L 21-24,,,,,
34,1999,1999-12-26,15,29.092,WAS,@,SFO,W 26-20,,,,,
35,1999,2000-01-02,16,29.099,WAS,,MIA,W 21-10,,,,,
