ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
22,1958,1958-11-23,9,27.034,CHI,@,DET,W 20-7,*,9,17,52.94,159,2,1,99.9,0,0,9.35,9.06,1,2,2.00,0,0,,,,,
23,1958,1958-11-30,10,27.041,CHI,@,PIT,L 10-24,*,3,8,37.50,30,0,0,49.0,0,0,3.75,3.75,0,0,,0,0,,,,,
24,1958,1958-12-07,11,27.048,CHI,,CRD,W 30-14,,2,6,33.33,34,0,2,13.9,0,0,5.67,-9.33,0,0,,0,0,,,,,
25,1958,1958-12-14,12,27.055,CHI,,DET,W 21-16,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,,,,,
26,1959,1959-09-27,1,27.342,CHI,@,GNB,L 6-9,*,3,7,42.86,25,0,0,52.7,0,0,3.57,3.57,1,0,0.00,0,0,,,,,
27,1959,1959-10-03,2,27.348,CHI,@,BAL,W 26-21,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,,,,,
28,1959,1959-10-18,4,27.363,CHI,,BAL,L 7-21,,16,24,66.67,214,0,3,55.2,0,0,8.92,3.29,3,31,10.33,0,0,,,,,
29,1959,1959-10-25,5,28.005,CHI,@,SFO,L 17-20,,2,5,40.00,24,0,1,15.8,0,0,4.80,-4.20,1,10,10.00,0,0,,,,,
30,1959,1959-11-01,6,28.012,CHI,@,RAM,W 26-21,*,5,11,45.45,92,1,0,105.1,0,0,8.36,10.18,0,0,,0,0,,,,,
31,1959,1959-11-08,7,28.019,CHI,,GNB,W 28-17,*,5,10,50.00,48,1,1,57.5,0,0,4.80,2.30,2,45,22.50,0,0,,,,,
32,1959,1959-11-22,9,28.033,CHI,@,DET,W 24-14,*,0,4,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,,,,,
33,1960,1960-09-25,1,28.341,CHI,@,GNB,W 17-14,,13,24,54.17,178,0,2,43.4,0,0,7.42,3.67,1,1,1.00,0,0,0,0,0,,0
34,1960,1960-10-02,2,28.348,CHI,@,BAL,L 7-42,,12,28,42.86,178,1,7,36.6,0,0,6.36,-4.18,2,11,5.50,0,0,0,3,128,42.67,0
35,1960,1960-10-16,4,28.362,CHI,,SFO,W 27-10,,1,1,100.00,2,0,0,79.2,0,0,2.00,2.00,0,0,,0,0,0,0,0,,0
36,1960,1960-10-23,5,29.003,CHI,@,RAM,T 24-24,,18,35,51.43,248,3,1,91.1,0,0,7.09,7.51,2,18,9.00,0,0,0,0,0,,0
37,1960,1960-10-30,6,29.010,CHI,@,SFO,L 7-25,,5,11,45.45,60,0,0,62.7,0,0,5.45,5.45,0,0,,0,0,0,0,0,,0
38,1960,1960-11-13,7,29.024,CHI,,BAL,L 20-24,,10,13,76.92,104,0,0,99.5,0,0,8.00,8.00,0,0,,0,0,0,0,0,,0
39,1960,1960-11-20,8,29.031,CHI,,DET,W 28-7,*,9,14,64.29,82,1,2,64.3,0,0,5.86,0.86,0,0,,0,0,0,0,0,,0
40,1960,1960-11-27,9,29.038,CHI,,DAL,W 17-7,,3,7,42.86,20,0,1,10.7,0,0,2.86,-3.57,0,0,,0,0,0,0,0,,0
41,1960,1960-12-04,10,29.045,CHI,,GNB,L 13-41,,9,19,47.37,151,1,2,52.6,0,0,7.95,4.26,2,-8,-4.00,0,0,0,2,84,42.00,0
42,1960,1960-12-11,11,29.052,CHI,@,CLE,L 0-42,,5,16,31.25,27,0,5,1.0,0,0,1.69,-12.38,1,-2,-2.00,0,0,0,0,0,,0
43,1960,1960-12-18,12,29.059,CHI,@,DET,L 0-36,,2,7,28.57,1,0,1,0.0,0,0,0.14,-6.29,0,0,,0,0,0,2,39,19.50,0
44,1961,1961-09-17,1,29.332,RAM,@,BAL,L 24-27,*,10,17,58.82,140,2,0,124.6,0,0,8.24,10.59,4,10,2.50,1,1,6,2,68,34.00,0
45,1961,1961-09-23,2,29.338,RAM,,CHI,L 17-21,*,18,29,62.07,245,0,2,60.3,0,0,8.45,5.34,1,9,9.00,0,0,0,6,238,39.67,0
46,1961,1961-10-01,3,29.346,RAM,,PIT,W 24-14,*,6,9,66.67,31,0,1,32.4,0,0,3.44,-1.56,2,-1,-0.50,1,1,6,4,152,38.00,0
47,1961,1961-10-08,4,29.353,RAM,@,SFO,L 0-35,*,5,13,38.46,62,0,1,22.0,0,0,4.77,1.31,1,1,1.00,0,0,0,0,0,,0
48,1961,1961-10-15,5,29.360,RAM,@,DET,L 13-14,*,5,14,35.71,34,0,2,4.8,0,0,2.43,-4.00,0,0,,0,0,0,0,0,,0
49,1961,1961-10-22,6,30.002,RAM,@,NYG,L 14-24,*,1,4,25.00,12,0,0,39.6,0,0,3.00,3.00,1,0,0.00,0,0,0,0,0,,0
50,1961,1961-11-05,8,30.016,RAM,,MIN,W 31-17,,3,10,30.00,31,0,0,40.0,0,0,3.10,3.10,0,0,,0,0,0,0,0,,0
51,1961,1961-11-12,9,30.023,RAM,,SFO,W 17-7,,7,10,70.00,76,0,0,92.1,0,0,7.60,7.60,1,1,1.00,1,1,6,0,0,,0
52,1961,1961-11-19,10,30.030,RAM,@,GNB,L 17-35,*,8,12,66.67,68,0,0,81.2,0,0,5.67,5.67,0,0,,0,0,0,0,0,,0
53,1961,1961-11-26,11,30.037,RAM,@,CHI,L 24-28,*,16,33,48.48,322,3,2,88.2,0,0,9.76,8.85,1,0,0.00,0,0,0,0,0,,0
54,1961,1961-12-03,12,30.044,RAM,@,MIN,L 21-42,*,12,23,52.17,153,1,3,48.2,0,0,6.65,1.65,0,0,,0,0,0,0,0,,0
55,1961,1961-12-09,13,30.050,RAM,,BAL,W 34-17,*,14,23,60.87,211,2,0,120.0,0,0,9.17,10.91,1,16,16.00,0,0,0,0,0,,0
56,1961,1961-12-17,14,30.058,RAM,,GNB,L 17-24,*,19,33,57.58,162,0,2,45.3,0,0,4.91,2.18,0,0,,0,0,0,0,0,,0
57,1962,1962-09-16,1,30.331,RAM,@,BAL,L 27-30,*,15,32,46.88,261,1,2,59.5,0,0,8.16,5.97,0,0,,0,0,0,0,0,,0
58,1962,1962-09-23,2,30.338,RAM,,CHI,L 23-27,*,16,31,51.61,264,1,3,51.7,0,0,8.52,4.81,5,15,3.00,0,0,0,0,0,,0
59,1962,1962-09-30,3,30.345,RAM,,DAL,L 17-27,*,16,35,45.71,185,1,1,59.8,0,0,5.29,4.57,0,0,,0,0,0,0,0,,0
60,1962,1962-10-07,4,30.352,RAM,@,WAS,L 14-20,*,10,16,62.50,120,1,1,80.2,0,0,7.50,5.94,0,0,,0,0,0,0,0,,0
61,1962,1962-10-14,5,30.359,RAM,@,DET,L 10-13,*,1,9,11.11,37,1,1,41.7,0,0,4.11,1.33,0,0,,0,0,0,0,0,,0
62,1962,1962-10-21,6,31.001,RAM,,MIN,L 14-38,*,7,17,41.18,99,1,3,40.7,0,0,5.82,-0.94,0,0,,0,0,0,0,0,,0
63,1962,1962-10-28,7,31.008,RAM,@,SFO,W 28-14,*,10,17,58.82,144,1,0,106.0,0,0,8.47,9.65,1,0,0.00,0,0,0,0,0,,0
64,1962,1962-11-04,8,31.015,RAM,,DET,L 3-12,*,14,26,53.85,149,0,1,54.8,0,0,5.73,4.00,0,0,,0,0,0,0,0,,0
65,1962,1962-11-11,9,31.022,RAM,,BAL,L 2-14,*,9,18,50.00,78,0,1,38.7,0,0,4.33,1.83,0,0,,0,0,0,0,0,,0
66,1962,1962-11-18,10,31.029,RAM,,SFO,L 17-24,,8,12,66.67,149,2,1,114.2,0,0,12.42,12.00,1,-1,-1.00,0,0,0,0,0,,0
67,1962,1962-11-25,11,31.036,RAM,@,MIN,T 24-24,,2,2,100.00,31,0,0,118.7,0,0,15.50,15.50,0,0,,0,0,0,0,0,,0
68,1962,1962-12-09,13,31.050,RAM,@,CHI,L 14-30,,2,4,50.00,24,0,2,29.2,0,0,6.00,-16.50,0,0,,0,0,0,0,0,,0
69,1963,1963-09-21,2,31.336,RAM,,WAS,L 14-37,*,15,30,50.00,221,1,1,71.7,0,0,7.37,6.53,1,-1,-1.00,0,0,0,0,0,,0
70,1963,1963-09-29,3,31.344,RAM,@,CLE,L 6-20,*,8,14,57.14,85,0,1,45.2,0,0,6.07,2.86,0,0,,0,0,0,0,0,,0
71,1963,1963-10-06,4,31.351,RAM,@,GNB,L 10-42,*,8,16,50.00,46,1,0,77.1,0,0,2.88,4.13,1,1,1.00,0,0,0,0,0,,0
72,1963,1963-10-13,5,31.358,RAM,,CHI,L 14-52,*,14,22,63.64,119,1,4,53.2,0,0,5.41,-1.86,1,-1,-1.00,0,0,0,0,0,,0
73,1963,1963-11-10,9,32.021,GNB,,MIN,W 28-7,,1,1,100.00,10,1,0,147.9,0,0,10.00,30.00,0,0,,0,0,0,0,0,,0
74,1963,1963-11-17,10,32.028,GNB,@,CHI,L 7-26,,3,10,30.00,86,0,3,23.3,0,0,8.60,-4.90,1,-2,-2.00,0,0,0,0,0,,0
75,1964,1964-09-28,3,32.344,GNB,@,DET,W 14-10,,2,5,40.00,30,0,0,60.4,0,0,6.00,6.00,2,0,0.00,0,0,0,0,0,,0
76,1964,1964-10-25,7,33.005,GNB,,RAM,L 17-27,,0,2,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,0,0,,0
77,1964,1964-11-15,10,33.026,GNB,@,SFO,L 14-24,,16,25,64.00,228,1,1,90.1,0,0,9.12,8.12,0,0,,0,0,0,0,0,,0
78,1964,1964-11-29,12,33.040,GNB,@,DAL,W 45-21,,1,1,100.00,19,0,0,118.7,0,0,19.00,19.00,0,0,,0,0,0,0,0,,0
79,1964,1964-12-13,14,33.054,GNB,@,RAM,T 24-24,,0,3,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,0,0,,0
80,1965,1965-09-26,2,33.341,GNB,,BAL,W 20-17,,5,9,55.56,73,1,0,119.2,0,0,8.11,10.33,2,1,0.50,0,0,0,0,0,,0
81,1965,1965-10-31,7,34.011,GNB,@,CHI,L 10-31,,2,5,40.00,9,0,0,47.9,0,0,1.80,1.80,0,0,,0,0,0,0,0,,0
82,1965,1965-11-14,9,34.025,GNB,,RAM,W 6-3,,2,3,66.67,28,0,0,96.5,0,0,9.33,9.33,1,-1,-1.00,0,0,0,0,0,,0
83,1965,1965-11-28,11,34.039,GNB,@,RAM,L 10-21,,6,12,50.00,148,1,1,88.2,0,0,12.33,10.25,0,0,,0,0,0,0,0,,0
84,1965,1965-12-05,12,34.046,GNB,,MIN,W 24-19,,6,19,31.58,90,1,3,26.1,0,0,4.74,-1.32,1,-1,-1.00,0,0,0,0,0,,0
85,1966,1966-10-23,7,35.003,GNB,,ATL,W 56-3,,2,6,33.33,31,1,0,91.0,0,0,5.17,8.50,0,0,,0,0,0,0,0,,0
86,1966,1966-10-30,8,35.010,GNB,@,DET,W 31-7,,2,2,100.00,16,0,0,100.0,0,0,8.00,8.00,0,0,,0,0,0,0,0,,0
87,1966,1966-11-20,10,35.031,GNB,,CHI,W 13-6,,14,25,56.00,190,2,1,90.4,0,0,7.60,7.40,2,0,0.00,0,0,0,0,0,,0
88,1966,1966-12-10,13,35.051,GNB,@,BAL,W 14-10,,5,8,62.50,87,0,0,99.5,0,0,10.88,10.88,1,3,3.00,0,0,0,0,0,,0
89,1966,1966-12-18,14,35.059,GNB,@,RAM,W 27-23,*,13,23,56.52,245,1,1,89.9,0,0,10.65,9.57,1,4,4.00,0,0,0,0,0,,0
90,1967,1967-10-01,3,35.346,GNB,,ATL,W 23-0,,15,26,57.69,214,2,2,78.0,0,0,8.23,6.31,1,-1,-1.00,0,0,0,0,0,,0
91,1967,1967-10-08,4,35.353,GNB,@,DET,W 27-17,*,12,19,63.16,154,2,2,84.0,0,0,8.11,5.47,2,3,1.50,0,0,0,0,0,,0
92,1967,1967-10-15,5,35.360,GNB,,MIN,L 7-10,*,15,25,60.00,240,1,3,65.8,0,0,9.60,5.00,0,0,,0,0,0,0,0,,0
93,1967,1967-11-19,10,36.030,GNB,,SFO,W 13-0,,9,18,50.00,103,0,1,44.4,0,0,5.72,3.22,2,4,2.00,0,0,0,0,0,,0
94,1967,1967-12-17,14,36.058,GNB,,PIT,L 17-24,,2,6,33.33,13,0,1,2.8,0,0,2.17,-5.33,0,0,,0,0,0,0,0,,0
95,1968,1968-10-06,4,36.352,GNB,@,ATL,W 38-7,,2,4,50.00,47,0,0,92.7,0,0,11.75,11.75,0,0,,0,0,0,0,0,,0
96,1968,1968-10-13,5,36.359,GNB,,RAM,L 14-16,*,13,28,46.43,139,0,3,21.9,0,0,4.96,0.14,0,0,,0,0,0,0,0,,0
97,1968,1968-10-20,6,37.000,GNB,@,DET,T 14-14,*,9,16,56.25,102,1,0,96.4,0,0,6.38,7.63,2,20,10.00,0,0,0,0,0,,0
98,1968,1968-11-10,9,37.021,GNB,@,MIN,L 10-14,,1,4,25.00,13,0,0,40.6,0,0,3.25,3.25,0,0,,0,0,0,0,0,,0
99,1968,1968-11-17,10,37.028,GNB,,NOR,W 29-7,,4,7,57.14,41,0,0,74.1,0,0,5.86,5.86,0,0,,0,0,0,0,0,,0
100,1968,1968-11-24,11,37.035,GNB,@,WAS,W 27-7,*,18,24,75.00,230,1,2,83.7,0,0,9.58,6.67,1,6,6.00,0,0,0,0,0,,0
101,1968,1968-12-01,12,37.042,GNB,@,SFO,L 20-27,,7,17,41.18,78,0,1,31.0,0,0,4.59,1.94,1,7,7.00,0,0,0,0,0,,0
102,1968,1968-12-07,13,37.048,GNB,,BAL,L 3-16,*,13,24,54.17,113,0,1,49.5,0,0,4.71,2.83,4,-9,-2.25,0,0,0,0,0,,0
103,1968,1968-12-15,14,37.056,GNB,@,CHI,W 28-27,*,1,2,50.00,72,1,0,135.4,0,0,36.00,46.00,0,0,,0,0,0,0,0,,0
104,1971,1971-09-19,1,39.334,GNB,,NYG,L 40-42,*,6,10,60.00,66,1,0,112.9,0,0,6.60,8.60,0,0,,0,0,0,0,0,,0
105,1971,1971-09-26,2,39.341,GNB,,DEN,W 34-13,,2,7,28.57,21,0,0,39.6,0,0,3.00,3.00,0,0,,0,0,0,0,0,,0
106,1971,1971-10-10,4,39.355,GNB,@,DET,L 28-31,,6,8,75.00,105,1,0,156.2,0,0,13.13,15.63,1,1,1.00,1,1,6,0,0,,0
107,1971,1971-10-24,6,40.004,GNB,@,RAM,L 13-30,,2,6,33.33,54,1,2,67.4,0,0,9.00,-2.67,0,0,,0,0,0,0,0,,0
108,1971,1971-11-14,9,40.025,GNB,@,MIN,L 0-3,,1,3,33.33,4,0,1,2.8,0,0,1.33,-13.67,0,0,,0,0,0,0,0,,0
109,1971,1971-11-28,11,40.039,GNB,,NOR,L 21-29,,2,3,66.67,48,1,0,149.3,0,0,16.00,22.67,0,0,,0,0,0,0,0,,0
