ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2018,2018-09-09,1,22.219,SEA,@,DEN,L 24-27,,7,8,1.14,0,5,4,35,8.75,0,80.0%,7.00
2,2018,2018-09-17,2,22.227,SEA,@,CHI,L 17-24,,10,30,3.00,0,2,0,0,,0,0.0%,0.00
3,2018,2018-09-23,3,22.233,SEA,,DAL,W 24-13,,3,5,1.67,0,0,0,0,,0,0.0%,
