ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1993,1993-09-05,1,21.341,IND,,MIA,L 20-24,,,,,,,,,,,,,,,
2,1993,1993-09-12,2,21.348,IND,@,CIN,W 9-6,,,,,,,,,,,,,,,
3,1993,1993-09-26,3,21.362,IND,,CLE,W 23-10,,,,,,,,,,,,,,,
4,1993,1993-10-03,4,22.004,IND,@,DEN,L 13-35,,,,,,,,,,,,,,,
5,1993,1993-10-10,5,22.011,IND,,DAL,L 3-27,,,,,,,,,,,,,,,
6,1993,1993-10-24,6,22.025,IND,@,MIA,L 27-41,,,,,,,,,,,,,,,
7,1993,1993-10-31,7,22.032,IND,,NWE,W 9-6,,0,0,,0,0,0,,0,0,0,0.0,1,17,0
8,1993,1993-11-07,8,22.039,IND,@,WAS,L 24-30,,,,,,,,,,,,,,,
9,1993,1993-11-14,9,22.046,IND,,NYJ,L 17-31,,,,,,,,,,,,,,,
10,1993,1993-11-21,10,22.053,IND,@,BUF,L 9-23,,0,0,,0,0,0,,0,0,0,0.0,1,0,0
11,1993,1993-11-29,11,22.061,IND,,SDG,L 0-31,,,,,,,,,,,,,,,
12,1993,1993-12-05,12,22.067,IND,@,NYJ,W 9-6,,0,0,,0,0,0,,0,0,0,0.0,1,28,0
13,1993,1993-12-12,13,22.074,IND,@,NYG,L 6-20,,,,,,,,,,,,,,,
14,1993,1993-12-19,14,22.081,IND,,PHI,L 10-20,,0,0,,0,0,0,,0,0,0,0.0,1,0,0
15,1993,1993-12-26,15,22.088,IND,@,NWE,L 0-38,,,,,,,,,,,,,,,
16,1993,1994-01-02,16,22.095,IND,,BUF,L 10-30,,,,,,,,,,,,,,,
17,1994,1994-09-04,1,22.340,IND,,HOU,W 45-21,,0,0,,0,0,0,,0,0,0,0.0,1,22,0
18,1994,1994-09-11,2,22.347,IND,@,TAM,L 10-24,,,,,,,,,,,,,,,
19,1994,1994-09-18,3,22.354,IND,@,PIT,L 21-31,,,,,,,,,,,,,,,
20,1994,1994-09-25,4,22.361,IND,,CLE,L 14-21,,,,,,,,,,,,,,,
21,1994,1994-10-02,5,23.003,IND,,SEA,W 17-15,,,,,,,,,,,,,,,
22,1994,1994-10-09,6,23.010,IND,@,NYJ,L 6-16,,,,,,,,,,,,,,,
23,1994,1994-10-16,7,23.017,IND,@,BUF,W 27-17,,,,,,,,,,,,,,,
24,1994,1994-10-23,8,23.024,IND,,WAS,L 27-41,,,,,,,,,,,,,,,
25,1994,1994-10-30,9,23.031,IND,,NYJ,W 28-25,,,,,,,,,,,,,,,
26,1994,1994-11-06,10,23.038,IND,@,MIA,L 21-22,,0,0,,0,0,0,,0,1,6,0.0,1,28,1
27,1994,1994-11-20,11,23.052,IND,@,CIN,W 17-13,,0,0,,0,0,0,,0,0,0,0.0,1,0,0
28,1994,1994-11-27,12,23.059,IND,,NWE,L 10-12,,0,0,,0,0,0,,0,0,0,0.0,1,20,0
29,1994,1994-12-04,13,23.066,IND,@,SEA,W 31-19,,0,0,,0,0,0,,0,1,6,1.0,1,37,1
30,1994,1994-12-11,14,23.073,IND,@,NWE,L 13-28,,0,0,,0,0,0,,0,1,6,0.0,2,113,1
31,1994,1994-12-18,15,23.080,IND,,MIA,W 10-6,,,,,,,,,,,,,,,
32,1994,1994-12-24,16,23.086,IND,,BUF,W 10-9,,0,0,,0,0,0,,0,0,0,0.0,1,1,0
33,1995,1995-09-03,1,23.339,IND,,CIN,L 21-24,,0,0,,0,0,0,,0,,,,,,
34,1995,1995-09-10,2,23.346,IND,@,NYJ,W 27-24,,0,0,,0,0,0,,0,,,,,,
35,1995,1995-09-17,3,23.353,IND,@,BUF,L 14-20,,0,0,,0,0,0,,0,,,,,,
36,1995,1995-10-01,4,24.002,IND,,STL,W 21-18,,0,0,,0,0,0,,0,,,,,,
37,1995,1995-10-08,5,24.009,IND,@,MIA,W 27-24,,0,0,,0,0,0,,0,,,,,,
38,1995,1995-10-15,6,24.016,IND,,SFO,W 18-17,,0,0,,0,0,0,,0,,,,,,
39,1995,1995-10-22,7,24.023,IND,@,OAK,L 17-30,,0,0,,0,0,0,,0,,,,,,
40,1995,1995-10-29,8,24.030,IND,,NYJ,W 17-10,,0,0,,0,0,0,,0,,,,,,
41,1995,1995-11-05,9,24.037,IND,,BUF,L 10-16,,0,0,,0,0,0,,0,,,,,,
42,1995,1995-11-12,10,24.044,IND,@,NOR,L 14-17,,0,0,,0,2,10,5.00,0,0,0,0.0,1,60,0
43,1995,1995-11-19,11,24.051,IND,@,NWE,W 24-10,,0,0,,0,4,16,4.00,0,0,0,1.0,0,0,0
44,1995,1995-11-26,12,24.058,IND,,MIA,W 36-28,,1,22,22.00,0,1,1,1.00,0,0,0,0.0,0,0,0
45,1995,1995-12-03,13,24.065,IND,@,CAR,L 10-13,,0,0,,0,3,32,10.67,0,0,0,0.0,1,0,0
46,1995,1995-12-10,14,24.072,IND,@,JAX,W 41-31,,0,0,,0,2,10,5.00,0,0,0,0.0,0,0,0
47,1995,1995-12-17,15,24.079,IND,,SDG,L 24-27,,0,0,,0,1,6,6.00,0,0,0,0.0,0,0,0
48,1995,1995-12-23,16,24.085,IND,,NWE,W 10-7,,0,0,,0,3,38,12.67,0,0,0,0.0,0,0,0
49,1996,1996-09-01,1,24.338,IND,,ARI,W 20-13,,0,0,,0,0,0,,0,,,,,,
50,1996,1996-09-08,2,24.345,IND,@,NYJ,W 21-7,,0,0,,0,0,0,,0,0,0,0.5,1,32,0
51,1996,1996-09-15,3,24.352,IND,@,DAL,W 25-24,,0,0,,0,0,0,,0,,,,,,
52,1996,1996-09-23,4,24.360,IND,,MIA,W 10-6,,0,0,,0,0,0,,0,,,,,,
53,1996,1996-10-06,5,25.007,IND,@,BUF,L 13-16,,0,0,,0,0,0,,0,,,,,,
54,1996,1996-10-13,6,25.014,IND,,BAL,W 26-21,,0,0,,0,0,0,,0,,,,,,
55,1996,1996-10-20,7,25.021,IND,,NWE,L 9-27,,0,0,,0,0,0,,0,,,,,,
56,1996,1996-10-27,8,25.028,IND,@,WAS,L 16-31,,0,0,,0,0,0,,0,,,,,,
57,1996,1996-11-03,9,25.035,IND,,SDG,L 19-26,,0,0,,0,5,141,28.20,0,0,0,0.0,0,0,0
58,1996,1996-11-10,10,25.042,IND,@,MIA,L 13-37,,0,0,,0,5,40,8.00,0,0,0,0.0,0,0,0
59,1996,1996-11-17,11,25.049,IND,,NYJ,W 34-29,,1,20,20.00,0,2,20,10.00,0,0,0,0.0,1,0,0
60,1996,1996-12-15,15,25.077,IND,@,KAN,W 24-19,,0,0,,0,0,0,,0,,,,,,
61,1996,1996-12-22,16,25.084,IND,@,CIN,L 24-31,,0,0,,0,0,0,,0,,,,,,
62,1997,1997-08-31,1,25.336,ATL,@,DET,L 17-28,,,,,,0,0,,0,,,,,,
63,1997,1997-09-07,2,25.343,ATL,,CAR,L 6-9,,,,,,0,0,,0,,,,,,
64,1997,1997-09-14,3,25.350,ATL,,OAK,L 31-36,,,,,,0,0,,0,,,,,,
65,1997,1997-09-21,4,25.357,ATL,@,SFO,L 7-34,,,,,,0,0,,0,,,,,,
66,1997,1997-09-28,5,25.364,ATL,,DEN,L 21-29,,,,,,0,0,,0,,,,,,
67,1997,1997-10-12,6,26.013,ATL,@,NOR,W 23-17,,,,,,0,0,,0,,,,,,
68,1997,1997-10-19,7,26.020,ATL,,SFO,L 28-35,,,,,,0,37,,0,,,,,,
69,1997,1997-10-26,8,26.027,ATL,@,CAR,L 12-21,,0,0,,0,0,0,,0,0,0,0.0,1,0,0
70,1997,1997-11-02,9,26.034,ATL,,STL,W 34-31,,0,0,,0,0,0,,0,0,0,0.0,1,14,0
71,1997,1997-11-09,10,26.041,ATL,,TAM,L 10-31,,,,,,0,0,,0,,,,,,
72,1997,1997-11-16,11,26.048,ATL,@,STL,W 27-21,,,,,,0,0,,0,,,,,,
73,1997,1997-11-23,12,26.055,ATL,,NOR,W 20-3,,0,0,,0,0,0,,0,0,0,0.0,1,4,0
74,1997,1997-11-30,13,26.062,ATL,@,SEA,W 24-17,,,,,,0,0,,0,,,,,,
75,1997,1997-12-07,14,26.069,ATL,@,SDG,W 14-3,,0,0,,0,0,0,,0,0,0,0.0,2,31,0
76,1997,1997-12-14,15,26.076,ATL,,PHI,W 20-17,,,,,,0,0,,0,,,,,,
77,1997,1997-12-21,16,26.083,ATL,@,ARI,L 26-29,,,,,,0,0,,0,,,,,,
78,1998,1998-09-06,1,26.342,ATL,@,CAR,W 19-14,,0,0,,0,1,4,4.00,0,0,0,0.0,1,1,0
79,1998,1998-09-13,2,26.349,ATL,,PHI,W 17-12,,,,,,,,,,,,,,,
80,1998,1998-09-27,3,26.363,ATL,@,SFO,L 20-31,,0,0,,0,0,0,,0,0,0,0.0,1,31,0
81,1998,1998-10-04,4,27.005,ATL,,CAR,W 51-23,,0,0,,0,0,0,,0,0,0,0.0,1,18,0
82,1998,1998-10-11,5,27.012,ATL,@,NYG,W 34-20,,,,,,,,,,,,,,,
83,1998,1998-10-18,6,27.019,ATL,,NOR,W 31-23,,,,,,,,,,,,,,,
84,1998,1998-10-25,7,27.026,ATL,@,NYJ,L 3-28,,,,,,,,,,,,,,,
85,1998,1998-11-01,8,27.033,ATL,,STL,W 37-15,,,,,,,,,,,,,,,
86,1998,1998-11-08,9,27.040,ATL,@,NWE,W 41-10,,,,,,,,,,,,,,,
87,1998,1998-11-15,10,27.047,ATL,,SFO,W 31-19,,0,0,,0,0,0,,0,0,0,0.0,1,34,0
88,1998,1998-11-22,11,27.054,ATL,,CHI,W 20-13,,0,0,,0,0,0,,0,0,0,0.0,1,0,0
89,1998,1998-11-29,12,27.061,ATL,@,STL,W 21-10,,,,,,,,,,,,,,,
90,1998,1998-12-06,13,27.068,ATL,,IND,W 28-21,,0,0,,0,0,0,,0,0,0,0.0,1,18,0
91,1998,1998-12-13,14,27.075,ATL,@,NOR,W 27-17,,0,0,,0,0,0,,0,0,0,0.0,1,0,0
92,1998,1998-12-20,15,27.082,ATL,@,DET,W 24-17,,,,,,,,,,,,,,,
93,1998,1998-12-27,16,27.089,ATL,,MIA,W 38-16,,,,,,,,,,,,,,,
94,1999,1999-09-12,1,27.348,ATL,,MIN,L 14-17,*,,,,,,,,,,,,,,
95,1999,1999-09-20,2,27.356,ATL,@,DAL,L 7-24,*,0,0,,0,0,0,,0,0,0,0.0,1,28,0
96,1999,1999-09-26,3,27.362,ATL,@,STL,L 7-35,*,,,,,,,,,,,,,,
97,1999,1999-10-03,4,28.004,ATL,,BAL,L 13-19,*,,,,,,,,,,,,,,
98,1999,1999-10-10,5,28.011,ATL,@,NOR,W 20-17,*,0,0,,0,0,0,,0,0,0,0.0,1,1,0
99,1999,1999-10-17,6,28.018,ATL,,STL,L 13-41,*,,,,,,,,,,,,,,
100,1999,1999-10-25,7,28.026,ATL,@,PIT,L 9-13,*,,,,,,,,,,,,,,
101,1999,1999-10-31,8,28.032,ATL,,CAR,W 27-20,*,0,0,,0,0,0,,0,0,0,1.0,0,0,0
102,1999,1999-11-07,9,28.039,ATL,,JAX,L 7-30,*,,,,,,,,,,,,,,
103,1999,1999-11-21,10,28.053,ATL,@,TAM,L 10-19,*,,,,,,,,,,,,,,
104,1999,1999-11-28,11,28.060,ATL,@,CAR,L 28-34,*,,,,,,,,,,,,,,
105,1999,1999-12-05,12,28.067,ATL,,NOR,W 35-12,*,0,0,,0,0,0,,0,1,6,0.0,2,52,1
106,1999,1999-12-12,13,28.074,ATL,@,SFO,L 7-26,*,,,,,,,,,,,,,,
107,1999,1999-12-19,14,28.081,ATL,@,TEN,L 17-30,*,,,,,,,,,,,,,,
108,1999,1999-12-26,15,28.088,ATL,,ARI,W 37-14,*,,,,,,,,,,,,,,
109,1999,2000-01-03,16,28.096,ATL,,SFO,W 34-29,*,,,,,,,,,,,,,,
110,2000,2000-09-03,1,28.340,ATL,,SFO,W 36-28,*,,,,,,,,,,,,,,
111,2000,2000-09-10,2,28.347,ATL,@,DEN,L 14-42,*,,,,,,,,,,,,,,
112,2000,2000-09-17,3,28.354,ATL,@,CAR,W 15-10,*,0,0,,0,0,0,,0,0,0,0.0,1,38,0
113,2000,2000-09-24,4,28.361,ATL,,STL,L 20-41,*,,,,,,,,,,,,,,
114,2000,2000-10-01,5,29.002,ATL,@,PHI,L 10-38,*,0,0,,0,0,0,,0,0,0,0.0,1,0,0
115,2000,2000-10-08,6,29.009,ATL,,NYG,L 6-13,*,,,,,,,,,,,,,,
116,2000,2000-10-15,7,29.016,ATL,@,STL,L 29-45,*,0,0,,0,0,0,,0,0,0,0.0,1,3,0
117,2000,2000-10-22,8,29.023,ATL,,NOR,L 19-21,*,,,,,,,,,,,,,,
118,2000,2000-10-29,9,29.030,ATL,,CAR,W 13-12,*,0,0,,0,0,0,,0,0,0,0.0,2,13,0
119,2000,2000-11-05,10,29.037,ATL,,TAM,L 14-27,*,0,0,,0,0,0,,0,0,0,0.0,1,60,0
120,2000,2000-11-12,11,29.044,ATL,@,DET,L 10-13,,,,,,,,,,,,,,,
121,2000,2000-11-19,12,29.051,ATL,@,SFO,L 6-16,,,,,,,,,,,,,,,
122,2000,2000-11-26,13,29.058,ATL,@,OAK,L 14-41,*,,,,,,,,,,,,,,
123,2000,2000-12-03,14,29.065,ATL,,SEA,L 10-30,,,,,,,,,,,,,,,
124,2000,2000-12-17,15,29.079,ATL,@,NOR,L 7-23,*,,,,,,,,,,,,,,
125,2000,2000-12-24,16,29.086,ATL,,KAN,W 29-13,*,,,,,,,,,,,,,,
126,2001,2001-09-09,1,29.345,ATL,@,SFO,L 13-16,,,,,,,,,,,,,,,
127,2001,2001-09-23,2,29.359,ATL,,CAR,W 24-16,*,,,,,,,,,,,,,,
128,2001,2001-09-30,3,30.001,ATL,@,ARI,W 34-14,*,0,0,,0,0,0,,0,0,0,0.0,1,33,0
129,2001,2001-10-07,4,30.008,ATL,,CHI,L 3-31,*,0,0,,0,0,0,,0,0,0,0.0,1,0,0
130,2001,2001-10-14,5,30.015,ATL,,SFO,L 31-37,*,,,,,,,,,,,,,,
131,2001,2001-10-21,6,30.022,ATL,@,NOR,W 20-13,*,,,,,,,,,,,,,,
132,2001,2001-11-04,7,30.036,ATL,,NWE,L 10-24,*,,,,,,,,,,,,,,
133,2001,2001-11-11,8,30.043,ATL,,DAL,W 20-13,*,,,,,,,,,,,,,,
134,2001,2001-11-18,9,30.050,ATL,@,GNB,W 23-20,*,0,0,,0,0,0,,0,0,0,0.0,1,7,0
135,2001,2001-11-25,10,30.057,ATL,@,CAR,W 10-7,*,,,,,,,,,,,,,,
136,2001,2001-12-02,11,30.064,ATL,,STL,L 6-35,*,,,,,,,,,,,,,,
137,2001,2001-12-09,12,30.071,ATL,,NOR,L 10-28,*,,,,,,,,,,,,,,
