ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2016,2016-09-12,1,23.255,LAR,@,SFO,L 0-28,,4,1,2,2.00,0,25.0%,0.50,0,0
2,2016,2016-09-18,2,23.261,LAR,,SEA,W 9-3,,0,0,0,,0,0.0%,,0,0
3,2016,2016-09-25,3,23.268,LAR,@,TAM,W 37-32,*,0,0,0,,0,0.0%,,0,0
4,2016,2016-10-02,4,23.275,LAR,@,ARI,W 17-13,,1,0,0,,0,0.0%,0.00,0,0
5,2016,2016-10-09,5,23.282,LAR,,BUF,L 19-30,,1,0,0,,0,0.0%,0.00,0,0
6,2016,2016-10-16,6,23.289,LAR,@,DET,L 28-31,,0,0,0,,0,0.0%,,0,0
7,2016,2016-10-23,7,23.296,LAR,,NYG,L 10-17,,1,1,4,4.00,0,100.0%,4.00,0,0
8,2016,2016-11-06,8,23.310,LAR,,CAR,L 10-13,*,7,1,31,31.00,0,14.3%,4.43,0,0
9,2016,2016-11-13,9,23.317,LAR,@,NYJ,W 9-6,*,0,0,0,,0,0.0%,,0,0
10,2016,2016-11-20,10,23.324,LAR,,MIA,L 10-14,*,3,2,4,2.00,0,66.7%,1.33,0,0
11,2016,2016-11-27,11,23.331,LAR,@,NOR,L 21-49,*,1,0,0,,0,0.0%,0.00,0,0
12,2016,2016-12-04,12,23.338,LAR,@,NWE,L 10-26,,4,2,16,8.00,0,50.0%,4.00,0,0
13,2016,2016-12-11,13,23.345,LAR,,ATL,L 14-42,,4,1,8,8.00,0,25.0%,2.00,0,0
14,2016,2016-12-15,14,23.349,LAR,@,SEA,L 3-24,,1,1,15,15.00,0,100.0%,15.00,0,0
15,2016,2016-12-24,15,23.358,LAR,,SFO,L 21-22,*,2,2,5,2.50,1,100.0%,2.50,1,6
16,2016,2017-01-01,16,24.000,LAR,,ARI,L 6-44,,0,0,0,,0,0.0%,,0,0
17,2017,2017-09-10,1,24.252,LAR,,IND,W 46-9,*,3,2,17,8.50,0,66.7%,5.67,0,0
18,2017,2017-09-17,2,24.259,LAR,,WAS,L 20-27,*,1,0,0,,0,0.0%,0.00,0,0
19,2017,2017-09-21,3,24.263,LAR,@,SFO,W 41-39,*,3,1,4,4.00,0,33.3%,1.33,0,0
20,2017,2017-10-01,4,24.273,LAR,@,DAL,W 35-30,*,6,3,47,15.67,0,50.0%,7.83,0,0
21,2017,2017-10-08,5,24.280,LAR,,SEA,L 10-16,*,8,4,98,24.50,0,50.0%,12.25,0,0
22,2017,2017-10-15,6,24.287,LAR,@,JAX,W 27-17,*,3,1,0,0.00,0,33.3%,0.00,0,0
23,2017,2017-10-22,7,24.294,LAR,,ARI,W 33-0,*,3,3,13,4.33,0,100.0%,4.33,0,0
24,2017,2017-11-05,8,24.308,LAR,@,NYG,W 51-17,*,2,1,8,8.00,1,50.0%,4.00,1,6
25,2017,2017-11-12,9,24.315,LAR,,HOU,W 33-7,*,4,2,22,11.00,0,50.0%,5.50,0,0
26,2017,2017-11-19,10,24.322,LAR,@,MIN,L 7-24,*,5,1,5,5.00,0,20.0%,1.00,0,0
27,2017,2017-11-26,11,24.329,LAR,,NOR,W 26-20,*,3,3,48,16.00,0,100.0%,16.00,0,0
28,2017,2017-12-03,12,24.336,LAR,@,ARI,W 32-16,*,1,1,6,6.00,0,100.0%,6.00,0,0
29,2017,2017-12-10,13,24.343,LAR,,PHI,L 35-43,*,0,0,0,,0,0.0%,,0,0
30,2017,2017-12-17,14,24.350,LAR,@,SEA,W 42-7,*,1,1,12,12.00,0,100.0%,12.00,0,0
31,2017,2017-12-24,15,24.357,LAR,@,TEN,W 27-23,*,2,2,15,7.50,0,100.0%,7.50,0,0
32,2017,2017-12-31,16,24.364,LAR,,SFO,L 13-34,*,0,0,0,,0,0.0%,,0,0
33,2018,2018-09-10,1,25.252,LAR,@,OAK,W 33-13,*,0,0,0,,0,0.0%,,0,0
34,2018,2018-09-16,2,25.258,LAR,,ARI,W 34-0,*,2,1,3,3.00,1,50.0%,1.50,1,6
35,2018,2018-09-23,3,25.265,LAR,,LAC,W 35-23,*,2,2,35,17.50,0,100.0%,17.50,0,0
36,2018,2018-09-27,4,25.269,LAR,,MIN,W 38-31,*,1,0,0,,0,0.0%,0.00,0,0
