ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1961,1961-09-17,1,22.071,MIN,,CHI,W 37-13,4,8,2.00,0,2,16,8.00,0,0,0,,0,0,0,,0,0,,,2,62,31.00,0,0,0,,0,0,0
2,1961,1961-09-24,2,22.078,MIN,@,DAL,L 7-21,4,12,3.00,1,1,-5,-5.00,0,0,0,,0,0,0,,0,0,,,2,42,21.00,0,1,7,7.00,0,1,6
3,1961,1961-10-01,3,22.085,MIN,@,BAL,L 33-34,10,45,4.50,0,1,9,9.00,0,0,0,,0,0,0,,0,0,,,3,68,22.67,0,4,56,14.00,0,0,0
4,1961,1961-10-08,4,22.092,MIN,,DAL,L 0-28,2,12,6.00,0,2,26,13.00,0,0,0,,0,0,0,,0,0,,,3,73,24.33,0,0,0,,0,0,0
5,1961,1961-10-15,5,22.099,MIN,,SFO,L 24-38,2,6,3.00,0,2,16,8.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,2,24,12.00,0,0,0,,0,0,0
6,1961,1961-10-22,6,22.106,MIN,,GNB,L 7-33,0,0,,0,1,12,12.00,0,0,0,,0,0,0,,0,0,,,4,88,22.00,0,0,0,,0,0,0
7,1961,1961-10-29,7,22.113,MIN,@,GNB,L 10-28,3,12,4.00,0,1,7,7.00,0,0,0,,0,0,0,,0,0,,,3,67,22.33,0,1,8,8.00,0,0,0
8,1961,1961-11-05,8,22.120,MIN,@,RAM,L 17-31,2,5,2.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,3,63,21.00,0,3,18,6.00,0,0,0
9,1961,1961-11-12,9,22.127,MIN,,BAL,W 28-20,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,65,32.50,0,0,0,,0,0,0
10,1961,1961-11-19,10,22.134,MIN,,DET,L 10-37,3,36,12.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,24,24.00,0,0,0,,0,0,0
11,1961,1961-11-26,11,22.141,MIN,@,SFO,L 28-38,14,62,4.43,1,3,-14,-4.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,29,9.67,0,1,6
12,1961,1961-12-03,12,22.148,MIN,,RAM,W 42-21,14,33,2.36,1,6,40,6.67,0,0,0,,0,0,0,,0,0,,,0,27,,0,2,28,14.00,0,1,6
13,1961,1961-12-10,13,22.155,MIN,@,DET,L 7-13,2,-5,-2.50,0,1,15,15.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
14,1962,1962-09-16,1,23.070,MIN,@,GNB,L 7-34,8,1,0.13,0,1,7,7.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
15,1962,1962-09-23,2,23.077,MIN,,BAL,L 7-34,6,8,1.33,1,7,92,13.14,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
16,1962,1962-09-30,3,23.084,MIN,@,SFO,L 7-21,4,23,5.75,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,16,16.00,0,0,0
17,1962,1962-10-07,4,23.091,MIN,,CHI,L 0-13,15,82,5.47,0,1,8,8.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
18,1962,1962-10-14,5,23.098,MIN,,GNB,L 21-48,3,3,1.00,0,1,4,4.00,0,0,0,,0,0,0,,0,0,,,2,24,12.00,0,0,0,,0,0,0
19,1962,1962-10-21,6,23.105,MIN,@,RAM,W 38-14,17,67,3.94,0,5,74,14.80,1,0,0,,0,0,0,,0,0,,,2,58,29.00,0,1,8,8.00,0,1,6
20,1962,1962-10-28,7,23.112,MIN,,PHI,W 31-21,17,45,2.65,1,4,113,28.25,2,0,0,,0,0,0,,0,0,,,1,42,42.00,0,1,0,0.00,0,3,18
21,1962,1962-11-04,8,23.119,MIN,@,PIT,L 31-39,10,27,2.70,0,4,66,16.50,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
22,1962,1962-11-11,9,23.126,MIN,@,CHI,L 30-31,10,46,4.60,0,1,10,10.00,0,0,0,,0,0,0,,0,0,,,1,38,38.00,0,1,10,10.00,0,0,0
23,1962,1962-11-18,10,23.133,MIN,,DET,L 6-17,10,30,3.00,0,3,49,16.33,0,0,0,,0,0,0,,0,0,,,2,47,23.50,0,1,11,11.00,0,0,0
24,1962,1962-11-25,11,23.140,MIN,,RAM,T 24-24,14,80,5.71,0,5,119,23.80,2,0,0,,0,0,0,,0,0,,,1,19,19.00,0,1,7,7.00,0,2,12
25,1962,1962-12-02,12,23.147,MIN,,SFO,L 12-35,17,47,2.76,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,36,36.00,0,0,0,,0,0,0
26,1962,1962-12-09,13,23.154,MIN,@,DET,L 23-37,16,138,8.63,0,3,55,18.33,0,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,2,37,18.50,0,0,0,,0,0,0
27,1962,1962-12-16,14,23.161,MIN,@,BAL,L 17-42,20,143,7.15,0,1,6,6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
28,1963,1963-09-15,1,24.069,MIN,@,SFO,W 24-20,21,68,3.24,1,6,94,15.67,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,12
29,1963,1963-09-22,2,24.076,MIN,,CHI,L 7-28,11,60,5.45,0,1,37,37.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
30,1963,1963-09-29,3,24.083,MIN,,SFO,W 45-14,10,34,3.40,1,2,16,8.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
31,1963,1963-10-06,4,24.090,MIN,,STL,L 14-56,14,44,3.14,2,2,3,1.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,12
32,1963,1963-10-13,5,24.097,MIN,,GNB,L 28-37,10,25,2.50,0,4,29,7.25,0,0,0,,0,0,0,,0,0,,,1,21,21.00,0,0,0,,0,0,0
33,1963,1963-10-20,6,24.104,MIN,@,RAM,L 24-27,11,53,4.82,0,4,34,8.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,21,10.50,0,0,0
34,1963,1963-10-27,7,24.111,MIN,@,DET,L 10-28,1,2,2.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
35,1963,1963-11-03,8,24.118,MIN,,RAM,W 21-13,15,79,5.27,0,2,16,8.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
36,1963,1963-11-10,9,24.125,MIN,@,GNB,L 7-28,15,78,5.20,0,10,76,7.60,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
37,1963,1963-11-17,10,24.132,MIN,,BAL,L 34-37,12,146,12.17,1,4,53,13.25,1,0,0,,0,0,0,,0,0,,,2,40,20.00,0,0,0,,0,2,12
38,1963,1963-11-24,11,24.139,MIN,,DET,W 34-31,17,85,5.00,2,4,12,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,12
39,1963,1963-12-01,12,24.146,MIN,@,CHI,T 17-17,19,53,2.79,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,42,21.00,0,0,0
40,1963,1963-12-08,13,24.153,MIN,@,BAL,L 10-41,10,36,3.60,0,1,-5,-5.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
41,1964,1964-09-13,1,25.067,MIN,,BAL,W 34-24,20,137,6.85,1,1,8,8.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
42,1964,1964-09-20,2,25.074,MIN,,CHI,L 28-34,7,16,2.29,0,2,17,8.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
43,1964,1964-09-27,3,25.081,MIN,@,RAM,L 13-22,1,4,4.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
44,1964,1964-10-11,5,25.095,MIN,,DET,L 20-24,2,10,5.00,0,2,22,11.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
45,1964,1964-10-18,6,25.102,MIN,,PIT,W 30-10,14,114,8.14,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
46,1964,1964-10-25,7,25.109,MIN,@,SFO,W 27-22,20,93,4.65,1,2,9,4.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
47,1964,1964-11-01,8,25.116,MIN,,GNB,L 13-42,17,42,2.47,0,3,15,5.00,0,0,0,,0,0,0,,0,0,,,2,36,18.00,0,1,45,45.00,0,0,0
48,1964,1964-11-08,9,25.123,MIN,,SFO,W 24-7,13,23,1.77,0,5,77,15.40,1,0,0,,0,0,0,,0,0,,,0,0,,0,1,16,16.00,0,1,6
49,1964,1964-11-15,10,25.130,MIN,@,BAL,L 14-17,13,78,6.00,1,3,26,8.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0.00,0,1,6
50,1964,1964-11-22,11,25.137,MIN,@,DET,T 23-23,21,64,3.05,0,2,-12,-6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
51,1964,1964-11-29,12,25.144,MIN,,RAM,W 34-13,13,32,2.46,0,1,9,9.00,0,1,1,100.00,30,1,0,158.3,0,0,30.00,50.00,0,0,,0,3,21,7.00,0,0,0
52,1964,1964-12-06,13,25.151,MIN,@,NYG,W 30-21,9,11,1.22,0,3,34,11.33,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,60,20.00,0,0,0
53,1964,1964-12-13,14,25.158,MIN,@,CHI,W 41-14,19,67,3.53,1,2,34,17.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,8,8.00,0,1,6
54,1965,1965-09-19,1,26.073,MIN,@,BAL,L 16-35,15,33,2.20,0,3,55,18.33,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,6.00,0,0,0
55,1965,1965-09-26,2,26.080,MIN,,DET,L 29-31,18,78,4.33,1,2,50,25.00,0,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,1,26,26.00,0,3,22,7.33,0,1,6
56,1965,1965-10-03,3,26.087,MIN,@,RAM,W 38-35,18,77,4.28,1,3,28,9.33,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
57,1965,1965-10-09,4,26.093,MIN,,NYG,W 40-14,9,40,4.44,1,4,31,7.75,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
58,1965,1965-10-17,5,26.101,MIN,,CHI,L 37-45,18,90,5.00,2,1,-8,-8.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,3,3.00,0,2,12
59,1965,1965-10-24,6,26.108,MIN,@,SFO,W 42-41,15,86,5.73,3,2,43,21.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,17,17.00,0,3,18
60,1965,1965-10-31,7,26.115,MIN,@,CLE,W 27-17,12,66,5.50,0,1,72,72.00,1,0,0,,0,0,0,,0,0,,,1,15,15.00,0,2,0,0.00,0,1,6
61,1965,1965-11-07,8,26.122,MIN,,RAM,W 24-13,10,23,2.30,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
62,1965,1965-11-28,11,26.143,MIN,,SFO,L 24-45,5,3,0.60,1,2,18,9.00,0,0,0,,0,0,0,,0,0,,,1,25,25.00,0,1,15,15.00,0,1,6
63,1965,1965-12-05,12,26.150,MIN,@,GNB,L 19-24,21,101,4.81,1,4,32,8.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
64,1966,1966-09-11,1,27.065,MIN,@,SFO,T 20-20,17,65,3.82,1,1,10,10.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
65,1966,1966-09-18,2,27.072,MIN,,BAL,L 23-38,15,94,6.27,1,1,17,17.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
66,1966,1966-09-25,3,27.079,MIN,@,DAL,L 17-28,1,-5,-5.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
67,1966,1966-10-16,5,27.100,MIN,,RAM,W 35-7,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,3,3.00,0,0,0
68,1966,1966-10-23,6,27.107,MIN,@,BAL,L 17-20,9,28,3.11,0,4,13,3.25,1,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,6.00,0,1,6
69,1966,1966-10-30,7,27.114,MIN,,SFO,W 28-3,6,30,5.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0.00,0,0,0
70,1966,1966-11-06,8,27.121,MIN,@,GNB,W 20-17,10,23,2.30,0,1,-1,-1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
71,1967,1967-09-17,1,28.071,RAM,@,NOR,W 27-13,4,16,4.00,0,3,24,8.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
72,1967,1967-09-22,2,28.076,RAM,,MIN,W 39-3,9,31,3.44,0,1,-2,-2.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
73,1967,1967-10-01,3,28.085,RAM,@,DAL,W 35-13,4,33,8.25,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
74,1967,1967-10-08,4,28.092,RAM,,SFO,L 24-27,3,2,0.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
75,1967,1967-10-15,5,28.099,RAM,@,BAL,T 24-24,3,4,1.33,0,1,1,1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
76,1967,1967-10-22,6,28.106,RAM,,WAS,T 28-28,1,-5,-5.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
77,1967,1967-10-29,7,28.113,RAM,@,CHI,W 28-17,6,36,6.00,0,2,24,12.00,0,1,1,100.00,51,1,0,158.3,0,0,51.00,71.00,0,0,,0,0,0,,0,0,0
78,1967,1967-11-05,8,28.120,RAM,@,SFO,W 17-7,5,-2,-0.40,0,1,3,3.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,0,0
79,1967,1967-11-12,9,28.127,RAM,,PHI,W 33-17,9,51,5.67,0,1,0,0.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
80,1967,1967-11-19,10,28.134,RAM,@,ATL,W 31-3,7,32,4.57,0,1,3,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
81,1967,1967-12-03,12,28.148,RAM,,ATL,W 20-3,4,0,0.00,0,0,0,,0,1,1,100.00,14,0,0,118.7,0,0,14.00,14.00,0,0,,0,0,0,,0,0,0
82,1967,1967-12-17,14,28.162,RAM,,BAL,W 34-10,8,15,1.88,0,3,17,5.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
83,1968,1968-09-16,1,29.070,RAM,@,STL,W 24-13,16,82,5.13,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,0,0
84,1968,1968-09-22,2,29.076,RAM,,PIT,W 45-10,6,33,5.50,0,5,38,7.60,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
85,1968,1968-09-29,3,29.083,RAM,@,CLE,W 24-6,17,54,3.18,2,2,8,4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,12
86,1968,1968-10-06,4,29.090,RAM,,SFO,W 24-10,14,29,2.07,0,2,36,18.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,0,0
87,1968,1968-10-13,5,29.097,RAM,@,GNB,W 16-14,8,32,4.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
88,1968,1968-10-27,7,29.111,RAM,@,BAL,L 10-27,2,5,2.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
89,1968,1968-11-10,9,29.125,RAM,@,ATL,W 17-10,21,72,3.43,0,2,18,9.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
90,1968,1968-11-17,10,29.132,RAM,@,SFO,T 20-20,0,0,,0,2,19,9.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
91,1968,1968-11-24,11,29.139,RAM,,NYG,W 24-21,6,39,6.50,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
92,1968,1968-12-01,12,29.146,RAM,@,MIN,W 31-3,9,35,3.89,0,1,-6,-6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
93,1968,1968-12-08,13,29.153,RAM,,CHI,L 16-17,9,14,1.56,0,1,31,31.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
94,1969,1969-09-28,2,30.082,RAM,,ATL,W 17-7,7,24,3.43,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
95,1969,1969-10-05,3,30.089,RAM,,NOR,W 36-17,2,12,6.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
96,1969,1969-10-12,4,30.096,RAM,@,SFO,W 27-21,3,15,5.00,1,2,16,8.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
97,1969,1969-10-19,5,30.103,RAM,,GNB,W 34-21,2,7,3.50,0,1,8,8.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
98,1969,1969-10-26,6,30.110,RAM,@,CHI,W 9-7,1,-1,-1.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
99,1969,1969-11-02,7,30.117,RAM,@,ATL,W 38-6,4,33,8.25,0,3,73,24.33,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
100,1969,1969-11-09,8,30.124,RAM,,SFO,W 41-30,2,3,1.50,0,1,55,55.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
101,1969,1969-11-16,9,30.131,RAM,@,PHI,W 23-17,3,6,2.00,0,2,17,8.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
102,1969,1969-11-23,10,30.138,RAM,,DAL,W 24-23,2,7,3.50,0,1,15,15.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
103,1969,1969-11-30,11,30.145,RAM,@,WAS,W 24-13,4,22,5.50,0,1,1,1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
104,1969,1969-12-07,12,30.152,RAM,,MIN,L 13-20,1,3,3.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
105,1969,1969-12-21,14,30.166,RAM,,BAL,L 7-13,2,4,2.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
106,1970,1970-09-18,1,31.072,RAM,,STL,W 34-13,7,21,3.00,0,3,16,5.33,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
107,1970,1970-10-18,5,31.102,RAM,@,GNB,W 31-21,6,14,2.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
108,1970,1970-10-26,6,31.110,RAM,@,MIN,L 3-13,3,14,4.67,0,2,9,4.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
109,1970,1970-11-01,7,31.116,RAM,@,NOR,W 30-17,14,46,3.29,0,2,23,11.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
110,1970,1970-11-15,9,31.130,RAM,,NYJ,L 20-31,2,6,3.00,0,2,23,11.50,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
111,1970,1970-11-22,10,31.137,RAM,@,ATL,W 17-7,12,22,1.83,0,3,56,18.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
112,1971,1971-09-19,1,32.073,WAS,@,STL,W 24-17,1,2,2.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
113,1971,1971-09-26,2,32.080,WAS,@,NYG,W 30-3,5,13,2.60,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
114,1971,1971-10-03,3,32.087,WAS,@,DAL,W 20-16,1,6,6.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
115,1971,1971-10-17,5,32.101,WAS,,STL,W 20-0,5,11,2.20,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
116,1971,1971-10-24,6,32.108,WAS,@,KAN,L 20-27,1,1,1.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
117,1971,1971-10-31,7,32.115,WAS,,NOR,W 24-14,6,7,1.17,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
118,1971,1971-11-14,9,32.129,WAS,@,CHI,L 15-16,11,42,3.82,0,9,79,8.78,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
119,1971,1971-11-21,10,32.136,WAS,,DAL,L 0-13,0,0,,0,3,30,10.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
120,1971,1971-11-28,11,32.143,WAS,@,PHI,W 20-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,1971,1971-12-05,12,32.150,WAS,,NYG,W 23-7,1,3,3.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
