ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1974,1974-09-15,1,23.344,GNB,,MIN,L 17-32,,,,,,,,,,
2,1974,1974-09-22,2,23.351,GNB,@,BAL,W 20-13,1,12,12.00,0,0,0,,0,0,0
3,1974,1974-09-29,3,23.358,GNB,,DET,W 21-19,2,25,12.50,0,0,0,,0,0,0
4,1974,1974-10-06,4,24.000,GNB,,BUF,L 7-27,1,8,8.00,0,0,0,,0,0,0
5,1974,1974-10-13,5,24.007,GNB,,RAM,W 17-6,,,,,,,,,,
6,1974,1974-11-03,8,24.028,GNB,,WAS,L 6-17,,,,,,,,,,
7,1974,1974-11-10,9,24.035,GNB,,CHI,W 20-3,,,,,,,,,,
8,1974,1974-11-17,10,24.042,GNB,@,MIN,W 19-7,,,,,,,,,,
9,1974,1974-11-24,11,24.049,GNB,,SDG,W 34-0,,,,,,,,,,
10,1974,1974-12-01,12,24.056,GNB,@,PHI,L 14-36,,,,,,,,,,
11,1974,1974-12-08,13,24.063,GNB,@,SFO,L 6-7,,,,,,,,,,
12,1974,1974-12-15,14,24.070,GNB,@,ATL,L 3-10,1,18,18.00,0,0,0,,0,0,0
13,1975,1975-09-21,1,24.350,GNB,,DET,L 16-30,5,87,17.40,0,1,-2,-2.00,0,0,0
14,1975,1975-09-29,2,24.358,GNB,@,DEN,L 13-23,12,167,13.92,0,0,0,,0,0,0
15,1975,1975-10-05,3,24.364,GNB,,MIA,L 7-31,1,9,9.00,0,0,0,,0,0,0
16,1975,1975-10-12,4,25.006,GNB,@,NOR,L 19-20,3,35,11.67,0,0,0,,0,0,0
17,1975,1975-10-19,5,25.013,GNB,@,DAL,W 19-17,7,81,11.57,0,0,0,,0,0,0
18,1975,1975-10-26,6,25.020,GNB,,PIT,L 13-16,1,16,16.00,0,0,0,,0,0,0
19,1975,1975-11-02,7,25.027,GNB,,MIN,L 17-28,1,20,20.00,0,0,0,,0,0,0
20,1975,1975-11-09,8,25.034,GNB,@,CHI,L 14-27,4,39,9.75,0,0,0,,0,0,0
21,1975,1975-11-16,9,25.041,GNB,@,DET,L 10-13,4,55,13.75,0,0,0,,0,0,0
22,1975,1975-11-23,10,25.048,GNB,,NYG,W 40-14,4,103,25.75,0,0,0,,0,0,0
23,1975,1975-11-30,11,25.055,GNB,,CHI,W 28-7,5,64,12.80,0,0,0,,0,0,0
24,1975,1975-12-07,12,25.062,GNB,@,MIN,L 3-24,2,8,4.00,0,0,0,,0,0,0
25,1975,1975-12-14,13,25.069,GNB,@,RAM,L 5-22,6,57,9.50,0,0,0,,0,0,0
26,1975,1975-12-21,14,25.076,GNB,,ATL,W 22-13,3,25,8.33,0,0,0,,0,0,0
27,1976,1976-09-12,1,25.342,GNB,,SFO,L 14-26,1,10,10.00,0,0,0,,0,0,0
28,1976,1976-09-19,2,25.349,GNB,@,STL,L 0-29,1,13,13.00,0,0,0,,0,0,0
29,1976,1976-09-26,3,25.356,GNB,@,CIN,L 7-28,1,12,12.00,0,0,0,,0,0,0
30,1976,1976-10-03,4,25.363,GNB,,DET,W 24-14,1,4,4.00,0,0,0,,0,0,0
31,1976,1976-10-10,5,26.004,GNB,,SEA,W 27-20,6,64,10.67,0,0,0,,0,0,0
32,1976,1976-10-17,6,26.011,GNB,,PHI,W 28-13,3,61,20.33,1,0,0,,0,1,6
33,1976,1976-10-24,7,26.018,GNB,@,OAK,L 14-18,6,120,20.00,1,0,0,,0,1,6
34,1976,1976-10-31,8,26.025,GNB,@,DET,L 6-27,,,,,,,,,,
35,1976,1976-11-07,9,26.032,GNB,,NOR,W 32-27,3,35,11.67,0,0,0,,0,0,0
36,1976,1976-11-14,10,26.039,GNB,@,CHI,L 13-24,3,51,17.00,1,0,0,,0,1,6
37,1976,1976-11-21,11,26.046,GNB,,MIN,L 10-17,3,29,9.67,0,0,0,,0,0,0
38,1976,1976-11-28,12,26.053,GNB,,CHI,L 10-16,3,28,9.33,1,0,0,,0,1,6
39,1976,1976-12-05,13,26.060,GNB,@,MIN,L 9-20,1,20,20.00,0,0,0,,0,0,0
40,1976,1976-12-12,14,26.067,GNB,@,ATL,W 24-20,1,20,20.00,0,0,0,,0,0,0
41,1977,1977-09-18,1,26.347,GNB,@,NOR,W 24-20,3,71,23.67,1,0,0,,0,1,6
42,1977,1977-09-25,2,26.354,GNB,,HOU,L 10-16,1,0,0.00,0,0,0,,0,0,0
43,1977,1977-10-02,3,26.361,GNB,@,MIN,L 7-19,1,4,4.00,0,0,0,,0,0,0
44,1977,1977-10-09,4,27.003,GNB,,CIN,L 7-17,2,24,12.00,0,0,0,,0,0,0
45,1978,1978-09-03,1,27.332,PHI,,RAM,L 14-16,1,24,24.00,1,0,0,,0,1,6
46,1978,1978-09-10,2,27.339,PHI,@,WAS,L 30-35,3,68,22.67,0,0,0,,0,0,0
47,1978,1978-09-17,3,27.346,PHI,@,NOR,W 24-17,2,34,17.00,0,0,0,,0,0,0
48,1978,1978-09-24,4,27.353,PHI,,MIA,W 17-3,,,,,,,,,,
49,1978,1978-10-01,5,27.360,PHI,@,BAL,W 17-14,,,,,,,,,,
50,1978,1978-10-08,6,28.002,PHI,@,NWE,L 14-24,1,14,14.00,0,0,0,,0,0,0
51,1978,1978-10-15,7,28.009,PHI,,WAS,W 17-10,1,17,17.00,0,0,0,,0,0,0
52,1978,1978-10-22,8,28.016,PHI,@,DAL,L 7-14,1,13,13.00,0,0,0,,0,0,0
