ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
26,2002,2002-11-17,10,23.041,PIT,@,TEN,L 23-31,,,,,,
27,2002,2002-11-24,11,23.048,PIT,,CIN,W 29-21,,,,,,
28,2002,2002-12-01,12,23.055,PIT,@,JAX,W 25-23,,,,,,
29,2002,2002-12-08,13,23.062,PIT,,HOU,L 6-24,,,,,,
30,2002,2002-12-15,14,23.069,PIT,,CAR,W 30-14,,0,0,,0,1.0
31,2002,2002-12-23,15,23.077,PIT,@,TAM,W 17-7,,,,,,
32,2002,2002-12-29,16,23.083,PIT,,BAL,W 34-31,,0,0,,0,1.0
33,2003,2003-09-07,1,23.335,PIT,,BAL,W 34-15,,,,,,
34,2003,2003-09-14,2,23.342,PIT,@,KAN,L 20-41,,,,,,
35,2003,2003-09-21,3,23.349,PIT,@,CIN,W 17-10,,,,,,
36,2003,2003-09-28,4,23.356,PIT,,TEN,L 13-30,,,,,,
37,2003,2003-10-05,5,23.363,PIT,,CLE,L 13-33,,,,,,
38,2003,2003-10-12,6,24.005,PIT,@,DEN,L 14-17,,,,,,
39,2003,2003-10-26,7,24.019,PIT,,STL,L 21-33,,,,,,
40,2003,2003-11-02,8,24.026,PIT,@,SEA,L 16-23,,0,0,,0,1.0
41,2003,2003-11-09,9,24.033,PIT,,ARI,W 28-15,,,,,,
42,2003,2003-11-17,10,24.041,PIT,@,SFO,L 14-30,,,,,,
43,2003,2003-11-23,11,24.047,PIT,@,CLE,W 13-6,,0,0,,0,1.0
44,2003,2003-11-30,12,24.054,PIT,,CIN,L 20-24,,,,,,
45,2003,2003-12-07,13,24.061,PIT,,OAK,W 27-7,,,,,,
46,2003,2003-12-14,14,24.068,PIT,@,NYJ,L 0-6,,,,,,
47,2003,2003-12-21,15,24.075,PIT,,SDG,W 40-24,,,,,,
48,2003,2003-12-28,16,24.082,PIT,@,BAL,L 10-13,,,,,,
49,2005,2005-11-13,9,26.037,SEA,,STL,W 31-16,,,,,,
50,2005,2005-11-20,10,26.044,SEA,@,SFO,W 27-25,,,,,,
51,2005,2005-11-27,11,26.051,SEA,,NYG,W 24-21,,,,,,
52,2005,2005-12-05,12,26.059,SEA,@,PHI,W 42-0,,,,,,
53,2005,2005-12-11,13,26.065,SEA,,SFO,W 41-3,,,,,,
54,2005,2005-12-18,14,26.072,SEA,@,TEN,W 28-24,,,,,,
55,2005,2005-12-24,15,26.078,SEA,,IND,W 28-13,,,,,,
56,2005,2006-01-01,16,26.086,SEA,@,GNB,L 17-23,,,,,,
57,2006,2006-09-07,1,26.335,PIT,,MIA,W 28-17,,,,,,
58,2006,2006-09-18,2,26.346,PIT,@,JAX,L 0-9,,,,,,
59,2006,2006-09-24,3,26.352,PIT,,CIN,L 20-28,,,,,,
60,2006,2006-10-08,4,27.001,PIT,@,SDG,L 13-23,,,,,,
61,2006,2006-10-15,5,27.008,PIT,,KAN,W 45-7,,,,,,
62,2006,2006-10-29,7,27.022,PIT,@,OAK,L 13-20,,,,,,
63,2006,2006-11-05,8,27.029,PIT,,DEN,L 20-31,,,,,,
64,2006,2006-12-03,12,27.057,PIT,,TAM,W 20-3,,,,,,
65,2006,2006-12-07,13,27.061,PIT,,CLE,W 27-7,,,,,,
66,2006,2006-12-17,14,27.071,PIT,@,CAR,W 37-3,,,,,,
67,2006,2006-12-24,15,27.078,PIT,,BAL,L 7-31,,,,,,
68,2006,2006-12-31,16,27.085,PIT,@,CIN,W 23-17,,,,,,
69,2007,2007-09-10,1,27.338,ARI,@,SFO,L 17-20,,,,,,
70,2007,2007-09-16,2,27.344,ARI,,SEA,W 23-20,,,,,,
71,2007,2007-09-23,3,27.351,ARI,@,BAL,L 23-26,,,,,,
72,2007,2007-09-30,4,27.358,ARI,,PIT,W 21-14,,,,,,
73,2007,2007-10-07,5,28.000,ARI,@,STL,W 34-31,,,,,,
74,2007,2007-10-14,6,28.007,ARI,,CAR,L 10-25,,,,,,
75,2007,2007-10-21,7,28.014,ARI,@,WAS,L 19-21,,,,,,
76,2007,2007-11-04,8,28.028,ARI,@,TAM,L 10-17,,,,,,
77,2007,2007-11-11,9,28.035,ARI,,DET,W 31-21,,,,,,
78,2007,2007-11-18,10,28.042,ARI,@,CIN,W 35-27,,,,,,
79,2007,2007-11-25,11,28.049,ARI,,SFO,L 31-37,,,,,,
80,2007,2007-12-02,12,28.056,ARI,,CLE,W 27-21,,,,,,
81,2007,2007-12-09,13,28.063,ARI,@,SEA,L 21-42,,,,,,
82,2007,2007-12-16,14,28.070,ARI,@,NOR,L 24-31,,,,,,
83,2007,2007-12-23,15,28.077,ARI,,ATL,W 30-27,,,,,,
84,2007,2007-12-30,16,28.084,ARI,,STL,W 48-19,,,,,,
