ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,1976,1976-09-12,1,23.116,DEN,@,CIN,L 7-17,,,,,,,,
2,1976,1976-09-19,2,23.123,DEN,,NYJ,W 46-3,,,,,,,,
3,1976,1976-09-26,3,23.130,DEN,,CLE,W 44-13,,,,,,,,
4,1976,1976-10-03,4,23.137,DEN,,SDG,W 26-0,,,,,,,,
5,1977,1977-09-18,1,24.122,DEN,,STL,W 7-0,,,,,,,,
6,1977,1977-09-25,2,24.129,DEN,,BUF,W 26-6,,,,,,,,
7,1977,1977-10-02,3,24.136,DEN,@,SEA,W 24-13,,,,,,,,
8,1977,1977-10-09,4,24.143,DEN,,KAN,W 23-7,1,16,16.00,0,3,31,10.33,0
9,1977,1977-10-16,5,24.150,DEN,@,OAK,W 30-7,,,,,,,,
10,1977,1977-10-30,7,24.164,DEN,,OAK,L 14-24,,,,,,,,
11,1977,1977-11-06,8,24.171,DEN,,PIT,W 21-7,0,0,,0,1,0,0.00,0
12,1977,1977-11-13,9,24.178,DEN,@,SDG,W 17-14,0,0,,0,2,17,8.50,0
13,1977,1977-11-27,11,24.192,DEN,,BAL,W 27-13,,,,,,,,
14,1977,1977-12-04,12,24.199,DEN,@,HOU,W 24-14,,,,,,,,
15,1977,1977-12-11,13,24.206,DEN,,SDG,W 17-9,,,,,,,,
16,1978,1978-11-12,11,25.177,DEN,@,CLE,W 19-7,0,0,,0,1,-2,-2.00,0
17,1978,1978-11-23,13,25.188,DEN,@,DET,L 14-17,,,,,,,,
18,1978,1978-12-03,14,25.198,DEN,@,OAK,W 21-6,,,,,,,,
19,1978,1978-12-10,15,25.205,DEN,,KAN,W 24-3,,,,,,,,
20,1978,1978-12-16,16,25.211,DEN,,PIT,L 17-21,1,29,29.00,0,0,0,,0
21,1979,1979-09-02,1,26.106,DEN,,CIN,W 10-0,,,,,,,,
22,1979,1979-09-06,2,26.110,DEN,,RAM,L 9-13,,,,,,,,
23,1979,1979-09-16,3,26.120,DEN,@,ATL,W 20-17,2,37,18.50,0,0,0,,0
24,1979,1979-09-23,4,26.127,DEN,,SEA,W 37-34,,,,,,,,
25,1979,1979-09-30,5,26.134,DEN,@,OAK,L 3-27,3,64,21.33,0,0,0,,0
26,1979,1979-10-07,6,26.141,DEN,,SDG,W 7-0,,,,,,,,
27,1979,1979-10-14,7,26.148,DEN,@,KAN,W 24-10,2,36,18.00,0,1,1,1.00,0
28,1979,1979-10-22,8,26.156,DEN,@,PIT,L 7-42,5,111,22.20,0,0,0,,0
29,1979,1979-10-28,9,26.162,DEN,,KAN,W 20-3,,,,,,,,
30,1979,1979-11-04,10,26.169,DEN,,NOR,W 10-3,,,,,,,,
31,1979,1979-11-11,11,26.176,DEN,,NWE,W 45-10,1,22,22.00,0,1,0,0.00,0
32,1979,1979-11-18,12,26.183,DEN,@,SFO,W 38-28,3,48,16.00,0,0,0,,0
33,1979,1979-11-25,13,26.190,DEN,,OAK,L 10-14,,,,,,,,
34,1979,1979-12-02,14,26.197,DEN,@,BUF,W 19-16,0,0,,0,1,7,7.00,0
35,1979,1979-12-08,15,26.203,DEN,@,SEA,L 23-28,1,17,17.00,0,1,10,10.00,0
36,1979,1979-12-17,16,26.212,DEN,@,SDG,L 7-17,1,19,19.00,0,1,2,2.00,0
