ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,sacks,tackles_solo,tackles_assists
81,2006,2006-12-31,16,29.022,CIN,,PIT,L 17-23,,2,2,100.0,1,2,50.0,0,5,0.0,,
82,2007,2007-09-10,1,29.275,CIN,,BAL,W 27-20,,1,1,100.0,2,3,66.7,0,7,0.0,,
83,2007,2007-09-16,2,29.281,CIN,@,CLE,L 45-51,,6,6,100.0,1,1,100.0,0,9,0.0,,
84,2007,2007-09-23,3,29.288,CIN,@,SEA,L 21-24,,1,1,100.0,2,2,100.0,0,7,0.0,,
85,2007,2007-10-01,4,29.296,CIN,,NWE,L 13-34,,1,1,100.0,2,2,100.0,0,7,0.0,,
86,2007,2007-10-14,5,29.309,CIN,@,KAN,L 20-27,,2,2,100.0,2,2,100.0,0,8,0.0,,
87,2007,2007-10-21,6,29.316,CIN,,NYJ,W 38-31,,5,5,100.0,1,1,100.0,0,8,0.0,,
88,2007,2007-10-28,7,29.323,CIN,,PIT,L 13-24,,1,1,100.0,2,2,100.0,0,7,0.0,,
89,2007,2007-11-04,8,29.330,CIN,@,BUF,L 21-33,,3,3,100.0,,,,0,3,,,
90,2007,2007-11-11,9,29.337,CIN,@,BAL,W 21-7,,,,,7,7,100.0,0,21,0.0,,
91,2007,2007-11-18,10,29.344,CIN,,ARI,L 27-35,,3,3,100.0,2,2,100.0,0,9,0.0,,
92,2007,2007-11-25,11,29.351,CIN,,TEN,W 35-6,,5,5,100.0,,1,0.0,0,5,0.0,,
93,2007,2007-12-02,12,29.358,CIN,@,PIT,L 10-24,,1,1,100.0,1,2,50.0,0,4,0.0,,
94,2007,2007-12-09,13,30.000,CIN,,STL,W 19-10,,1,1,100.0,4,4,100.0,0,13,0.0,,
95,2007,2007-12-15,14,30.006,CIN,@,SFO,L 13-20,,1,1,100.0,2,2,100.0,0,7,0.0,,
96,2007,2007-12-23,15,30.014,CIN,,CLE,W 19-14,,1,1,100.0,2,2,100.0,0,7,0.0,,
97,2007,2007-12-30,16,30.021,CIN,@,MIA,W 38-25,,5,5,100.0,1,1,100.0,0,8,0.0,,
98,2008,2008-09-07,1,30.273,CIN,@,BAL,L 10-17,,1,1,100.0,1,1,100.0,0,4,0.0,0,0
99,2008,2008-09-14,2,30.280,CIN,,TEN,L 7-24,,1,1,100.0,,1,0.0,0,1,0.0,0,0
100,2008,2008-09-21,3,30.287,CIN,@,NYG,L 23-26,,2,2,100.0,3,3,100.0,0,11,0.0,0,1
101,2008,2008-09-28,4,30.294,CIN,,CLE,L 12-20,,,,,2,2,100.0,0,6,0.0,0,0
102,2008,2008-10-05,5,30.301,CIN,@,DAL,L 22-31,,1,1,100.0,3,3,100.0,0,10,0.0,0,0
103,2008,2008-10-26,8,30.322,CIN,@,HOU,L 6-35,,,,,2,2,100.0,0,6,0.0,0,0
104,2008,2008-11-02,9,30.329,CIN,,JAX,W 21-19,,3,3,100.0,,,,0,3,0.0,0,0
105,2008,2008-11-16,10,30.343,CIN,,PHI,T 13-13,,1,1,100.0,2,3,66.7,0,7,0.0,0,0
106,2008,2008-11-20,11,30.347,CIN,@,PIT,L 10-27,,1,1,100.0,1,1,100.0,0,4,0.0,0,0
107,2008,2008-11-30,12,30.357,CIN,,BAL,L 3-34,,,,,1,1,100.0,0,3,0.0,0,0
108,2008,2008-12-07,13,30.364,CIN,@,IND,L 3-35,,,,,1,1,100.0,0,3,0.0,0,0
109,2008,2008-12-14,14,31.005,CIN,,WAS,W 20-13,,2,2,100.0,2,2,100.0,0,8,0.0,0,0
110,2008,2008-12-21,15,31.012,CIN,@,CLE,W 14-0,,2,2,100.0,,1,0.0,0,2,0.0,0,0
111,2008,2008-12-28,16,31.019,CIN,,KAN,W 16-6,,1,1,100.0,3,3,100.0,0,10,0.0,0,0
112,2009,2009-09-13,1,31.278,CIN,,DEN,L 7-12,,1,1,100.0,,,,0,1,0.0,0,0
113,2009,2009-09-20,2,31.285,CIN,@,GNB,W 31-24,,4,4,100.0,1,1,100.0,0,7,0.0,0,0
114,2009,2009-09-27,3,31.292,CIN,,PIT,W 23-20,,,,,1,2,50.0,0,3,0.0,0,0
115,2009,2009-10-04,4,31.299,CIN,@,CLE,W 23-20,,2,3,66.7,1,2,50.0,0,5,0.0,0,0
116,2009,2009-10-11,5,31.306,CIN,@,BAL,W 17-14,,2,2,100.0,1,2,50.0,0,5,0.0,0,0
117,2009,2009-10-18,6,31.313,CIN,,HOU,L 17-28,,2,2,100.0,1,1,100.0,0,5,0.0,0,0
118,2009,2009-10-25,7,31.320,CIN,,CHI,W 45-10,,6,6,100.0,1,1,100.0,0,9,0.0,0,0
119,2009,2009-11-08,8,31.334,CIN,,BAL,W 17-7,,2,2,100.0,1,1,100.0,0,5,0.0,0,0
120,2009,2009-11-15,9,31.341,CIN,@,PIT,W 18-12,,,,,4,5,80.0,0,12,0.0,0,0
121,2009,2009-11-22,10,31.348,CIN,@,OAK,L 17-20,,2,2,100.0,1,2,50.0,0,5,0.0,0,0
122,2009,2009-11-29,11,31.355,CIN,,CLE,W 16-7,,1,1,100.0,3,3,100.0,0,10,0.0,0,0
123,2009,2009-12-06,12,31.362,CIN,,DET,W 23-13,,2,2,100.0,3,3,100.0,0,11,0.0,0,0
124,2009,2009-12-13,13,32.004,CIN,@,MIN,L 10-30,,1,1,100.0,1,1,100.0,0,4,0.0,0,0
125,2009,2009-12-20,14,32.011,CIN,@,SDG,L 24-27,,1,1,100.0,3,3,100.0,0,10,0.0,0,0
126,2009,2009-12-27,15,32.018,CIN,,KAN,W 17-10,,2,2,100.0,1,1,100.0,0,5,0.0,0,0
127,2009,2010-01-03,16,32.025,CIN,@,NYJ,L 0-37,,,,,,,,,,,,
128,2010,2010-10-17,6,32.312,NYG,,DET,W 28-20,,4,4,100.0,,,,0,4,0.0,0,0
129,2010,2010-11-14,9,32.340,NWE,@,PIT,W 39-26,,3,4,75.0,2,2,100.0,0,9,0.0,0,0
130,2010,2010-11-21,10,32.347,NWE,,IND,W 31-28,,4,4,100.0,1,1,100.0,0,7,0.0,0,0
131,2010,2010-11-25,11,32.351,NWE,@,DET,W 45-24,,6,6,100.0,1,1,100.0,0,9,0.0,0,0
132,2010,2010-12-06,12,32.362,NWE,,NYJ,W 45-3,,6,6,100.0,1,1,100.0,0,9,0.0,0,0
133,2010,2010-12-12,13,33.003,NWE,@,CHI,W 36-7,,3,4,75.0,3,3,100.0,0,12,0.0,0,0
134,2010,2010-12-19,14,33.010,NWE,,GNB,W 31-27,,4,4,100.0,1,1,100.0,0,7,0.0,0,0
135,2010,2010-12-26,15,33.017,NWE,@,BUF,W 34-3,,4,4,100.0,2,2,100.0,0,10,0.0,0,0
136,2010,2011-01-02,16,33.024,NWE,,MIA,W 38-7,,5,5,100.0,1,1,100.0,0,8,0.0,0,0
137,2011,2011-11-20,10,33.346,MIA,,BUF,W 35-8,,5,5,100.0,,,,0,5,0.0,0,0
138,2011,2011-11-24,11,33.350,MIA,@,DAL,L 19-20,,1,1,100.0,4,5,80.0,0,13,0.0,0,0
139,2011,2011-12-24,15,34.015,BAL,,CLE,W 20-14,,2,2,100.0,2,2,100.0,0,8,0.0,0,0
140,2012,2012-09-09,1,34.275,HOU,,MIA,W 30-10,,3,3,100.0,3,4,75.0,0,12,0.0,0,0
141,2012,2012-09-16,2,34.282,HOU,@,JAX,W 27-7,,3,3,100.0,2,2,100.0,0,9,0.0,0,0
142,2012,2012-09-23,3,34.289,HOU,@,DEN,W 31-25,,4,4,100.0,1,1,100.0,0,7,0.0,0,0
143,2012,2012-09-30,4,34.296,HOU,,TEN,W 38-14,,5,5,100.0,1,1,100.0,0,8,0.0,0,0
144,2012,2012-10-08,5,34.304,HOU,@,NYJ,W 23-17,,2,2,100.0,3,3,100.0,0,11,0.0,0,0
145,2012,2012-10-14,6,34.310,HOU,,GNB,L 24-42,,3,3,100.0,1,1,100.0,0,6,0.0,0,0
146,2012,2012-10-21,7,34.317,HOU,,BAL,W 43-13,,5,5,100.0,2,2,100.0,0,11,0.0,0,0
147,2012,2012-11-04,8,34.331,HOU,,BUF,W 21-9,,3,3,100.0,,1,0.0,0,3,0.0,0,0
148,2012,2012-11-11,9,34.338,HOU,@,CHI,W 13-6,,1,1,100.0,2,2,100.0,0,7,0.0,0,0
149,2012,2012-11-18,10,34.345,HOU,,JAX,W 43-37,,4,4,100.0,3,5,60.0,0,13,0.0,0,0
150,2012,2012-11-22,11,34.349,HOU,@,DET,W 34-31,,4,4,100.0,2,3,66.7,0,10,0.0,0,0
151,2012,2012-12-02,12,34.359,HOU,@,TEN,W 24-10,,3,3,100.0,1,1,100.0,0,6,0.0,0,0
152,2012,2012-12-10,13,35.001,HOU,@,NWE,L 14-42,,2,2,100.0,,,,0,2,0.0,0,0
153,2012,2012-12-16,14,35.007,HOU,,IND,W 29-17,,2,2,100.0,5,6,83.3,0,17,0.0,0,0
154,2012,2012-12-23,15,35.014,HOU,,MIN,L 6-23,,,,,2,2,100.0,0,6,0.0,0,0
155,2012,2012-12-30,16,35.021,HOU,@,IND,L 16-28,,1,1,100.0,3,4,75.0,0,10,0.0,0,0
156,2013,2013-12-22,15,36.013,NOR,@,CAR,L 13-17,,1,1,100.0,2,2,100.0,0,7,0.0,0,0
157,2013,2013-12-29,16,36.020,NOR,,TAM,W 42-17,,6,6,100.0,,,,0,6,0.0,0,0
158,2014,2014-09-07,1,36.272,NOR,@,ATL,L 34-37,,4,4,100.0,2,2,100.0,0,10,0.0,0,0
159,2014,2014-09-14,2,36.279,NOR,@,CLE,L 24-26,,3,3,100.0,1,1,100.0,0,6,0.0,0,0
160,2014,2014-09-21,3,36.286,NOR,,MIN,W 20-9,,2,3,66.7,,,,0,2,0.0,0,0
161,2014,2014-09-28,4,36.293,NOR,@,DAL,L 17-38,,2,2,100.0,1,2,50.0,0,5,0.0,0,0
162,2014,2014-10-05,5,36.300,NOR,,TAM,W 37-31,,2,2,100.0,3,3,100.0,0,11,0.0,0,0
163,2014,2014-10-19,6,36.314,NOR,@,DET,L 23-24,,2,2,100.0,3,3,100.0,0,11,0.0,0,0
164,2014,2014-10-26,7,36.321,NOR,,GNB,W 44-23,,5,5,100.0,3,3,100.0,0,14,0.0,0,0
165,2014,2014-10-30,8,36.325,NOR,@,CAR,W 28-10,,4,4,100.0,,,,0,4,0.0,0,0
166,2014,2014-11-09,9,36.335,NOR,,SFO,L 24-27,,3,3,100.0,1,1,100.0,0,6,0.0,0,0
167,2014,2014-11-16,10,36.342,NOR,,CIN,L 10-27,,1,1,100.0,1,1,100.0,0,4,0.0,0,0
168,2014,2014-11-24,11,36.350,NOR,,BAL,L 27-34,,3,3,100.0,2,2,100.0,0,9,0.0,0,0
169,2014,2014-11-30,12,36.356,NOR,@,PIT,W 35-32,,5,5,100.0,,,,0,5,0.0,0,0
170,2014,2014-12-07,13,36.363,NOR,,CAR,L 10-41,,1,1,100.0,1,2,50.0,0,4,0.0,0,0
171,2014,2014-12-15,14,37.006,NOR,@,CHI,W 31-15,,4,4,100.0,1,2,50.0,0,7,0.0,0,0
172,2014,2014-12-21,15,37.012,NOR,,ATL,L 14-30,,2,2,100.0,,,,0,2,0.0,0,0
173,2014,2014-12-28,16,37.019,NOR,@,TAM,W 23-20,,3,3,100.0,,,,0,3,0.0,0,0
174,2015,2015-11-29,11,37.355,ATL,,MIN,L 10-20,,1,1,100.0,1,1,100.0,0,4,0.0,0,0
175,2015,2015-12-06,12,37.362,ATL,@,TAM,L 19-23,,1,1,100.0,4,4,100.0,0,13,0.0,0,0
176,2015,2015-12-20,14,38.011,ATL,@,JAX,W 23-17,,2,2,100.0,3,3,100.0,0,11,0.0,0,0
177,2015,2015-12-27,15,38.018,ATL,,CAR,W 20-13,,2,2,100.0,2,3,66.7,0,8,0.0,0,0
178,2015,2016-01-03,16,38.025,ATL,,NOR,L 17-20,,2,2,100.0,1,2,50.0,0,5,0.0,0,0
