ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,1998,1998-12-27,16,23.295,NYG,@,PHI,W 20-10,
2,1999,1999-09-12,1,24.189,NYG,@,TAM,W 17-13,
3,1999,1999-09-19,2,24.196,NYG,,WAS,L 21-50,
4,1999,1999-09-26,3,24.203,NYG,@,NWE,L 14-16,
5,1999,1999-10-03,4,24.210,NYG,,PHI,W 16-15,
6,1999,1999-10-10,5,24.217,NYG,@,ARI,L 3-14,
7,1999,1999-10-18,6,24.225,NYG,,DAL,W 13-10,
8,1999,1999-10-24,7,24.231,NYG,,NOR,W 31-3,*
9,1999,1999-10-31,8,24.238,NYG,@,PHI,W 23-17,
10,1999,1999-11-14,9,24.252,NYG,,IND,L 19-27,
11,1999,1999-11-21,10,24.259,NYG,@,WAS,L 13-23,
12,1999,1999-11-28,11,24.266,NYG,,ARI,L 24-34,
13,1999,1999-12-05,12,24.273,NYG,,NYJ,W 41-28,
14,1999,1999-12-12,13,24.280,NYG,@,BUF,W 19-17,
15,1999,1999-12-19,14,24.287,NYG,@,STL,L 10-31,
16,1999,1999-12-26,15,24.294,NYG,,MIN,L 17-34,
17,1999,2000-01-02,16,24.301,NYG,@,DAL,L 18-26,
18,2000,2000-09-03,1,25.180,NYG,,ARI,W 21-16,
19,2000,2000-09-10,2,25.187,NYG,@,PHI,W 33-18,
20,2000,2000-09-17,3,25.194,NYG,@,CHI,W 14-7,
21,2000,2000-09-24,4,25.201,NYG,,WAS,L 6-16,
22,2000,2000-10-01,5,25.208,NYG,@,TEN,L 14-28,
23,2000,2000-10-08,6,25.215,NYG,@,ATL,W 13-6,
24,2000,2000-10-15,7,25.222,NYG,,DAL,W 19-14,
25,2000,2000-10-29,8,25.236,NYG,,PHI,W 24-7,
26,2000,2000-11-05,9,25.243,NYG,@,CLE,W 24-3,
27,2000,2000-11-12,10,25.250,NYG,,STL,L 24-38,
28,2000,2000-11-19,11,25.257,NYG,,DET,L 21-31,
29,2000,2000-11-26,12,25.264,NYG,@,ARI,W 31-7,*
30,2000,2000-12-03,13,25.271,NYG,@,WAS,W 9-7,
