ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists
1,2012,2012-09-16,2,23.102,IND,,MIN,W 23-20,,,,,,,,
2,2012,2012-10-07,4,23.123,IND,,GNB,W 30-27,,,,,,,,
3,2012,2012-10-14,5,23.130,IND,@,NYJ,L 9-35,,,,,,,,
4,2012,2012-10-21,6,23.137,IND,,CLE,W 17-13,,,,,,,,
5,2012,2012-10-28,7,23.144,IND,@,TEN,W 19-13,,,,,,,,
6,2012,2012-11-04,8,23.151,IND,,MIA,W 23-20,,,,,,,,
7,2012,2012-11-08,9,23.155,IND,@,JAX,W 27-10,,,,,,,,
8,2012,2012-11-25,11,23.172,IND,,BUF,W 20-13,,,,,,,,
9,2012,2012-12-16,14,23.193,IND,@,HOU,L 17-29,,,,,,,,
10,2012,2012-12-30,16,23.207,IND,,HOU,W 28-16,,1,11,11.00,0,0.0,0,0
11,2013,2013-09-08,1,24.094,ARI,@,STL,L 24-27,,,,,,,,
12,2013,2013-09-15,2,24.101,ARI,,DET,W 25-21,,,,,,,,
13,2013,2013-09-22,3,24.108,ARI,@,NOR,L 7-31,,,,,,,,
14,2013,2013-09-29,4,24.115,ARI,@,TAM,W 13-10,,,,,,,,
15,2013,2013-10-06,5,24.122,ARI,,CAR,W 22-6,*,,,,,,,
16,2013,2013-10-13,6,24.129,ARI,@,SFO,L 20-32,*,,,,,,,
17,2013,2013-10-17,7,24.133,ARI,,SEA,L 22-34,*,,,,,,,
18,2013,2013-10-27,8,24.143,ARI,,ATL,W 27-13,*,,,,,,,
19,2013,2013-11-10,9,24.157,ARI,,HOU,W 27-24,*,,,,,,,
20,2013,2013-11-17,10,24.164,ARI,@,JAX,W 27-14,*,,,,,,,
21,2013,2013-11-24,11,24.171,ARI,,IND,W 40-11,*,,,,,,,
22,2013,2013-12-01,12,24.178,ARI,@,PHI,L 21-24,*,0,0,,0,0.0,1,0
23,2013,2013-12-08,13,24.185,ARI,,STL,W 30-10,*,,,,,,,
24,2013,2013-12-15,14,24.192,ARI,@,TEN,W 37-34,*,,,,,,,
25,2013,2013-12-22,15,24.199,ARI,@,SEA,W 17-10,*,0,0,,0,0.0,1,0
26,2013,2013-12-29,16,24.206,ARI,,SFO,L 20-23,*,,,,,,,
27,2014,2014-09-08,1,25.094,ARI,,SDG,W 18-17,,,,,,,,
28,2014,2014-09-14,2,25.100,ARI,@,NYG,W 25-14,,,,,,,,
29,2014,2014-09-21,3,25.107,ARI,,SFO,W 23-14,,,,,,,,
30,2014,2014-10-05,4,25.121,ARI,@,DEN,L 20-41,,,,,,,,
31,2014,2014-10-12,5,25.128,ARI,,WAS,W 30-20,,,,,,,,
32,2014,2014-10-19,6,25.135,ARI,@,OAK,W 24-13,,,,,,,,
33,2014,2014-10-26,7,25.142,ARI,,PHI,W 24-20,,,,,,,,
34,2014,2014-11-02,8,25.149,ARI,@,DAL,W 28-17,,,,,,,,
35,2014,2014-11-09,9,25.156,ARI,,STL,W 31-14,,,,,,,,
36,2014,2014-11-16,10,25.163,ARI,,DET,W 14-6,,,,,,,,
37,2014,2014-11-23,11,25.170,ARI,@,SEA,L 3-19,,,,,,,,
38,2014,2014-11-30,12,25.177,ARI,@,ATL,L 18-29,,,,,,,,
39,2014,2014-12-07,13,25.184,ARI,,KAN,W 17-14,,,,,,,,
40,2014,2014-12-11,14,25.188,ARI,@,STL,W 12-6,,,,,,,,
41,2014,2014-12-21,15,25.198,ARI,,SEA,L 6-35,,,,,,,,
42,2014,2014-12-28,16,25.205,ARI,@,SFO,L 17-20,,,,,,,,
43,2015,2015-09-13,1,26.099,ARI,,NOR,W 31-19,,0,0,,0,0.0,0,0
44,2015,2015-09-20,2,26.106,ARI,@,CHI,W 48-23,,0,0,,0,0.0,0,0
45,2015,2015-09-27,3,26.113,ARI,,SFO,W 47-7,,0,0,,0,0.0,0,0
