ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2007,2007-09-16,2,23.343,CIN,@,CLE,L 45-51,,0,0,,0,0,0,0,,0,0.0%,,0,0
2,2007,2007-09-23,3,23.350,CIN,@,SEA,L 21-24,,0,0,,0,0,0,0,,0,0.0%,,0,0
3,2007,2007-10-07,5,23.364,IND,,TAM,W 33-14,,8,24,3.00,0,2,1,9,9.00,0,50.0%,4.50,0,0
4,2007,2007-10-28,7,24.020,IND,@,CAR,W 31-7,,3,-2,-0.67,0,1,0,0,,0,0.0%,0.00,0,0
5,2007,2007-11-04,8,24.027,IND,,NWE,L 20-24,,0,0,,0,,0,0,,0,0.0%,,0,0
6,2007,2007-11-11,9,24.034,IND,@,SDG,L 21-23,,0,0,,0,,0,0,,0,0.0%,,0,0
7,2007,2007-11-18,10,24.041,IND,,KAN,W 13-10,,0,0,,0,,0,0,,0,0.0%,,0,0
8,2007,2007-11-22,11,24.045,IND,@,ATL,W 31-13,,0,0,,0,0,0,0,,0,0.0%,,0,0
9,2007,2007-12-02,12,24.055,IND,,JAX,W 28-25,,0,0,,0,,0,0,,0,0.0%,,0,0
10,2007,2007-12-09,13,24.062,IND,@,BAL,W 44-20,,7,13,1.86,0,1,1,6,6.00,0,100.0%,6.00,0,0
11,2007,2007-12-16,14,24.069,IND,@,OAK,W 21-14,,0,0,,0,,0,0,,0,0.0%,,0,0
12,2007,2007-12-23,15,24.076,IND,,HOU,W 38-15,,10,21,2.10,1,2,0,0,,0,0.0%,0.00,1,6
13,2007,2007-12-30,16,24.083,IND,,TEN,L 10-16,,2,8,4.00,0,3,0,0,,0,0.0%,0.00,0,0
14,2008,2008-10-19,6,25.011,IND,@,GNB,L 14-34,,,,,,,,,,,0.0%,,,
15,2008,2008-10-27,7,25.019,IND,@,TEN,L 21-31,,,,,,,,,,,0.0%,,,
