ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1991,1991-09-29,5,23.285,SEA,,IND,W 31-3,*,3,7,42.86,27,0,1,14.3,0,0,3.86,-2.57,0,0,,0
2,1992,1992-10-04,5,24.291,SEA,@,SDG,L 6-17,,12,21,57.14,70,0,3,24.0,3,24,3.33,-3.10,1,11,11.00,0
3,1992,1992-10-11,6,24.298,SEA,@,DAL,L 0-27,*,5,9,55.56,46,0,0,69.7,4,34,5.11,5.11,2,2,1.00,0
4,1993,1993-10-03,5,25.289,SEA,,SDG,W 31-14,,1,2,50.00,17,1,0,118.7,0,0,8.50,18.50,1,-1,-1.00,0
5,1993,1993-11-07,9,25.324,SEA,@,HOU,L 14-24,,2,3,66.67,7,0,0,70.1,0,0,2.33,2.33,0,0,,0
6,1994,1994-09-11,2,26.267,SEA,@,RAI,W 38-9,,0,0,,0,0,0,,0,,,,1,0,0.00,0
7,1994,1994-09-25,4,26.281,SEA,,PIT,W 30-13,,0,0,,0,0,0,,0,,,,0,0,,0
8,1994,1994-11-27,12,26.344,SEA,,KAN,W 10-9,,3,4,75.00,23,0,0,88.5,0,0,5.75,5.75,0,0,,0
9,1994,1994-12-04,13,26.351,SEA,,IND,L 19-31,,15,24,62.50,145,1,1,75.9,5,42,6.04,5.00,0,0,,0
10,1994,1994-12-11,14,26.358,SEA,@,HOU,W 16-14,*,8,17,47.06,95,0,0,64.6,4,31,5.59,5.59,4,0,0.00,0
11,1994,1994-12-18,15,27.000,SEA,,RAI,L 16-17,*,14,34,41.18,166,0,0,56.7,2,11,4.88,4.88,3,-6,-2.00,0
12,1994,1994-12-24,16,27.006,SEA,@,CLE,L 9-35,*,11,26,42.31,149,0,1,45.2,2,12,5.73,4.00,2,0,0.00,0
13,1995,1995-10-15,6,27.301,MIA,@,NOR,L 30-33,,0,1,0.00,0,0,0,39.6,1,7,0.00,0.00,0,0,,0
