ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
1,1994,1994-09-05,1,22.225,SFO,,RAI,W 44-14,,,,,,
2,1994,1994-09-11,2,22.231,SFO,@,KAN,L 17-24,,,,,,
3,1994,1994-09-18,3,22.238,SFO,@,RAM,W 34-19,,,,,,
4,1994,1994-09-25,4,22.245,SFO,,NOR,W 24-13,,,,,,
5,1994,1994-10-02,5,22.252,SFO,,PHI,L 8-40,,,,,,
6,1994,1994-10-09,6,22.259,SFO,@,DET,W 27-21,,,,,,
7,1994,1994-10-16,7,22.266,SFO,@,ATL,W 42-3,,,,,,
8,1994,1994-10-23,8,22.273,SFO,,TAM,W 41-16,,,,,,
9,1994,1994-11-06,9,22.287,SFO,@,WAS,W 37-22,,,,,,
10,1994,1994-11-13,10,22.294,SFO,,DAL,W 21-14,,,,,,
11,1994,1994-11-20,11,22.301,SFO,,RAM,W 31-27,,,,,,
12,1994,1994-11-28,12,22.309,SFO,@,NOR,W 35-14,,,,,,
13,1994,1994-12-11,14,22.322,SFO,@,SDG,W 38-15,,,,,,
14,1994,1994-12-17,15,22.328,SFO,,DEN,W 42-19,,,,,,
15,1994,1994-12-26,16,22.337,SFO,@,MIN,L 14-21,,,,,,
16,1995,1995-09-03,1,23.223,SFO,@,NOR,W 24-22,,,,,,
17,1995,1995-09-10,2,23.230,SFO,,ATL,W 41-10,,,,,,
18,1995,1995-09-17,3,23.237,SFO,,NWE,W 28-3,,,,,,
19,1995,1995-09-25,4,23.245,SFO,@,DET,L 24-27,,,,,,
20,1995,1995-10-01,5,23.251,SFO,,NYG,W 20-6,,,,,,
21,1995,1995-10-15,6,23.265,SFO,@,IND,L 17-18,,,,,,
22,1995,1995-10-22,7,23.272,SFO,@,STL,W 44-10,,,,,,
23,1995,1995-10-29,8,23.279,SFO,,NOR,L 7-11,,,,,,
24,1995,1995-11-05,9,23.286,SFO,,CAR,L 7-13,,,,,,
25,1995,1995-11-12,10,23.293,SFO,@,DAL,W 38-20,,,,,,
26,1995,1995-11-26,12,23.307,SFO,,STL,W 41-13,,,,,,
27,1995,1995-12-03,13,23.314,SFO,,BUF,W 27-17,,,,,,
28,1995,1995-12-10,14,23.321,SFO,@,CAR,W 31-10,,,,,,
29,1995,1995-12-18,15,23.329,SFO,,MIN,W 37-30,,,,,,
30,1995,1995-12-24,16,23.335,SFO,@,ATL,L 27-28,,,,,,
31,1996,1996-09-01,1,24.222,SFO,,NOR,W 27-11,,,,,,
32,1996,1996-09-08,2,24.229,SFO,,STL,W 34-0,,,,,,
33,1996,1996-09-22,3,24.243,SFO,@,CAR,L 7-23,,,,,,
34,1996,1996-09-29,4,24.250,SFO,,ATL,W 39-17,,,,,,
35,1996,1996-10-06,5,24.257,SFO,@,STL,W 28-11,,,,,,
36,1996,1996-10-14,6,24.265,SFO,@,GNB,L 20-23,,,,,,
37,1996,1996-10-20,7,24.271,SFO,,CIN,W 28-21,,,,,,
38,1996,1996-10-27,8,24.278,SFO,@,HOU,W 10-9,,,,,,
39,1996,1996-11-03,9,24.285,SFO,@,NOR,W 24-17,,,,,,
40,1996,1996-11-10,10,24.292,SFO,,DAL,L 17-20,,,,,,
41,1996,1996-11-17,11,24.299,NYJ,@,IND,L 29-34,,,,,,
42,1996,1996-11-24,12,24.306,SFO,@,WAS,W 19-16,,,,,,
43,1996,1996-12-02,13,24.314,SFO,@,ATL,W 34-10,,,,,,
44,1997,1997-09-01,1,25.221,CHI,@,GNB,L 24-38,,,,,,
45,1997,1997-09-07,2,25.227,CHI,,MIN,L 24-27,,,,,,
46,1997,1997-09-14,3,25.234,CHI,,DET,L 7-32,,,,,,
47,1997,1997-09-21,4,25.241,CHI,@,NWE,L 3-31,,,,,,
48,1997,1997-09-28,5,25.248,CHI,@,DAL,L 3-27,,,,,,
49,1997,1997-10-05,6,25.255,CHI,,NOR,L 17-20,,,,,,
50,1997,1997-10-12,7,25.262,CHI,,GNB,L 23-24,,,,,,
51,1997,1997-10-27,8,25.277,CHI,@,MIA,W 36-33,,,,,,
52,1997,1997-11-02,9,25.283,CHI,,WAS,L 8-31,,,,,,
53,1997,1997-11-09,10,25.290,CHI,@,MIN,L 22-29,,,,,,
54,1997,1997-11-16,11,25.297,CHI,,NYJ,L 15-23,,,,,,
55,1997,1997-11-23,12,25.304,CHI,,TAM,W 13-7,,,,,,
56,1997,1997-11-27,13,25.308,CHI,@,DET,L 20-55,,,,,,
57,1997,1997-12-07,14,25.318,CHI,,BUF,W 20-3,,,,,,
58,1997,1997-12-14,15,25.325,CHI,@,STL,W 13-10,,,,,,
59,1997,1997-12-21,16,25.332,CHI,@,TAM,L 15-31,,,,,,
60,1998,1998-09-06,1,26.226,SFO,,NYJ,W 36-30,,,,,,
61,1998,1998-09-14,2,26.234,SFO,@,WAS,W 45-10,,,,,,
62,1998,1998-09-27,3,26.247,SFO,,ATL,W 31-20,,,,,,
63,1998,1998-10-04,4,26.254,SFO,@,BUF,L 21-26,,,,,,
64,1998,1998-10-11,5,26.261,SFO,@,NOR,W 31-0,,,,,,
65,1998,1998-10-18,6,26.268,SFO,,IND,W 34-31,,,,,,
