ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2012,2012-09-09,1,23.249,ATL,@,KAN,W 40-24,,,,,,,0.0%,,,,,,
2,2012,2012-09-17,2,23.257,ATL,,DEN,W 27-21,,,0,0,,0,0.0%,,0,0,0.0,0,0
3,2012,2012-09-23,3,23.263,ATL,@,SDG,W 27-3,,,,,,,0.0%,,,,,,
4,2012,2012-09-30,4,23.270,ATL,,CAR,W 30-28,,,,,,,0.0%,,,,,,
5,2012,2012-10-07,5,23.277,ATL,@,WAS,W 24-17,,,,,,,0.0%,,,,,,
6,2012,2012-10-14,6,23.284,ATL,,OAK,W 23-20,,,,,,,0.0%,,,,,,
7,2012,2012-10-28,7,23.298,ATL,@,PHI,W 30-17,,2,2,30,15.00,1,100.0%,15.00,1,6,0.0,0,0
8,2012,2012-11-04,8,23.305,ATL,,DAL,W 19-13,,,,,,,0.0%,,,,,,
9,2012,2012-11-11,9,23.312,ATL,@,NOR,L 27-31,,,0,0,,0,0.0%,,0,0,0.0,0,0
10,2012,2012-11-18,10,23.319,ATL,,ARI,W 23-19,,1,1,4,4.00,0,100.0%,4.00,0,0,0.0,0,0
11,2012,2012-11-25,11,23.326,ATL,@,TAM,W 24-23,,,0,0,,0,0.0%,,0,0,0.0,0,0
12,2012,2012-11-29,12,23.330,ATL,,NOR,W 23-13,,,,,,,0.0%,,,,,,
13,2012,2012-12-09,13,23.340,ATL,@,CAR,L 20-30,,2,1,6,6.00,0,50.0%,3.00,0,0,0.0,0,0
14,2012,2012-12-16,14,23.347,ATL,,NYG,W 34-0,,,,,,,0.0%,,,,,,
15,2012,2012-12-22,15,23.353,ATL,@,DET,W 31-18,,,,,,,0.0%,,,,,,
16,2012,2012-12-30,16,23.361,ATL,,TAM,L 17-22,,0,0,0,,0,0.0%,,0,0,0.0,0,0
17,2013,2013-09-08,1,24.247,ATL,@,NOR,L 17-23,,,0,0,,0,0.0%,,0,0,0.0,2,0
18,2013,2013-09-15,2,24.254,ATL,,STL,W 31-24,,,0,0,,0,0.0%,,0,0,0.0,2,0
19,2013,2013-09-22,3,24.261,ATL,@,MIA,L 23-27,,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
20,2013,2013-09-29,4,24.268,ATL,,NWE,L 23-30,,,,,,,0.0%,,,,,,
21,2013,2013-10-07,5,24.276,ATL,,NYJ,L 28-30,,,0,0,,0,0.0%,,0,0,0.0,0,1
22,2013,2013-10-20,6,24.289,ATL,,TAM,W 31-23,,1,1,24,24.00,0,100.0%,24.00,0,0,0.0,0,0
23,2013,2013-10-27,7,24.296,ATL,@,ARI,L 13-27,,8,5,77,15.40,1,62.5%,9.63,1,6,0.0,1,0
24,2013,2013-11-03,8,24.303,ATL,@,CAR,L 10-34,,2,1,2,2.00,0,50.0%,1.00,0,0,0.0,1,0
25,2013,2013-11-10,9,24.310,ATL,,SEA,L 10-33,,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
26,2013,2013-11-17,10,24.317,ATL,@,TAM,L 28-41,,,,,,,0.0%,,,,,,
27,2013,2013-11-21,11,24.321,ATL,,NOR,L 13-17,,1,1,7,7.00,0,100.0%,7.00,0,0,0.0,0,0
28,2013,2013-12-01,12,24.331,ATL,@,BUF,W 34-31,,0,0,0,,0,0.0%,,0,0,0.0,1,0
29,2013,2013-12-08,13,24.338,ATL,@,GNB,L 21-22,,1,1,36,36.00,1,100.0%,36.00,1,6,0.0,0,0
30,2013,2013-12-15,14,24.345,ATL,,WAS,W 27-26,,,,,,,0.0%,,,,,,
31,2013,2013-12-23,15,24.353,ATL,@,SFO,L 24-34,,4,3,70,23.33,0,75.0%,17.50,0,0,0.0,1,0
32,2013,2013-12-29,16,24.359,ATL,,CAR,L 20-21,,,,,,,0.0%,,,,,,
33,2014,2014-11-23,11,25.323,ATL,,CLE,L 24-26,,,,,,,0.0%,,,,,,
34,2014,2014-11-30,12,25.330,ATL,,ARI,W 29-18,,,,,,,0.0%,,,,,,
35,2014,2014-12-08,13,25.338,ATL,@,GNB,L 37-43,,,,,,,0.0%,,,,,,
36,2014,2014-12-14,14,25.344,ATL,,PIT,L 20-27,,,,,,,0.0%,,,,,,
37,2014,2014-12-21,15,25.351,ATL,@,NOR,W 30-14,,,0,0,,0,0.0%,,0,0,0.0,1,0
38,2014,2014-12-28,16,25.358,ATL,,CAR,L 3-34,,,0,0,,0,0.0%,,0,0,0.0,1,0
