ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,2003,2003-09-21,3,25.224,JAX,@,IND,L 13-23,,0,0,0,,0,0.0%,,0,0,,0,2,84,42.00,0,1,0,0.00,0,0,0
2,2003,2003-09-28,4,25.231,JAX,@,HOU,L 20-24,,0,0,0,,0,0.0%,,0,0,,0,3,66,22.00,0,0,0,,0,0,0
3,2003,2003-10-05,5,25.238,JAX,,SDG,W 27-21,,0,0,0,,0,0.0%,,0,0,,0,3,39,13.00,0,4,50,12.50,0,0,0
4,2003,2003-10-12,6,25.245,JAX,,MIA,L 10-24,,1,1,31,31.00,0,100.0%,31.00,0,0,,0,0,0,,0,2,-2,-1.00,0,0,0
5,2003,2003-10-26,7,25.259,JAX,,TEN,L 17-30,,0,0,0,,0,0.0%,,0,0,,0,3,54,18.00,0,2,31,15.50,0,0,0
6,2003,2003-11-02,8,25.266,JAX,@,BAL,L 17-24,,4,3,20,6.67,1,75.0%,5.00,0,0,,0,5,94,18.80,0,2,5,2.50,0,1,6
7,2003,2003-11-09,9,25.273,JAX,,IND,W 28-23,,0,0,0,,0,0.0%,,0,0,,0,3,46,15.33,0,2,41,20.50,0,0,0
8,2003,2003-11-16,10,25.280,JAX,@,TEN,L 3-10,,0,0,0,,0,0.0%,,0,0,,0,2,13,6.50,0,0,0,,0,0,0
9,2003,2003-11-23,11,25.287,JAX,@,NYJ,L 10-13,,0,0,0,,0,0.0%,,0,0,,0,4,74,18.50,0,2,67,33.50,0,0,0
10,2003,2003-11-30,12,25.294,JAX,,TAM,W 17-10,,0,0,0,,0,0.0%,,0,0,,0,3,66,22.00,0,2,29,14.50,0,0,0
11,2003,2003-12-07,13,25.301,JAX,,HOU,W 27-0,,1,1,3,3.00,0,100.0%,3.00,3,3,1.00,0,0,0,,0,6,55,9.17,0,0,0
12,2003,2003-12-14,14,25.308,JAX,@,NWE,L 13-27,,1,1,6,6.00,0,100.0%,6.00,1,5,5.00,0,6,147,24.50,0,2,-1,-0.50,0,0,0
13,2003,2003-12-21,15,25.315,JAX,,NOR,W 20-19,,0,0,0,,0,0.0%,,0,0,,0,4,84,21.00,0,0,0,,0,0,0
14,2003,2003-12-28,16,25.322,JAX,@,ATL,L 14-21,,0,0,0,,0,0.0%,,0,0,,0,3,64,21.33,0,2,49,24.50,0,0,0
15,2004,2004-12-05,12,26.300,JAX,,PIT,L 16-17,,0,0,0,,0,0.0%,,0,0,,0,2,35,17.50,0,2,3,1.50,0,0,0
16,2004,2004-12-12,13,26.307,JAX,,CHI,W 22-3,,1,1,3,3.00,0,100.0%,3.00,0,0,,0,3,51,17.00,0,5,55,11.00,0,0,0
17,2004,2004-12-19,14,26.314,JAX,@,GNB,W 28-25,,0,0,0,,0,0.0%,,0,0,,0,1,22,22.00,0,2,20,10.00,0,0,0
18,2004,2004-12-26,15,26.321,JAX,,HOU,L 0-21,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,2,45,22.50,0,2,21,10.50,0,0,0
19,2004,2005-01-02,16,26.328,JAX,@,OAK,W 13-6,,0,0,0,,0,0.0%,,0,0,,0,3,57,19.00,0,4,45,11.25,0,0,0
20,2005,2005-11-13,9,27.277,STL,@,SEA,L 16-31,,0,0,0,,0,0.0%,,0,0,,0,6,112,18.67,0,2,16,8.00,0,0,0
21,2005,2005-11-20,10,27.284,STL,,ARI,L 28-38,,0,0,0,,0,0.0%,,0,0,,0,6,159,26.50,0,0,0,,0,0,0
22,2005,2005-12-04,12,27.298,STL,,WAS,L 9-24,,0,0,0,,0,0.0%,,0,0,,0,5,90,18.00,0,2,2,1.00,0,0,0
23,2005,2005-12-11,13,27.305,STL,@,MIN,L 13-27,,0,0,0,,0,0.0%,,0,0,,0,6,111,18.50,0,3,20,6.67,0,0,0
