ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1984,1984-09-03,1,23.179,DAL,@,RAM,W 20-13,,,,,,
2,1984,1984-09-09,2,23.185,DAL,@,NYG,L 7-28,,,,,,
3,1984,1984-09-16,3,23.192,DAL,,PHI,W 23-17,,,,,,
4,1984,1984-09-23,4,23.199,DAL,,GNB,W 20-6,,,,,,
5,1984,1984-09-30,5,23.206,DAL,@,CHI,W 23-14,,,,,,
6,1984,1984-10-14,7,23.220,DAL,@,WAS,L 14-34,,,,,,
7,1984,1984-10-21,8,23.227,DAL,,NOR,W 30-27,,,,,,
8,1984,1984-10-28,9,23.234,DAL,,IND,W 22-3,0,0,0.5,0,0,0
9,1984,1984-11-04,10,23.241,DAL,,NYG,L 7-19,,,,,,
10,1984,1984-11-11,11,23.248,DAL,@,STL,W 24-17,,,,,,
11,1984,1984-11-18,12,23.255,DAL,@,BUF,L 3-14,0,0,0.0,1,32,0
12,1984,1984-11-22,13,23.259,DAL,,NWE,W 20-17,,,,,,
13,1984,1984-12-02,14,23.269,DAL,@,PHI,W 26-10,,,,,,
14,1984,1984-12-09,15,23.276,DAL,,WAS,L 28-30,0,0,2.0,0,0,0
15,1984,1984-12-17,16,23.284,DAL,@,MIA,L 21-28,,,,,,
16,1985,1985-09-09,1,24.185,DAL,,WAS,W 44-14,,,,,,
17,1985,1985-09-15,2,24.191,DAL,@,DET,L 21-26,,,,,,
18,1985,1985-09-22,3,24.198,DAL,,CLE,W 20-7,0,0,1.0,0,0,0
19,1985,1985-09-29,4,24.205,DAL,@,HOU,W 17-10,0,0,1.0,0,0,0
20,1985,1985-10-06,5,24.212,DAL,@,NYG,W 30-29,,,,,,
21,1985,1985-10-13,6,24.219,DAL,,PIT,W 27-13,1,6,0.0,1,19,1
22,1985,1985-10-20,7,24.226,DAL,@,PHI,L 14-16,0,0,1.0,0,0,0
23,1985,1985-10-27,8,24.233,DAL,,ATL,W 24-10,,,,,,
