ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,sacks
1,1980,1980-09-07,1,22.078,SFO,@,NOR,W 26-23,
2,1980,1980-09-14,2,22.085,SFO,,STL,W 24-21,
3,1980,1980-09-21,3,22.092,SFO,@,NYJ,W 37-27,
4,1980,1980-09-28,4,22.099,SFO,,ATL,L 17-20,
5,1980,1980-10-05,5,22.106,SFO,@,RAM,L 26-48,
6,1980,1980-10-12,6,22.113,SFO,@,DAL,L 14-59,
7,1980,1980-10-19,7,22.120,SFO,,RAM,L 17-31,
8,1980,1980-10-26,8,22.127,SFO,,TAM,L 23-24,
9,1980,1980-11-02,9,22.134,SFO,@,DET,L 13-17,
10,1980,1980-11-09,10,22.141,SFO,@,GNB,L 16-23,
11,1980,1980-11-16,11,22.148,SFO,@,MIA,L 13-17,
12,1980,1980-11-23,12,22.155,SFO,,NYG,W 12-0,
13,1980,1980-11-30,13,22.162,SFO,,NWE,W 21-17,
14,1980,1980-12-07,14,22.169,SFO,,NOR,W 38-35,
15,1980,1980-12-14,15,22.176,SFO,@,ATL,L 10-35,
16,1980,1980-12-21,16,22.183,SFO,,BUF,L 13-18,
17,1981,1981-09-06,1,23.077,SFO,@,DET,L 17-24,
18,1981,1981-09-20,3,23.091,SFO,@,ATL,L 17-34,
19,1981,1981-09-27,4,23.098,SFO,,NOR,W 21-14,
20,1981,1981-10-04,5,23.105,SFO,@,WAS,W 30-17,
21,1981,1981-10-11,6,23.112,SFO,,DAL,W 45-14,
22,1981,1981-10-18,7,23.119,SFO,@,GNB,W 13-3,
23,1981,1981-10-25,8,23.126,SFO,,RAM,W 20-17,
24,1981,1981-11-01,9,23.133,SFO,@,PIT,W 17-14,
25,1981,1981-11-08,10,23.140,SFO,,ATL,W 17-14,
26,1981,1981-11-15,11,23.147,SFO,,CLE,L 12-15,
27,1981,1981-11-22,12,23.154,SFO,@,RAM,W 33-31,
28,1981,1981-11-29,13,23.161,SFO,,NYG,W 17-10,
29,1981,1981-12-06,14,23.168,SFO,@,CIN,W 21-3,
30,1981,1981-12-13,15,23.175,SFO,,HOU,W 28-6,
31,1981,1981-12-20,16,23.182,SFO,@,NOR,W 21-17,
32,1982,1982-09-12,1,24.083,SFO,,RAI,L 17-23,
33,1982,1982-09-19,2,24.090,SFO,@,DEN,L 21-24,
34,1982,1982-11-21,3,24.153,SFO,@,STL,W 31-20,
35,1982,1982-11-28,4,24.160,SFO,,NOR,L 20-23,
36,1982,1982-12-02,5,24.164,SFO,@,RAM,W 30-24,
37,1982,1982-12-11,6,24.173,SFO,,SDG,L 37-41,
38,1982,1982-12-19,7,24.181,SFO,,ATL,L 7-17,
39,1982,1982-12-26,8,24.188,SFO,@,KAN,W 26-13,
40,1982,1983-01-02,9,24.195,SFO,,RAM,L 20-21,
41,1983,1983-09-03,1,25.074,SFO,,PHI,L 17-22,
42,1983,1983-09-08,2,25.079,SFO,@,MIN,W 48-17,
43,1983,1983-09-18,3,25.089,SFO,@,STL,W 42-27,
44,1983,1983-09-25,4,25.096,SFO,,ATL,W 24-20,
45,1983,1983-10-02,5,25.103,SFO,@,NWE,W 33-13,
46,1983,1983-10-09,6,25.110,SFO,,RAM,L 7-10,
47,1983,1983-10-16,7,25.117,SFO,@,NOR,W 32-13,
48,1983,1983-10-23,8,25.124,SFO,@,RAM,W 45-35,
49,1983,1983-10-30,9,25.131,SFO,,NYJ,L 13-27,
50,1983,1983-11-06,10,25.138,SFO,,MIA,L 17-20,
51,1983,1983-11-13,11,25.145,SFO,,NOR,W 27-0,
52,1983,1983-11-20,12,25.152,SFO,@,ATL,L 24-28,1.0
53,1983,1983-11-27,13,25.159,SFO,@,CHI,L 3-13,0.5
54,1983,1983-12-04,14,25.166,SFO,,TAM,W 35-21,
55,1983,1983-12-11,15,25.173,SFO,@,BUF,W 23-10,
56,1983,1983-12-19,16,25.181,SFO,,DAL,W 42-17,1.0
57,1984,1984-09-02,1,26.073,SFO,@,DET,W 30-27,
58,1984,1984-09-10,2,26.081,SFO,,WAS,W 37-31,
59,1984,1984-09-16,3,26.087,SFO,,NOR,W 30-20,1.0
60,1984,1984-09-23,4,26.094,SFO,@,PHI,W 21-9,
61,1984,1984-09-30,5,26.101,SFO,,ATL,W 14-5,
62,1984,1984-10-08,6,26.109,SFO,@,NYG,W 31-10,
63,1984,1984-10-14,7,26.115,SFO,,PIT,L 17-20,
64,1984,1984-10-21,8,26.122,SFO,@,HOU,W 34-21,1.0
