ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
40,2002,2002-11-03,8,24.290,CHI,,PHI,L 13-19,,0,0,,0,0,0,,,,,,1,1,100.0,2,2,100.0,0,7,0,0,,0
41,2002,2002-11-10,9,24.297,CHI,,NWE,L 30-33,,0,0,,0,0,0,,,,,,3,3,100.0,3,3,100.0,0,12,0,0,,0
42,2002,2002-11-18,10,24.305,CHI,@,STL,L 16-21,,0,0,,0,0,0,,,,,,1,1,100.0,3,3,100.0,0,10,0,0,,0
43,2002,2002-11-24,11,24.311,CHI,,DET,W 20-17,,0,0,,0,0,0,,,,,,2,2,100.0,2,3,66.7,0,8,0,0,,0
44,2002,2002-12-01,12,24.318,CHI,@,GNB,L 20-30,,0,0,,0,0,0,,,,,,2,2,100.0,,1,0.0,0,2,0,0,,0
45,2002,2002-12-09,13,24.326,CHI,@,MIA,L 9-27,,0,0,,0,0,0,,,,,,,,,1,1,100.0,0,3,0,0,,0
46,2002,2002-12-15,14,24.332,CHI,,NYJ,W 20-13,,0,0,,0,0,0,,,,,,2,2,100.0,2,2,100.0,0,8,0,0,,0
47,2002,2002-12-22,15,24.339,CHI,@,CAR,L 14-24,,0,0,,0,0,0,,,,,,2,2,100.0,,1,0.0,0,2,0,0,,0
48,2002,2002-12-29,16,24.346,CHI,,TAM,L 0-15,,,,,,,,,,,,,,,,,,,,,,,,
49,2003,2003-09-07,1,25.233,CHI,@,SFO,L 7-49,,0,0,,0,0,,,,,,,1,1,100.0,,,,0,1,,,,
50,2003,2003-09-14,2,25.240,CHI,@,MIN,L 13-24,,0,0,,0,0,0,,,,,,1,1,100.0,2,2,100.0,0,7,0,0,,0
51,2003,2003-09-29,3,25.255,CHI,,GNB,L 23-38,,0,0,,0,0,0,,,,,,2,2,100.0,3,3,100.0,0,11,0,0,,0
52,2003,2003-10-05,4,25.261,CHI,,OAK,W 24-21,,0,0,,0,0,0,,,,,,1,1,100.0,3,3,100.0,0,10,0,0,,0
53,2003,2003-10-12,5,25.268,CHI,@,NOR,L 13-20,,0,0,,0,0,0,,,,,,1,1,100.0,2,2,100.0,0,7,0,0,,0
54,2003,2003-10-19,6,25.275,CHI,@,SEA,L 17-24,,0,0,,0,0,0,,,,,,,,,3,3,100.0,0,9,0,0,,0
55,2003,2003-10-26,7,25.282,CHI,,DET,W 24-16,,0,0,,0,0,0,,,,,,3,3,100.0,1,2,50.0,0,6,0,0,,0
56,2003,2003-11-02,8,25.289,CHI,,SDG,W 20-7,,0,0,,0,0,0,,,,,,2,2,100.0,2,2,100.0,0,8,0,0,,0
57,2003,2003-11-09,9,25.296,CHI,@,DET,L 10-12,,0,0,,0,0,0,,,,,,1,1,100.0,1,3,33.3,0,4,0,0,,0
58,2003,2003-11-16,10,25.303,CHI,,STL,L 21-23,,0,0,,0,0,0,,,,,,3,3,100.0,,1,0.0,0,3,0,0,,0
59,2003,2003-11-23,11,25.310,CHI,@,DEN,W 19-10,,0,0,,0,0,0,,,,,,1,1,100.0,4,4,100.0,0,13,0,0,,0
60,2003,2003-11-30,12,25.317,CHI,,ARI,W 28-3,,0,0,,0,0,0,,,,,,4,4,100.0,,2,0.0,0,4,0,0,,0
61,2003,2003-12-07,13,25.324,CHI,@,GNB,L 21-34,,0,0,,0,0,,,,,,,3,3,100.0,,,,0,3,,,,
62,2003,2003-12-14,14,25.331,CHI,,MIN,W 13-10,,0,0,,0,0,0,,,,,,1,1,100.0,2,3,66.7,0,7,0,0,,0
63,2003,2003-12-21,15,25.338,CHI,,WAS,W 27-24,,0,0,,0,0,0,,,,,,3,3,100.0,2,4,50.0,0,9,0,0,,0
64,2003,2003-12-28,16,25.345,CHI,@,KAN,L 3-31,,0,0,,0,0,0,,,,,,,,,1,2,50.0,0,3,0,0,,0
65,2004,2004-09-12,1,26.239,CHI,,DET,L 16-20,,0,0,,0,0,0,,0,,,,2,2,100.0,,1,0.0,0,2,0,0,,0
66,2004,2004-09-19,2,26.246,CHI,@,GNB,W 21-10,,0,0,,0,0,0,,0,,,,3,3,100.0,,1,0.0,0,3,1,23,23.00,0
67,2004,2004-09-26,3,26.253,CHI,@,MIN,L 22-27,,0,0,,0,0,0,,0,,,,1,1,100.0,3,4,75.0,0,10,0,0,,0
68,2004,2004-10-03,4,26.260,CHI,,PHI,L 9-19,,0,0,,0,0,0,,0,,,,,,,1,1,100.0,0,3,0,0,,0
69,2004,2004-10-17,5,26.274,CHI,,WAS,L 10-13,,0,0,,0,0,0,,0,,,,1,1,100.0,1,1,100.0,0,4,0,0,,0
70,2004,2004-10-24,6,26.281,CHI,@,TAM,L 7-19,,0,0,,0,0,,,0,,,,1,1,100.0,,,,0,1,,,,
71,2004,2004-10-31,7,26.288,CHI,,SFO,W 23-13,,0,0,,0,0,0,,0,,,,2,2,100.0,3,4,75.0,0,11,0,0,,0
72,2004,2004-11-07,8,26.295,CHI,@,NYG,W 28-21,,0,0,,0,0,0,,0,,,,2,2,100.0,2,2,100.0,0,8,0,0,,0
73,2004,2004-11-14,9,26.302,CHI,@,TEN,W 19-17,,0,0,,0,0,0,,0,,,,2,2,100.0,1,2,50.0,0,5,0,0,,0
74,2004,2004-11-21,10,26.309,CHI,,IND,L 10-41,,0,0,,0,0,0,,0,,,,1,1,100.0,1,1,100.0,0,4,0,0,,0
75,2004,2004-11-25,11,26.313,CHI,@,DAL,L 7-21,,0,0,,0,0,0,,0,,,,1,1,100.0,,1,0.0,0,1,0,0,,0
76,2004,2004-12-05,12,26.323,CHI,,MIN,W 24-14,,0,0,,0,0,0,,0,,,,3,3,100.0,1,2,50.0,0,6,0,0,,0
77,2004,2004-12-12,13,26.330,CHI,@,JAX,L 3-22,,0,0,,0,0,0,,0,,,,,,,1,2,50.0,0,3,1,30,30.00,0
78,2004,2004-12-19,14,26.337,CHI,,HOU,L 5-24,,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,,,,1,2,50.0,0,3,0,0,,0
79,2004,2004-12-26,15,26.344,CHI,@,DET,L 13-19,,0,0,,0,0,,,0,,,,1,1,100.0,,,,0,1,,,,
80,2004,2005-01-02,16,26.351,CHI,,GNB,L 14-31,,0,0,,0,0,,,0,,,,2,2,100.0,,,,0,2,,,,
81,2005,2005-09-11,1,27.237,MIN,,TAM,L 13-24,,0,0,,0,0,0,,,,,,1,1,100.0,2,2,100.0,0,7,0,0,,0
82,2005,2005-09-18,2,27.244,MIN,@,CIN,L 8-37,,,,,,,,,,,,,,,,,,,,,,,,
83,2005,2005-09-25,3,27.251,MIN,,NOR,W 33-16,,0,0,,0,0,0,,,,,,3,3,100.0,4,5,80.0,0,15,0,0,,0
84,2005,2005-10-02,4,27.258,MIN,@,ATL,L 10-30,,0,0,,0,0,0,,,,,,1,1,100.0,1,1,100.0,0,4,0,0,,0
85,2005,2005-10-16,5,27.272,MIN,@,CHI,L 3-28,,0,0,,0,0,0,,,,,,,,,1,3,33.3,0,3,0,0,,0
86,2005,2005-10-23,6,27.279,MIN,,GNB,W 23-20,,0,0,,0,0,0,,,,,,2,2,100.0,3,3,100.0,0,11,0,0,,0
87,2005,2005-10-30,7,27.286,MIN,@,CAR,L 13-38,,0,0,,0,0,0,,,,,,1,1,100.0,,1,0.0,0,1,0,0,,0
88,2005,2005-11-06,8,27.293,MIN,,DET,W 27-14,,0,0,,0,0,0,,,,,,3,3,100.0,2,3,66.7,0,9,0,0,,0
89,2005,2005-11-13,9,27.300,MIN,@,NYG,W 24-21,,0,0,,0,0,0,,,,,,3,3,100.0,1,3,33.3,0,6,0,0,,0
90,2005,2005-11-21,10,27.308,MIN,@,GNB,W 20-17,,0,0,,0,0,0,,,,,,2,2,100.0,2,3,66.7,0,8,0,0,,0
91,2005,2005-11-27,11,27.314,MIN,,CLE,W 24-12,,0,0,,0,0,0,,,,,,3,3,100.0,1,1,100.0,0,6,0,0,,0
92,2005,2005-12-04,12,27.321,MIN,@,DET,W 21-16,,0,0,,0,0,0,,,,,,3,3,100.0,,,,0,3,2,75,37.50,0
93,2005,2005-12-11,13,27.328,MIN,,STL,W 27-13,,0,0,,0,0,0,,,,,,3,3,100.0,2,2,100.0,0,9,0,0,,0
94,2005,2005-12-18,14,27.335,MIN,,PIT,L 3-18,,0,0,,0,0,0,,,,,,,,,1,2,50.0,0,3,0,0,,0
95,2005,2005-12-25,15,27.342,MIN,@,BAL,L 23-30,,0,0,,0,0,0,,,,,,2,2,100.0,3,3,100.0,0,11,0,0,,0
96,2005,2006-01-01,16,27.349,MIN,,CHI,W 34-10,,0,0,,0,0,0,,,,,,4,4,100.0,2,2,100.0,0,10,0,0,,0
