ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2010,2010-10-31,8,22.072,SFO,,DEN,W 24-16,,,,,,,,,
2,2010,2010-12-05,12,22.107,SFO,@,GNB,L 16-34,,,,,,,,,
3,2010,2011-01-02,16,22.135,SFO,,ARI,W 38-7,,0,0,0.0,3,1,0,0,0
4,2011,2011-09-11,1,23.022,SFO,,SEA,W 33-17,,0,0,0.0,1,0,1,0,0
5,2011,2011-09-18,2,23.029,SFO,,DAL,L 24-27,,0,0,0.0,4,0,1,18,0
6,2011,2011-09-25,3,23.036,SFO,@,CIN,W 13-8,,,,,,,,,
7,2011,2011-10-02,4,23.043,SFO,@,PHI,W 24-23,,,,,,,,,
8,2011,2011-11-06,8,23.078,SFO,@,WAS,W 19-11,,,,,,,,,
9,2011,2011-11-13,9,23.085,SFO,,NYG,W 27-20,,,,,,,,,
10,2011,2011-11-20,10,23.092,SFO,,ARI,W 23-7,,,,,,,,,
11,2011,2011-11-24,11,23.096,SFO,@,BAL,L 6-16,,,,,,,,,
12,2011,2011-12-04,12,23.106,SFO,,STL,W 26-0,,,,,,,,,
13,2011,2011-12-11,13,23.113,SFO,@,ARI,L 19-21,,,,,,,,,
14,2011,2012-01-01,16,23.134,SFO,@,STL,W 34-27,,0,0,0.0,0,0,0,0,0
15,2012,2012-09-09,1,24.020,SFO,@,GNB,W 30-22,,0,0,0.0,0,0,0,0,0
16,2012,2012-09-16,2,24.027,SFO,,DET,W 27-19,,0,0,0.0,0,0,0,0,0
17,2012,2012-09-23,3,24.034,SFO,@,MIN,L 13-24,,,,,,,,,
18,2012,2012-09-30,4,24.041,SFO,@,NYJ,W 34-0,,,,,,,,,
19,2012,2012-10-07,5,24.048,SFO,,BUF,W 45-3,,0,0,0.0,1,0,0,0,0
20,2012,2012-10-14,6,24.055,SFO,,NYG,L 3-26,,,,,,,,,
21,2012,2012-10-18,7,24.059,SFO,,SEA,W 13-6,,0,0,0.0,0,0,0,0,0
22,2012,2012-10-29,8,24.070,SFO,@,ARI,W 24-3,,,,,,,,,
23,2012,2012-11-11,9,24.083,SFO,,STL,T 24-24,,0,0,0.0,0,0,0,0,0
24,2012,2012-11-19,10,24.091,SFO,,CHI,W 32-7,,0,0,0.0,0,0,0,0,0
25,2012,2012-11-25,11,24.097,SFO,@,NOR,W 31-21,,0,0,0.0,0,0,0,0,0
26,2012,2012-12-02,12,24.104,SFO,@,STL,L 13-16,,0,0,0.0,0,0,0,0,0
27,2012,2012-12-09,13,24.111,SFO,,MIA,W 27-13,,0,0,0.0,0,0,0,0,0
28,2012,2012-12-16,14,24.118,SFO,@,NWE,W 41-34,,0,0,0.0,0,0,0,0,0
29,2012,2012-12-23,15,24.125,SFO,@,SEA,L 13-42,,,,,,,,,
30,2012,2012-12-30,16,24.132,SFO,,ARI,W 27-13,,0,0,0.0,0,0,0,0,0
31,2013,2013-09-08,1,25.019,SFO,,GNB,W 34-28,,0,0,0.0,1,0,0,0,0
32,2013,2013-09-15,2,25.026,SFO,@,SEA,L 3-29,,,,,,,,,
33,2013,2013-09-22,3,25.033,SFO,,IND,L 7-27,,,,,,,,,
34,2013,2013-09-26,4,25.037,SFO,@,STL,W 35-11,,0,0,0.0,3,0,0,0,0
35,2013,2013-10-06,5,25.047,SFO,,HOU,W 34-3,*,0,6,0.0,1,1,2,31,1
36,2013,2013-10-13,6,25.054,SFO,,ARI,W 32-20,,0,0,0.0,4,0,0,0,0
37,2013,2013-10-20,7,25.061,SFO,@,TEN,W 31-17,,0,0,0.0,0,0,1,10,0
38,2013,2013-10-27,8,25.068,SFO,@,JAX,W 42-10,,0,0,0.0,5,0,0,0,0
39,2013,2013-11-10,9,25.082,SFO,,CAR,L 9-10,,0,0,0.0,1,0,1,41,0
40,2013,2013-11-17,10,25.089,SFO,@,NOR,L 20-23,,0,0,0.0,2,0,0,0,0
41,2013,2013-11-25,11,25.097,SFO,@,WAS,W 27-6,*,0,0,0.0,4,0,0,0,0
42,2013,2013-12-01,12,25.103,SFO,,STL,W 23-13,*,0,0,0.0,1,0,0,0,0
43,2013,2013-12-08,13,25.110,SFO,,SEA,W 19-17,*,0,0,0.0,0,0,0,0,0
44,2013,2013-12-15,14,25.117,SFO,@,TAM,W 33-14,*,0,0,0.0,5,0,0,0,0
45,2013,2013-12-23,15,25.125,SFO,,ATL,W 34-24,*,0,0,0.0,4,1,1,0,0
46,2013,2013-12-29,16,25.131,SFO,@,ARI,W 23-20,*,0,0,0.0,4,0,0,0,0
47,2014,2014-09-07,1,26.018,SFO,@,DAL,W 28-17,*,0,0,0.0,3,0,0,0,0
48,2014,2014-10-19,7,26.060,SFO,@,DEN,L 17-42,*,0,0,0.0,3,0,0,0,0
49,2014,2014-11-09,9,26.081,SFO,@,NOR,W 27-24,,0,0,0.0,1,0,0,0,0
50,2015,2015-09-14,1,27.025,SFO,,MIN,W 20-3,*,0,0,0.0,2,0,1,26,0
51,2015,2015-09-20,2,27.031,SFO,@,PIT,L 18-43,*,0,0,0.0,3,0,0,0,0
52,2015,2015-09-27,3,27.038,SFO,@,ARI,L 7-47,*,0,0,0.0,6,1,0,0,0
53,2015,2015-10-04,4,27.045,SFO,,GNB,L 3-17,*,0,0,0.0,2,0,0,0,0
54,2015,2015-10-11,5,27.052,SFO,@,NYG,L 27-30,*,0,0,0.0,6,2,1,0,0
55,2015,2015-10-18,6,27.059,SFO,,BAL,W 25-20,*,0,0,0.0,4,1,0,0,0
56,2015,2015-10-22,7,27.063,SFO,,SEA,L 3-20,*,0,0,0.0,3,0,1,0,0
57,2015,2015-11-01,8,27.073,SFO,@,STL,L 6-27,*,0,0,0.0,3,0,0,0,0
58,2015,2015-11-22,10,27.094,SFO,@,SEA,L 13-29,*,0,0,0.0,4,3,0,0,0
59,2015,2015-11-29,11,27.101,SFO,,ARI,L 13-19,*,0,0,0.0,5,1,0,0,0
60,2015,2015-12-06,12,27.108,SFO,@,CHI,W 26-20,*,0,0,0.0,3,0,0,0,0
61,2015,2015-12-13,13,27.115,SFO,@,CLE,L 10-24,*,0,0,0.0,0,0,0,0,0
62,2015,2015-12-20,14,27.122,SFO,,CIN,L 14-24,*,0,0,0.0,0,0,0,0,0
63,2015,2015-12-27,15,27.129,SFO,@,DET,L 17-32,*,0,0,0.0,3,0,0,0,0
64,2015,2016-01-03,16,27.136,SFO,,STL,W 19-16,*,0,0,0.0,1,0,0,0,0
65,2016,2016-09-12,1,28.023,SFO,,LAR,W 28-0,*,0,0,0.0,1,1,0,0,0
66,2016,2016-09-18,2,28.029,SFO,@,CAR,L 27-46,*,0,0,0.0,4,0,0,0,0
67,2016,2016-09-25,3,28.036,SFO,@,SEA,L 18-37,*,0,0,0.0,2,2,0,0,0
