ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2015,2015-09-14,1,22.346,PHI,@,ATL,L 24-26,,0.0,0,0,0,0,0
2,2015,2015-09-20,2,22.352,PHI,,DAL,L 10-20,,0.0,0,0,0,0,0
3,2015,2015-09-27,3,22.359,PHI,@,NYJ,W 24-17,,0.0,1,0,1,0,0
4,2015,2015-10-04,4,23.001,PHI,@,WAS,L 20-23,,0.0,5,1,0,0,0
5,2015,2015-10-11,5,23.008,PHI,,NOR,W 39-17,,0.0,3,0,0,0,0
6,2015,2015-10-19,6,23.016,PHI,,NYG,W 27-7,,0.0,0,0,0,0,0
7,2015,2015-10-25,7,23.022,PHI,@,CAR,L 16-27,,0.0,0,0,0,0,0
8,2015,2015-11-08,8,23.036,PHI,@,DAL,W 33-27,,0.0,0,0,0,0,0
9,2015,2015-11-15,9,23.043,PHI,,MIA,L 19-20,,0.0,0,0,0,0,0
10,2015,2015-11-22,10,23.050,PHI,,TAM,L 17-45,,0.0,0,0,0,0,0
11,2015,2015-11-26,11,23.054,PHI,@,DET,L 14-45,,0.0,1,1,0,0,0
12,2015,2015-12-06,12,23.064,PHI,@,NWE,W 35-28,*,0.0,3,0,0,0,0
13,2015,2015-12-13,13,23.071,PHI,,BUF,W 23-20,*,0.0,4,0,0,0,0
14,2015,2015-12-20,14,23.078,PHI,,ARI,L 17-40,*,0.0,1,2,0,0,0
15,2015,2015-12-26,15,23.084,PHI,,WAS,L 24-38,*,0.0,3,0,0,0,0
16,2015,2016-01-03,16,23.092,PHI,@,NYG,W 35-30,*,0.0,3,2,0,0,0
17,2016,2016-10-16,6,24.013,NWE,,CIN,W 35-17,,0.0,1,0,0,0,0
18,2016,2016-10-23,7,24.020,NWE,@,PIT,W 27-16,*,0.0,5,1,0,0,0
19,2016,2016-10-30,8,24.027,NWE,@,BUF,W 41-25,*,0.0,3,0,0,0,0
20,2016,2016-11-20,10,24.048,NWE,@,SFO,W 30-17,*,0.0,2,0,0,0,0
21,2016,2016-11-27,11,24.055,NWE,@,NYJ,W 22-17,*,0.0,3,2,0,0,0
22,2016,2016-12-04,12,24.062,NWE,,LAR,W 26-10,*,0.0,2,0,0,0,0
23,2016,2016-12-18,14,24.076,NWE,@,DEN,W 16-3,,0.0,2,0,0,0,0
24,2016,2016-12-24,15,24.082,NWE,,NYJ,W 41-3,*,0.0,1,2,1,0,0
25,2016,2017-01-01,16,24.090,NWE,@,MIA,W 35-14,*,0.0,1,1,0,0,0
26,2017,2017-09-07,1,24.339,NWE,,KAN,L 27-42,,0.0,1,0,0,0,0
27,2017,2017-09-17,2,24.349,NWE,@,NOR,W 36-20,*,0.0,3,0,0,0,0
28,2017,2017-10-01,4,24.363,NWE,,CAR,L 30-33,,0.0,1,1,0,0,0
29,2017,2017-12-03,12,25.061,NWE,@,BUF,W 23-3,,0.0,0,0,0,0,0
30,2017,2017-12-11,13,25.069,NWE,@,MIA,L 20-27,,0.0,2,0,0,0,0
31,2017,2017-12-17,14,25.075,NWE,@,PIT,W 27-24,*,0.0,5,0,0,0,0
32,2017,2017-12-24,15,25.082,NWE,,BUF,W 37-16,,0.0,0,0,0,0,0
33,2017,2017-12-31,16,25.089,NWE,,NYJ,W 26-6,*,0.0,1,0,0,0,0
34,2018,2018-09-09,1,25.341,NWE,,HOU,W 27-20,*,0.0,3,1,0,0,0
35,2018,2018-09-16,2,25.348,NWE,@,JAX,L 20-31,*,0.0,3,0,0,0,0
