ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1993,1993-09-05,1,21.203,NWE,@,BUF,L 14-38,*,14,30,46.67,148,2,1,69.9,3,13,4.93,4.77,3,6,2.00,0,,0,0,,0,0.0%,,0,0
2,1993,1993-09-12,2,21.210,NWE,,DET,L 16-19,*,28,49,57.14,239,1,1,68.3,2,8,4.88,4.37,3,10,3.33,0,,0,0,,0,0.0%,,0,0
3,1993,1993-09-19,3,21.217,NWE,,SEA,L 14-17,*,20,44,45.45,238,1,2,51.1,2,15,5.41,3.82,1,1,1.00,0,,0,0,,0,0.0%,,0,0
4,1993,1993-09-26,4,21.224,NWE,@,NYJ,L 7-45,*,19,42,45.24,195,0,2,39.3,3,15,4.64,2.50,0,0,,0,,0,0,,0,0.0%,,0,0
5,1993,1993-10-10,5,21.238,NWE,@,PHO,W 23-21,*,8,17,47.06,85,1,0,81.7,2,18,5.00,6.18,1,0,0.00,0,,0,0,,0,0.0%,,0,0
6,1993,1993-11-07,9,21.266,NWE,,BUF,L 10-13,,8,16,50.00,96,0,0,68.7,1,9,6.00,6.00,5,14,2.80,0,,0,0,,0,0.0%,,0,0
7,1993,1993-11-21,10,21.280,NWE,@,MIA,L 13-17,*,23,42,54.76,275,1,1,73.0,2,14,6.55,5.95,1,12,12.00,0,,0,0,,0,0.0%,,0,0
8,1993,1993-11-28,11,21.287,NWE,,NYJ,L 0-6,*,10,18,55.56,134,0,1,56.3,0,0,7.44,4.94,0,0,,0,,0,0,,0,0.0%,,0,0
9,1993,1993-12-05,12,21.294,NWE,@,PIT,L 14-17,*,18,48,37.50,296,1,5,26.4,0,0,6.17,1.90,5,-1,-0.20,0,,0,0,,0,0.0%,,0,0
10,1993,1993-12-12,13,21.301,NWE,,CIN,W 7-2,*,11,22,50.00,106,1,0,79.0,0,0,4.82,5.73,2,2,1.00,0,,0,0,,0,0.0%,,0,0
11,1993,1993-12-19,14,21.308,NWE,@,CLE,W 20-17,*,19,47,40.43,210,1,1,52.6,1,7,4.47,3.94,4,9,2.25,0,,0,0,,0,0.0%,,0,0
12,1993,1993-12-26,15,21.315,NWE,,IND,W 38-0,*,9,11,81.82,143,2,0,158.3,0,0,13.00,16.64,1,2,2.00,0,,0,0,,0,0.0%,,0,0
13,1993,1994-01-02,16,21.322,NWE,,MIA,W 33-27,*,27,43,62.79,329,4,1,107.6,0,0,7.65,8.47,6,27,4.50,0,,0,0,,0,0.0%,,0,0
14,1994,1994-09-04,1,22.202,NWE,@,MIA,L 35-39,*,32,51,62.75,421,4,2,98.6,1,3,8.25,8.06,0,0,,0,0,0,0,,0,0.0%,,0,0
