ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1965,1965-09-19,1,28.085,WAS,,CLE,L 7-17,4,7,1.75,0,2,30,15.00,0,1,19,19.00,0,0,0,,0,0,0
2,1965,1965-09-26,2,28.092,WAS,@,DAL,L 7-27,8,73,9.13,0,2,20,10.00,0,1,9,9.00,0,0,0,,0,0,0
3,1965,1965-10-03,3,28.099,WAS,@,DET,L 10-14,2,1,0.50,0,1,10,10.00,0,0,0,,0,0,0,,0,0,0
4,1965,1965-10-17,5,28.113,WAS,,BAL,L 7-38,0,0,,0,0,0,,0,4,88,22.00,0,1,11,11.00,0,0,0
5,1965,1965-10-24,6,28.120,WAS,@,STL,W 24-20,0,0,,0,0,0,,0,2,32,16.00,0,0,0,,0,0,0
6,1965,1965-11-21,10,28.148,WAS,@,PIT,W 31-3,7,52,7.43,0,0,0,,0,0,0,,0,0,0,,0,0,0
7,1965,1965-11-28,11,28.155,WAS,,DAL,W 34-31,2,8,4.00,0,0,0,,0,1,33,33.00,0,0,0,,0,0,0
8,1965,1965-12-05,12,28.162,WAS,@,CLE,L 16-24,4,5,1.25,0,2,12,6.00,0,2,68,34.00,0,1,1,1.00,0,0,0
9,1965,1965-12-12,13,28.169,WAS,,NYG,L 10-27,0,0,,0,0,0,,0,2,46,23.00,0,0,0,,0,0,0
10,1965,1965-12-19,14,28.176,WAS,,PIT,W 35-14,10,29,2.90,0,2,21,10.50,1,0,0,,0,0,0,,0,1,6
