ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,def_int,def_int_yds,def_int_td
1,1997,1997-08-31,1,22.354,ATL,@,DET,L 17-28,,,,
2,1997,1997-11-16,11,23.066,NOR,,SEA,W 20-17,,,,
3,1997,1997-11-23,12,23.073,NOR,@,ATL,L 3-20,,,,
4,1997,1997-11-30,13,23.080,NOR,@,CAR,W 16-13,,,,
5,1997,1997-12-07,14,23.087,NOR,,STL,L 27-34,,,,
6,1997,1997-12-14,15,23.094,NOR,,ARI,W 27-10,,,,
7,1997,1997-12-21,16,23.101,NOR,@,KAN,L 13-25,,,,
8,1998,1998-10-18,6,24.037,BUF,,JAX,W 17-16,,,,
9,1998,1998-10-25,7,24.044,BUF,@,CAR,W 30-14,,,,
10,1998,1998-11-01,8,24.051,BUF,,MIA,W 30-24,,,,
11,1998,1998-11-08,9,24.058,BUF,@,NYJ,L 12-34,,,,
12,1998,1998-11-15,10,24.065,BUF,,NWE,W 13-10,,,,
13,1998,1998-11-22,11,24.072,BUF,,IND,W 34-11,,,,
14,1998,1998-11-29,12,24.079,BUF,@,NWE,L 21-25,,,,
15,1998,1998-12-06,13,24.086,BUF,@,CIN,W 33-20,,,,
16,1998,1998-12-13,14,24.093,BUF,,OAK,W 44-21,,,,
17,1998,1998-12-19,15,24.099,BUF,,NYJ,L 10-17,,,,
18,1998,1998-12-27,16,24.107,BUF,@,NOR,W 45-33,,,,
19,1999,1999-09-12,1,25.001,BUF,@,IND,L 14-31,,,,
20,1999,1999-09-19,2,25.008,BUF,,NYJ,W 17-3,,,,
21,1999,1999-09-26,3,25.015,BUF,,PHI,W 26-0,,,,
22,1999,1999-10-04,4,25.023,BUF,@,MIA,W 23-18,,,,
23,1999,1999-10-10,5,25.029,BUF,,PIT,W 24-21,,,,
24,1999,1999-10-17,6,25.036,BUF,,OAK,L 14-20,,,,
25,1999,1999-10-24,7,25.043,BUF,@,SEA,L 16-26,,,,
26,1999,1999-10-31,8,25.050,BUF,@,BAL,W 13-10,,,,
27,1999,1999-11-07,9,25.057,BUF,@,WAS,W 34-17,,,,
28,1999,1999-11-14,10,25.064,BUF,,MIA,W 23-3,,,,
29,1999,1999-11-21,11,25.071,BUF,@,NYJ,L 7-17,,,,
30,1999,1999-11-28,12,25.078,BUF,,NWE,W 17-7,,,,
31,1999,1999-12-12,13,25.092,BUF,,NYG,L 17-19,,,,
32,1999,1999-12-19,14,25.099,BUF,@,ARI,W 31-21,,1,0,0
33,1999,1999-12-26,15,25.106,BUF,@,NWE,W 13-10,,,,
34,1999,2000-01-02,16,25.113,BUF,,IND,W 31-6,,,,
35,2000,2000-09-03,1,25.358,BUF,,TEN,W 16-13,,,,
36,2000,2000-09-10,2,25.365,BUF,,GNB,W 27-18,,,,
37,2000,2000-09-17,3,26.006,BUF,@,NYJ,L 14-27,,,,
38,2000,2000-10-01,4,26.020,BUF,,IND,L 16-18,,,,
39,2000,2000-10-08,5,26.027,BUF,@,MIA,L 13-22,,,,
40,2000,2000-10-15,6,26.034,BUF,,SDG,W 27-24,,,,
41,2000,2000-10-22,7,26.041,BUF,@,MIN,L 27-31,,,,
42,2000,2000-10-29,8,26.048,BUF,,NYJ,W 23-20,,,,
43,2000,2000-11-05,9,26.055,BUF,@,NWE,W 16-13,,,,
44,2000,2000-11-12,10,26.062,BUF,,CHI,W 20-3,,,,
45,2000,2000-11-26,12,26.076,BUF,@,TAM,L 17-31,,,,
46,2000,2000-12-11,14,26.091,BUF,@,IND,L 20-44,,,,
47,2000,2000-12-23,16,26.103,BUF,@,SEA,W 42-23,,,,
48,2001,2001-09-09,1,26.363,WAS,@,SDG,L 3-30,,,,
49,2001,2001-09-24,2,27.013,WAS,@,GNB,L 0-37,,,,
50,2002,2002-11-28,12,28.078,DET,,NWE,L 12-20,,,,
