ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2009,2009-09-10,1,24.004,PIT,,TEN,W 13-10,,,,,,,,,,,0.0%,,,,,,,
2,2009,2009-09-20,2,24.014,PIT,@,CHI,L 14-17,*,,,,,,,,,,0.0%,,,,,,,
3,2013,2013-09-08,1,28.002,BUF,,NWE,L 21-23,,,,,,,,,,,0.0%,,,,,,,
4,2013,2013-09-15,2,28.009,BUF,,CAR,W 24-23,*,0,0,,0,2,2,49,24.50,0,100.0%,24.50,0,0,,0,0,0
5,2013,2013-09-22,3,28.016,BUF,@,NYJ,L 20-27,,,,,,,,,,,0.0%,,,,,,,
6,2013,2013-09-29,4,28.023,BUF,,BAL,W 23-20,*,,,,,,,,,,0.0%,,,,,,,
7,2013,2013-10-03,5,28.027,BUF,@,CLE,L 24-37,,,,,,0,,,,,0.0%,,,,,,,
8,2013,2013-10-13,6,28.037,BUF,,CIN,L 24-27,*,,,,,,,,,,0.0%,,,,,,,
9,2013,2013-10-20,7,28.044,BUF,@,MIA,W 23-21,,2,14,7.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
10,2013,2013-10-27,8,28.051,BUF,@,NOR,L 17-35,,1,3,3.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
11,2013,2013-11-03,9,28.058,BUF,,KAN,L 13-23,*,1,4,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
12,2013,2013-11-10,10,28.065,BUF,@,PIT,L 10-23,,,,,,,,,,,0.0%,,,,,,,
13,2013,2013-11-17,11,28.072,BUF,,NYJ,W 37-14,*,2,4,2.00,1,1,1,5,5.00,0,100.0%,5.00,0,0,,0,1,6
14,2013,2013-12-01,12,28.086,BUF,,ATL,L 31-34,*,0,0,,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0
15,2013,2013-12-15,14,28.100,BUF,@,JAX,W 27-20,*,4,14,3.50,0,3,3,16,5.33,1,100.0%,5.33,0,0,,0,1,6
16,2013,2013-12-22,15,28.107,BUF,,MIA,W 19-0,*,2,7,3.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0
17,2013,2013-12-29,16,28.114,BUF,@,NWE,L 20-34,*,,,,,,,,,,0.0%,,,,,,,
18,2014,2014-09-07,1,29.001,BUF,@,CHI,W 23-20,*,0,0,,0,1,1,4,4.00,0,100.0%,4.00,1,11,11.00,0,0,0
19,2014,2014-09-14,2,29.008,BUF,,MIA,W 29-10,*,2,7,3.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0
20,2014,2014-09-21,3,29.015,BUF,,SDG,L 10-22,*,1,4,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
21,2014,2014-09-28,4,29.022,BUF,@,HOU,L 17-23,*,0,0,,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0
22,2014,2014-10-05,5,29.029,BUF,@,DET,W 17-14,*,0,0,,0,2,1,1,1.00,0,50.0%,0.50,0,0,,0,0,0
23,2014,2014-10-12,6,29.036,BUF,,NWE,L 22-37,,,,,,,,,,,0.0%,,,,,,,
24,2014,2014-10-19,7,29.043,BUF,,MIN,W 17-16,*,1,3,3.00,0,1,1,-1,-1.00,0,100.0%,-1.00,0,0,,0,0,0
25,2014,2014-10-26,8,29.050,BUF,@,NYJ,W 43-23,,1,2,2.00,1,0,0,0,,0,0.0%,,0,0,,0,1,6
26,2014,2014-11-09,9,29.064,BUF,,KAN,L 13-17,,1,1,1.00,0,3,1,2,2.00,0,33.3%,0.67,0,0,,0,0,0
27,2014,2014-11-13,10,29.068,BUF,@,MIA,L 9-22,,,,,,,,,,,0.0%,,,,,,,
