ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2001,2001-09-23,1,22.315,ARI,,DEN,L 17-38,,,,,,,,,,,,,
2,2001,2001-09-30,2,22.322,ARI,,ATL,L 14-34,,,,,,,,,,,,,
3,2001,2001-10-07,3,22.329,ARI,@,PHI,W 21-20,,,,,,,,,,,,,
4,2001,2001-10-14,4,22.336,ARI,@,CHI,L 13-20,,,,,,,,,,,,,
5,2001,2001-10-21,5,22.343,ARI,,KAN,W 24-16,,,,,,,,,,,,,
6,2001,2001-10-28,6,22.350,ARI,@,DAL,L 3-17,,,,,,,,,,,,,
7,2001,2001-11-04,7,22.357,ARI,,PHI,L 7-21,,0,0,,0,0,0,0.5,,,0,0,0
8,2001,2001-11-11,8,22.364,ARI,,NYG,L 10-17,,,,,,,,,,,,,
9,2001,2001-11-18,9,23.006,ARI,,DET,W 45-38,,,,,,,,,,,,,
10,2001,2001-11-25,10,23.013,ARI,@,SDG,W 20-17,,,,,,,,,,,,,
11,2001,2001-12-02,11,23.020,ARI,@,OAK,W 34-31,,,,,,,,,,,,,
12,2001,2001-12-09,12,23.027,ARI,,WAS,L 10-20,,,,,,,,,,,,,
13,2001,2001-12-15,13,23.033,ARI,@,NYG,L 13-17,*,,,,,,,,,,,,
14,2001,2002-01-06,16,23.055,ARI,@,WAS,L 17-20,,,,,,,,,,,,,
15,2002,2002-09-08,1,23.300,ARI,@,WAS,L 23-31,,,,,,,,,,,,,
16,2002,2002-09-15,2,23.307,ARI,@,SEA,W 24-13,,,,,,,,,,,,,
17,2002,2002-09-22,3,23.314,ARI,,SDG,L 15-23,,,,,,,,,,,,,
18,2002,2002-09-29,4,23.321,ARI,,NYG,W 21-7,*,,,,,,,,,,,,
19,2002,2002-10-06,5,23.328,ARI,@,CAR,W 16-13,*,,,,,,,,,,,,
20,2002,2002-10-20,6,23.342,ARI,,DAL,W 9-6,*,0,0,,0,0,0,0.0,,,1,3,0
21,2002,2002-10-27,7,23.349,ARI,@,SFO,L 28-38,*,,,,,,,,,,,,
22,2002,2002-11-10,9,23.363,ARI,,SEA,L 6-27,,,,,,,,,,,,,
23,2002,2002-11-17,10,24.005,ARI,@,PHI,L 14-38,,,,,,,,,,,,,
24,2002,2002-12-01,12,24.019,ARI,@,KAN,L 0-49,*,,,,,,,,,,,,
25,2002,2002-12-08,13,24.026,ARI,,DET,W 23-20,*,,,,,,,,,,,,
26,2002,2002-12-15,14,24.033,ARI,@,STL,L 28-30,,0,0,,0,0,0,1.0,,,0,0,0
27,2002,2002-12-21,15,24.039,ARI,,SFO,L 14-17,*,0,0,,0,0,0,0.0,,,1,1,0
28,2002,2002-12-29,16,24.047,ARI,@,DEN,L 7-37,,,,,,,,,,,,,
29,2003,2003-09-07,1,24.299,ARI,@,DET,L 24-42,*,,,,,,,,,,,,
30,2003,2003-09-14,2,24.306,ARI,,SEA,L 0-38,*,,,,,,,,,,,,
31,2003,2003-09-21,3,24.313,ARI,,GNB,W 20-13,*,,,,,,,,,,,,
32,2003,2003-09-28,4,24.320,ARI,@,STL,L 13-37,*,0,0,,0,0,0,1.0,,,0,0,0
33,2003,2003-10-05,5,24.327,ARI,@,DAL,L 7-24,*,0,0,,0,0,0,0.0,,,1,-2,0
34,2003,2003-10-12,6,24.334,ARI,,BAL,L 18-26,*,,,,,,,,,,,,
35,2003,2003-10-26,7,24.348,ARI,,SFO,W 16-13,*,,,,,,,,,,,,
36,2003,2003-11-02,8,24.355,ARI,,CIN,W 17-14,*,0,0,,0,0,0,1.0,,,1,7,0
37,2003,2003-11-09,9,24.362,ARI,@,PIT,L 15-28,*,,,,,,,,,,,,
38,2003,2003-11-16,10,25.004,ARI,@,CLE,L 6-44,*,,,,,,,,,,,,
39,2003,2003-11-23,11,25.011,ARI,,STL,L 27-30,*,0,0,,0,1,6,0.0,,,2,96,1
40,2003,2003-12-14,14,25.032,ARI,,CAR,L 17-20,*,,,,,,,,,,,,
41,2003,2003-12-21,15,25.039,ARI,@,SEA,L 10-28,*,0,0,,0,0,0,0.0,,,1,18,0
42,2003,2003-12-28,16,25.046,ARI,,MIN,W 18-17,*,,,,,,,,,,,,
43,2004,2004-09-12,1,25.305,ARI,@,STL,L 10-17,,,,,,,,,,,,,
44,2004,2004-09-26,3,25.319,ARI,@,ATL,L 3-6,,,,,,,,,,,,,
45,2004,2004-10-03,4,25.326,ARI,,NOR,W 34-10,,,,,,,,,,,,,
46,2004,2004-10-10,5,25.333,ARI,@,SFO,L 28-31,*,,,,,,,,,,,,
47,2004,2004-10-24,6,25.347,ARI,,SEA,W 25-17,*,0,0,,0,0,0,0.0,,,1,2,0
48,2004,2004-10-31,7,25.354,ARI,@,BUF,L 14-38,*,,,,,,,,,,,,
49,2004,2004-11-07,8,25.361,ARI,@,MIA,W 24-23,*,,,,,,,,,,,,
50,2004,2004-11-14,9,26.002,ARI,,NYG,W 17-14,*,,,,,,,,,,,,
51,2004,2004-11-21,10,26.009,ARI,@,CAR,L 10-35,*,,,,,,,,,,,,
52,2004,2004-11-28,11,26.016,ARI,,NYJ,L 3-13,*,,,,,,,,,,,,
53,2004,2004-12-05,12,26.023,ARI,@,DET,L 12-26,*,,,,,,,,,,,,
54,2004,2004-12-12,13,26.030,ARI,,SFO,L 28-31,*,,,,,,,,,,,,
55,2004,2004-12-19,14,26.037,ARI,,STL,W 31-7,*,0,0,,0,0,0,1.0,,,0,0,0
56,2005,2005-09-08,1,26.300,OAK,@,NWE,L 20-30,,,,,,,,,,,,,
57,2005,2005-09-18,2,26.310,OAK,,KAN,L 17-23,*,,,,,,,,,,,,
58,2005,2005-09-25,3,26.317,OAK,@,PHI,L 20-23,*,,,,,,,,,,,,
59,2005,2005-10-02,4,26.324,OAK,,DAL,W 19-13,,,,,,,,,,,,,
60,2005,2005-10-16,5,26.338,OAK,,SDG,L 14-27,*,,,,,,,,,,,,
61,2005,2005-10-23,6,26.345,OAK,,BUF,W 38-17,,,,,,,,,,,,,
62,2005,2005-10-30,7,26.352,OAK,@,TEN,W 34-25,*,,,,,,,,,,,,
63,2005,2005-11-06,8,26.359,OAK,@,KAN,L 23-27,*,,,,,,,,,,,,
64,2005,2005-11-13,9,27.001,OAK,,DEN,L 17-31,*,,,,,,,,,,,,
65,2005,2005-11-20,10,27.008,OAK,@,WAS,W 16-13,*,,,,,,,,,,,,
66,2005,2005-11-27,11,27.015,OAK,,MIA,L 21-33,*,,,,,,,,,,,,
67,2005,2005-12-04,12,27.022,OAK,@,SDG,L 10-34,*,,,,,,,,,,,,
68,2005,2005-12-11,13,27.029,OAK,@,NYJ,L 10-26,*,,,,,,,,,,,,
69,2005,2005-12-18,14,27.036,OAK,,CLE,L 7-9,*,0,0,,0,0,0,0.0,,,1,0,0
70,2005,2005-12-24,15,27.042,OAK,@,DEN,L 3-22,*,,,,,,,,,,,,
71,2005,2005-12-31,16,27.049,OAK,,NYG,L 21-30,*,,,,,,,,,,,,
72,2006,2006-09-07,1,27.299,MIA,@,PIT,L 17-28,*,,,,,,,,,,,,
73,2006,2006-09-17,2,27.309,MIA,,BUF,L 6-16,*,,,,,,,,,,,,
74,2006,2006-09-24,3,27.316,MIA,,TEN,W 13-10,*,,,,,,,,,,,,
75,2006,2006-10-01,4,27.323,MIA,@,HOU,L 15-17,*,,,,,,,,,,,,
76,2006,2006-10-08,5,27.330,MIA,@,NWE,L 10-20,*,,,,,,,,,,,,
77,2006,2006-10-15,6,27.337,MIA,@,NYJ,L 17-20,*,,,,,,,,,,,,
78,2006,2006-10-22,7,27.344,MIA,,GNB,L 24-34,*,,,,,,,,,,,,
79,2006,2006-11-05,8,27.358,MIA,@,CHI,W 31-13,*,0,0,,0,0,0,0.0,,,1,12,0
80,2006,2006-11-12,9,28.000,MIA,,KAN,W 13-10,*,,,,,,,,,,,,
81,2006,2006-11-19,10,28.007,MIA,,MIN,W 24-20,*,,,,,,,,,,,,
82,2006,2006-11-23,11,28.011,MIA,@,DET,W 27-10,*,0,0,,0,0,0,0.0,,,1,21,0
83,2006,2006-12-03,12,28.021,MIA,,JAX,L 10-24,*,,,,,,,,,,,,
84,2006,2006-12-10,13,28.028,MIA,,NWE,W 21-0,*,,,,,,,,,,,,
85,2006,2006-12-17,14,28.035,MIA,@,BUF,L 0-21,*,,,,,,,,,,,,
86,2006,2006-12-25,15,28.043,MIA,,NYJ,L 10-13,*,,,,,,,,,,,,
87,2006,2006-12-31,16,28.049,MIA,@,IND,L 22-27,*,,,,,,,,,,,,
88,2007,2007-09-09,1,28.301,MIA,@,WAS,L 13-16,*,0,0,,0,0,0,0.0,,,1,24,0
89,2007,2007-09-16,2,28.308,MIA,,DAL,L 20-37,*,,,,,,,,,,,,
90,2007,2007-09-23,3,28.315,MIA,@,NYJ,L 28-31,*,,,,,,,,,,,,
91,2007,2007-09-30,4,28.322,MIA,,OAK,L 17-35,*,,,,,,,,,,,,
92,2007,2007-10-07,5,28.329,MIA,@,HOU,L 19-22,*,,,,,,,,,,,,
93,2007,2007-10-14,6,28.336,MIA,@,CLE,L 31-41,*,,,,,,,,,,,,
94,2007,2007-10-21,7,28.343,MIA,,NWE,L 28-49,*,,,,,,,,,,,,
95,2008,2008-09-07,1,29.300,MIA,,NYJ,L 14-20,,0,0,,0,0,0,0.0,1,0,0,0,0
96,2008,2008-09-14,2,29.307,MIA,@,ARI,L 10-31,*,0,0,,0,0,0,0.0,4,1,0,0,0
97,2008,2008-09-21,3,29.314,MIA,@,NWE,W 38-13,*,0,0,,0,0,0,0.0,6,1,0,0,0
98,2008,2008-10-05,4,29.328,MIA,,SDG,W 17-10,*,0,0,,0,0,0,0.0,2,0,0,0,0
99,2008,2008-10-12,5,29.335,MIA,@,HOU,L 28-29,*,0,0,,0,0,0,0.0,3,6,0,0,0
100,2008,2008-10-19,6,29.342,MIA,,BAL,L 13-27,*,0,0,,0,0,0,0.0,4,0,0,0,0
101,2008,2008-10-26,7,29.349,MIA,,BUF,W 25-16,*,0,0,,0,0,0,0.0,6,0,0,0,0
102,2008,2008-11-02,8,29.356,MIA,@,DEN,W 26-17,*,0,0,,0,0,0,0.0,2,0,0,0,0
103,2008,2008-11-09,9,29.363,MIA,,SEA,W 21-19,*,0,0,,0,0,0,0.0,5,0,0,0,0
104,2008,2008-11-16,10,30.004,MIA,,OAK,W 17-15,*,0,0,,0,0,0,0.0,4,2,0,0,0
105,2008,2008-11-23,11,30.011,MIA,,NWE,L 28-48,*,0,0,,0,0,0,0.0,4,0,1,17,0
106,2008,2008-11-30,12,30.018,MIA,@,STL,W 16-12,*,0,0,,0,0,0,0.0,3,0,1,1,0
107,2008,2008-12-07,13,30.025,MIA,@,BUF,W 16-3,*,0,0,,0,0,0,0.0,2,0,0,0,0
108,2008,2008-12-14,14,30.032,MIA,,SFO,W 14-9,*,0,0,,0,0,0,0.0,7,4,0,0,0
109,2008,2008-12-21,15,30.039,MIA,@,KAN,W 38-31,*,0,0,,0,0,0,0.0,3,0,1,16,0
110,2008,2008-12-28,16,30.046,MIA,@,NYJ,W 24-17,*,0,0,,0,0,0,0.0,4,1,0,0,0
111,2009,2009-09-13,1,30.305,DEN,@,CIN,W 12-7,*,0,0,,0,0,0,0.0,1,6,0,0,0
112,2009,2009-09-20,2,30.312,DEN,,CLE,W 27-6,*,0,0,,0,0,0,0.0,5,1,0,0,0
113,2009,2009-09-27,3,30.319,DEN,@,OAK,W 23-3,*,0,0,,0,0,0,0.0,1,1,1,18,0
114,2009,2009-10-04,4,30.326,DEN,,DAL,W 17-10,*,0,0,,0,0,0,1.0,2,1,0,0,0
115,2009,2009-10-11,5,30.333,DEN,,NWE,W 20-17,*,0,0,,0,0,0,0.0,1,1,0,0,0
116,2009,2009-10-19,6,30.341,DEN,@,SDG,W 34-23,*,0,0,,0,0,0,0.0,1,2,0,0,0
117,2009,2009-11-01,7,30.354,DEN,@,BAL,L 7-30,*,0,0,,0,0,0,0.0,7,0,0,0,0
118,2009,2009-11-09,8,30.362,DEN,,PIT,L 10-28,*,0,0,,0,0,0,0.0,2,1,0,0,0
119,2009,2009-11-15,9,31.003,DEN,@,WAS,L 17-27,*,0,0,,0,0,0,0.0,4,1,0,0,0
120,2009,2009-11-22,10,31.010,DEN,,SDG,L 3-32,*,0,0,,0,0,0,0.0,8,1,0,0,0
121,2009,2009-11-26,11,31.014,DEN,,NYG,W 26-6,*,0,0,,0,0,0,0.0,1,0,0,0,0
122,2009,2009-12-06,12,31.024,DEN,@,KAN,W 44-13,*,0,0,,0,0,0,0.0,2,0,1,0,0
123,2009,2009-12-13,13,31.031,DEN,@,IND,L 16-28,*,1,0,0.00,0,0,0,0.0,3,0,0,0,0
124,2009,2009-12-27,15,31.045,DEN,@,PHI,L 27-30,*,0,0,,0,0,0,1.0,2,0,0,0,0
125,2009,2010-01-03,16,31.052,DEN,,KAN,L 24-44,*,0,0,,0,0,0,0.0,4,0,0,0,0
126,2010,2010-09-12,1,31.304,DEN,@,JAX,L 17-24,*,0,0,,0,0,0,0.0,3,0,0,0,0
127,2010,2010-09-19,2,31.311,DEN,,SEA,W 31-14,*,0,0,,0,0,0,0.0,2,1,0,0,0
128,2010,2010-09-26,3,31.318,DEN,,IND,L 13-27,*,0,0,,0,0,0,0.0,5,0,0,0,0
129,2010,2010-10-03,4,31.325,DEN,@,TEN,W 26-20,*,0,0,,0,0,0,0.0,2,1,0,0,0
130,2010,2010-10-10,5,31.332,DEN,@,BAL,L 17-31,*,0,0,,0,0,0,0.0,4,3,0,0,0
131,2010,2010-10-17,6,31.339,DEN,,NYJ,L 20-24,*,0,0,,0,0,0,0.0,1,1,0,0,0
132,2010,2010-10-24,7,31.346,DEN,,OAK,L 14-59,*,0,0,,0,0,0,0.0,6,1,0,0,0
133,2010,2010-10-31,8,31.353,DEN,@,SFO,L 16-24,*,0,0,,0,0,0,0.0,2,0,0,0,0
134,2010,2010-11-14,9,32.002,DEN,,KAN,W 49-29,*,0,0,,0,0,0,0.0,1,0,0,0,0
135,2010,2010-11-22,10,32.010,DEN,@,SDG,L 14-35,*,0,0,,0,0,0,0.0,4,0,0,0,0
136,2010,2010-11-28,11,32.016,DEN,,STL,L 33-36,*,0,0,,0,0,0,0.0,3,1,0,0,0
137,2010,2010-12-05,12,32.023,DEN,@,KAN,L 6-10,*,0,0,,0,0,0,0.0,5,0,0,0,0
138,2010,2010-12-12,13,32.030,DEN,@,ARI,L 13-43,*,0,0,,0,0,0,0.0,4,0,0,0,0
139,2010,2010-12-19,14,32.037,DEN,@,OAK,L 23-39,*,0,0,,0,0,0,0.0,2,1,1,36,0
140,2010,2010-12-26,15,32.044,DEN,,HOU,W 24-23,*,0,0,,0,0,0,0.0,6,0,0,0,0
141,2010,2011-01-02,16,32.051,DEN,,SDG,L 28-33,*,0,0,,0,0,0,0.0,4,0,1,31,0
