ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists
1,2006,2006-12-24,15,22.008,CAR,@,ATL,W 10-3,,,,,,,,
2,2006,2006-12-31,16,22.015,CAR,@,NOR,W 31-21,,,,,,,,
3,2007,2007-09-30,4,22.288,CAR,,TAM,L 7-20,,,,,,,,
4,2007,2007-10-07,5,22.295,CAR,@,NOR,W 16-13,,1,0,0.00,0,0.0,,
5,2007,2007-10-14,6,22.302,CAR,@,ARI,W 25-10,,,,,,,,
6,2007,2007-10-28,7,22.316,CAR,,IND,L 7-31,,,,,,,,
7,2007,2007-11-11,9,22.330,CAR,,ATL,L 13-20,,,,,,,,
8,2007,2007-11-18,10,22.337,CAR,@,GNB,L 17-31,,,,,,,,
9,2007,2007-11-25,11,22.344,CAR,,NOR,L 6-31,,,,,,,,
10,2007,2007-12-02,12,22.351,CAR,,SFO,W 31-14,,,,,,,,
11,2007,2007-12-09,13,22.358,CAR,@,JAX,L 6-37,,,,,,,,
12,2007,2007-12-22,15,23.006,CAR,,DAL,L 13-20,,,,,,,,
13,2007,2007-12-30,16,23.014,CAR,@,TAM,W 31-23,,0,0,,0,1.0,,
14,2008,2008-09-07,1,23.266,HOU,@,PIT,L 17-38,,,,,,,,
