ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2010,2010-09-12,1,21.273,TEN,,OAK,W 38-13,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0
2,2010,2010-09-19,2,21.280,TEN,,PIT,L 11-19,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0
3,2010,2010-09-26,3,21.287,TEN,@,NYG,W 29-10,,0,0,,0,0,0,,0,0,0,0.0,4,1,0,0,0
4,2010,2010-10-03,4,21.294,TEN,,DEN,L 20-26,*,0,0,,0,0,0,,0,0,0,0.0,11,0,0,0,0
5,2010,2010-10-10,5,21.301,TEN,@,DAL,W 34-27,*,0,0,,0,0,0,,0,0,0,0.0,6,2,1,12,0
6,2010,2010-10-18,6,21.309,TEN,@,JAX,W 30-3,*,0,0,,0,0,0,,0,0,0,0.0,1,0,1,10,0
7,2010,2010-10-24,7,21.315,TEN,,PHI,W 37-19,*,0,0,,0,0,0,,0,0,0,0.0,2,0,0,0,0
8,2010,2010-10-31,8,21.322,TEN,@,SDG,L 25-33,,0,0,,0,0,0,,0,0,0,0.0,4,0,0,0,0
9,2010,2010-11-14,9,21.336,TEN,@,MIA,L 17-29,*,0,0,,0,0,0,,0,0,0,0.0,7,0,0,0,0
10,2010,2010-11-21,10,21.343,TEN,,WAS,L 16-19,*,0,0,,0,0,0,,0,0,0,0.0,3,1,0,0,0
11,2010,2010-11-28,11,21.350,TEN,@,HOU,L 0-20,*,0,0,,0,0,0,,0,0,0,0.0,6,2,0,0,0
12,2010,2010-12-05,12,21.357,TEN,,JAX,L 6-17,*,0,0,,0,0,0,,0,0,0,0.0,2,0,0,0,0
13,2010,2010-12-09,13,21.361,TEN,,IND,L 28-30,*,0,0,,0,0,0,,0,0,0,0.0,10,2,0,0,0
14,2010,2010-12-19,14,22.006,TEN,,HOU,W 31-17,*,0,0,,0,0,0,,0,0,0,0.0,4,6,1,19,0
15,2010,2010-12-26,15,22.013,TEN,@,KAN,L 14-34,*,0,0,,0,0,0,,0,0,0,0.0,8,2,0,0,0
16,2010,2011-01-02,16,22.020,TEN,@,IND,L 20-23,*,0,0,,0,0,0,,0,0,0,0.0,10,0,0,0,0
17,2011,2011-09-11,1,22.272,TEN,@,JAX,L 14-16,,,,,,,,,,,,,,,,,
18,2011,2011-09-18,2,22.279,TEN,,BAL,W 26-13,,0,0,,0,0,0,,0,0,0,0.0,1,0,1,4,0
19,2011,2011-09-25,3,22.286,TEN,,DEN,W 17-14,,0,0,,0,0,0,,0,0,0,0.0,2,1,0,0,0
