ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1972,1972-10-22,6,24.112,BAL,@,NYJ,L 20-24,,,,,,,,,
2,1972,1972-10-29,7,24.119,BAL,,MIA,L 0-23,,,,,,,,,
3,1972,1972-11-06,8,24.127,BAL,@,NWE,W 24-17,,,,,,,,,
4,1972,1972-11-12,9,24.133,BAL,@,SFO,L 21-24,,,,,,,,,
5,1972,1972-11-19,10,24.140,BAL,@,CIN,W 20-19,,,,,,,,,
6,1972,1972-11-26,11,24.147,BAL,,NWE,W 31-0,,,,,,,,,
7,1972,1972-12-03,12,24.154,BAL,,BUF,W 35-7,,,,,,,,,
8,1972,1972-12-10,13,24.161,BAL,@,KAN,L 10-24,,,,,,,,,
9,1972,1972-12-16,14,24.167,BAL,@,MIA,L 0-16,,,,,,,,,
10,1973,1973-09-16,1,25.076,BAL,@,CLE,L 14-24,,,,,,,,,
11,1973,1973-09-23,2,25.083,BAL,,NYJ,L 10-34,,,,,,,,,
12,1973,1973-09-30,3,25.090,BAL,,NOR,W 14-10,,,,,,,,,
13,1973,1973-10-07,4,25.097,BAL,@,NWE,L 16-24,,,,,,,,,
14,1973,1973-10-14,5,25.104,BAL,@,BUF,L 13-31,,,,,,,,,
15,1973,1973-10-21,6,25.111,BAL,@,DET,W 29-27,,,,,,,,,
16,1973,1973-10-28,7,25.118,BAL,,OAK,L 21-34,,,,,,,,,
17,1973,1973-11-04,8,25.125,BAL,,HOU,L 27-31,,,,,,,,,
18,1973,1973-11-11,9,25.132,BAL,@,MIA,L 0-44,,,,,,,,,
19,1973,1973-11-18,10,25.139,BAL,@,WAS,L 14-22,,,,,,,,,
20,1973,1973-11-25,11,25.146,BAL,,BUF,L 17-24,,,,,,,,,
21,1973,1973-12-02,12,25.153,BAL,@,NYJ,L 17-20,,,,,,,,,
22,1973,1973-12-09,13,25.160,BAL,,MIA,W 16-3,,,,,,,,,
23,1973,1973-12-16,14,25.167,BAL,,NWE,W 18-13,1,13,13.00,0,0,0,0,0,0
24,1974,1974-09-15,1,26.075,BAL,@,PIT,L 0-30,,,,,,,,,
25,1974,1974-09-22,2,26.082,BAL,,GNB,L 13-20,,,,,,,,,
26,1974,1974-09-29,3,26.089,BAL,@,PHI,L 10-30,,,,,,,,,
27,1974,1974-10-06,4,26.096,BAL,@,NWE,L 3-42,,,,,,,,,
28,1974,1974-10-13,5,26.103,BAL,,BUF,L 14-27,,,,,,,,,
29,1974,1974-10-20,6,26.110,BAL,@,NYJ,W 35-20,,,,,,,,,
30,1974,1974-10-27,7,26.117,BAL,@,MIA,L 7-17,,,,,,,,,
31,1974,1974-11-03,8,26.124,BAL,,CIN,L 14-24,,,,,,,,,
32,1974,1974-11-10,9,26.131,BAL,,DEN,L 6-17,,,,,,,,,
33,1974,1974-11-17,10,26.138,BAL,@,ATL,W 17-7,,,,,,,,,
34,1974,1974-11-24,11,26.145,BAL,,NWE,L 17-27,,,,,,,,,
35,1974,1974-12-01,12,26.152,BAL,@,BUF,L 0-6,,,,,,,,,
36,1974,1974-12-08,13,26.159,BAL,,MIA,L 16-17,,,,,,,,,
37,1974,1974-12-15,14,26.166,BAL,,NYJ,L 38-45,,,,,,,,,
38,1975,1975-09-21,1,27.081,BAL,@,CHI,W 35-7,0,0,,0,0,0,1,6,0
39,1975,1975-09-28,2,27.088,BAL,,OAK,L 20-31,,,,,,,,,
40,1975,1975-10-05,3,27.095,BAL,@,RAM,L 13-24,0,0,,0,0,0,1,0,0
41,1975,1975-10-12,4,27.102,BAL,,BUF,L 31-38,,,,,,,,,
42,1975,1975-10-19,5,27.109,BAL,@,NWE,L 10-21,,,,,,,,,
43,1975,1975-10-26,6,27.116,BAL,@,NYJ,W 45-28,,,,,,,,,
44,1975,1975-11-02,7,27.123,BAL,,CLE,W 21-7,,,,,,,,,
45,1975,1975-11-09,8,27.130,BAL,@,BUF,W 42-35,,,,,,,,,
46,1975,1975-11-16,9,27.137,BAL,,NYJ,W 52-19,,,,,,,,,
47,1975,1975-11-23,10,27.144,BAL,@,MIA,W 33-17,,,,,,,,,
48,1975,1975-11-30,11,27.151,BAL,,KAN,W 28-14,,,,,,,,,
49,1975,1975-12-07,12,27.158,BAL,@,NYG,W 21-0,,,,,,,,,
50,1975,1975-12-14,13,27.165,BAL,,MIA,W 10-7,,,,,,,,,
51,1975,1975-12-21,14,27.172,BAL,,NWE,W 34-21,0,0,,0,1,6,1,30,1
52,1976,1976-09-12,1,28.072,BAL,@,NWE,W 27-13,,,,,,,,,
53,1976,1976-09-19,2,28.079,BAL,,CIN,W 28-27,,,,,,,,,
54,1976,1976-09-26,3,28.086,BAL,@,DAL,L 27-30,,,,,,,,,
55,1976,1976-10-03,4,28.093,BAL,,TAM,W 42-17,0,0,,0,0,0,1,10,0
56,1976,1976-10-10,5,28.100,BAL,,MIA,W 28-14,,,,,,,,,
57,1976,1976-10-17,6,28.107,BAL,@,BUF,W 31-13,,,,,,,,,
58,1976,1976-10-24,7,28.114,BAL,@,NYJ,W 20-0,,,,,,,,,
59,1976,1976-11-01,8,28.122,BAL,,HOU,W 38-14,,,,,,,,,
60,1977,1977-09-18,1,29.078,BAL,@,SEA,W 29-14,,,,,,,,,
61,1977,1977-09-25,2,29.085,BAL,@,NYJ,W 20-12,0,0,,0,0,0,1,2,0
62,1977,1977-10-02,3,29.092,BAL,,BUF,W 17-14,0,0,,0,0,0,1,14,0
63,1977,1977-10-09,4,29.099,BAL,,MIA,W 45-28,,,,,,,,,
64,1977,1977-10-16,5,29.106,BAL,@,KAN,W 17-6,,,,,,,,,
65,1977,1977-10-23,6,29.113,BAL,@,NWE,L 3-17,,,,,,,,,
66,1977,1977-10-30,7,29.120,BAL,,PIT,W 31-21,,,,,,,,,
67,1977,1977-11-07,8,29.128,BAL,,WAS,W 10-3,,,,,,,,,
68,1977,1977-11-13,9,29.134,BAL,@,BUF,W 31-13,0,0,,0,0,0,1,9,0
69,1977,1977-11-20,10,29.141,BAL,,NYJ,W 33-12,,,,,,,,,
70,1977,1977-11-27,11,29.148,BAL,@,DEN,L 13-27,,,,,,,,,
71,1977,1977-12-05,12,29.156,BAL,@,MIA,L 6-17,,,,,,,,,
72,1977,1977-12-18,14,29.169,BAL,,NWE,W 30-24,,,,,,,,,
