ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,1996,1996-09-01,1,23.084,NWE,@,MIA,L 10-24,,,,,,,,,,,,,
2,1996,1996-09-08,2,23.091,NWE,@,BUF,L 10-17,,,,,,,,,,,,,
3,1996,1996-09-15,3,23.098,NWE,,ARI,W 31-0,,,,,,,,,,,,,
4,1996,1996-09-22,4,23.105,NWE,,JAX,W 28-25,,,,,,,,,,,,,
5,1996,1996-10-06,5,23.119,NWE,@,BAL,W 46-38,,0,0,,0,0,0,2.0,,,0,0,0
6,1996,1996-10-06,5,23.119,BUF,,IND,W 16-13,,,,,,,,,,,,,
7,1996,1996-10-13,6,23.126,NWE,,WAS,L 22-27,,,,,,,,,,,,,
8,1996,1996-10-20,7,23.133,NWE,@,IND,W 27-9,,,,,,,,,,,,,
9,1996,1996-10-27,8,23.140,NWE,,BUF,W 28-25,,,,,,,,,,,,,
10,1996,1996-11-03,9,23.147,NWE,,MIA,W 42-23,,,,,,,,,,,,,
11,1996,1996-11-10,10,23.154,NWE,@,NYJ,W 31-27,,,,,,,,,,,,,
12,1996,1996-11-17,11,23.161,NWE,,DEN,L 8-34,,,,,,,,,,,,,
13,1996,1996-11-24,12,23.168,NWE,,IND,W 27-13,,,,,,,,,,,,,
14,1996,1996-12-01,13,23.175,NWE,@,SDG,W 45-7,,0,0,,0,0,0,1.0,,,0,0,0
15,1996,1996-12-08,14,23.182,NWE,,NYJ,W 34-10,,0,0,,0,0,0,1.0,,,0,0,0
16,1996,1996-12-15,15,23.189,NWE,@,DAL,L 6-12,,,,,,,,,,,,,
17,1996,1996-12-21,16,23.195,NWE,@,NYG,W 23-22,,,,,,,,,,,,,
18,1997,1997-08-31,1,24.083,NWE,,SDG,W 41-7,,,,,,,,,,,,,
19,1997,1997-09-07,2,24.090,NWE,@,IND,W 31-6,,0,0,,0,0,0,1.0,,,0,0,0
20,1997,1997-09-14,3,24.097,NWE,,NYJ,W 27-24,,,,,,,,,,,,,
21,1997,1997-09-21,4,24.104,NWE,,CHI,W 31-3,,0,0,,0,0,0,1.0,,,0,0,0
22,1997,1997-10-06,5,24.119,NWE,@,DEN,L 13-34,,,,,,,,,,,,,
23,1997,1997-10-12,6,24.125,NWE,,BUF,W 33-6,,0,0,,0,0,0,1.0,,,0,0,0
24,1997,1997-10-19,7,24.132,NWE,@,NYJ,L 19-24,,,,,,,,,,,,,
25,1997,1997-10-27,8,24.140,NWE,,GNB,L 10-28,,,,,,,,,,,,,
26,1997,1997-11-02,9,24.146,NWE,@,MIN,L 18-23,,,,,,,,,,,,,
27,1997,1997-11-09,10,24.153,NWE,@,BUF,W 31-10,,,,,,,,,,,,,
28,1997,1997-11-16,11,24.160,NWE,@,TAM,L 7-27,,,,,,,,,,,,,
29,1997,1997-11-23,12,24.167,NWE,,MIA,W 27-24,,,,,,,,,,,,,
30,1997,1997-11-30,13,24.174,NWE,,IND,W 20-17,,,,,,,,,,,,,
31,1997,1997-12-07,14,24.181,NWE,@,JAX,W 26-20,,0,0,,0,0,0,1.0,,,0,0,0
32,1997,1997-12-13,15,24.187,NWE,,PIT,L 21-24,,,,,,,,,,,,,
33,1997,1997-12-22,16,24.196,NWE,@,MIA,W 14-12,,,,,,,,,,,,,
34,1998,1998-09-07,1,25.090,NWE,@,DEN,L 21-27,,,,,,,,,,,,,
35,1998,1998-09-13,2,25.096,NWE,,IND,W 29-6,,,,,,,,,,,,,
36,1998,1998-09-20,3,25.103,NWE,,TEN,W 27-16,,,,,,,,,,,,,
37,1998,1998-10-04,4,25.117,NWE,@,NOR,W 30-27,,0,0,,0,0,0,1.0,,,0,0,0
38,1998,1998-10-11,5,25.124,NWE,,KAN,W 40-10,,0,0,,0,0,0,1.0,,,0,0,0
39,1998,1998-10-19,6,25.132,NWE,,NYJ,L 14-24,,,,,,,,,,,,,
40,1998,1998-10-25,7,25.138,NWE,@,MIA,L 9-12,,,,,,,,,,,,,
41,1998,1998-11-01,8,25.145,NWE,@,IND,W 21-16,,,,,,,,,,,,,
42,1998,1998-11-08,9,25.152,NWE,,ATL,L 10-41,,1,4,4.00,0,0,0,0.0,,,0,0,0
43,1998,1998-11-15,10,25.159,NWE,@,BUF,L 10-13,,,,,,,,,,,,,
44,1998,1998-11-23,11,25.167,NWE,,MIA,W 26-23,,,,,,,,,,,,,
