ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2002,2002-09-05,1,22.018,NYG,,SFO,L 13-16,*,7,3,44,14.67,0,42.9%,6.29,0,0,,0,0,0,0.0,,
2,2002,2002-09-15,2,22.028,NYG,@,STL,W 26-21,*,5,4,50,12.50,1,80.0%,10.00,0,0,,0,1,6,0.0,,
3,2002,2002-09-22,3,22.035,NYG,,SEA,W 9-6,*,9,4,48,12.00,0,44.4%,5.33,0,0,,0,0,0,0.0,,
4,2002,2002-09-29,4,22.042,NYG,@,ARI,L 7-21,*,7,4,56,14.00,0,57.1%,8.00,0,0,,0,0,0,0.0,,
5,2002,2002-10-06,5,22.049,NYG,@,DAL,W 21-17,*,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,0.0,,
6,2002,2002-10-28,7,22.071,NYG,@,PHI,L 3-17,,8,6,69,11.50,0,75.0%,8.63,0,0,,0,0,0,0.0,,
7,2002,2002-11-03,8,22.077,NYG,,JAX,W 24-17,*,4,2,24,12.00,0,50.0%,6.00,0,0,,0,0,0,0.0,,
8,2002,2002-11-10,9,22.084,NYG,@,MIN,W 27-20,*,9,3,19,6.33,0,33.3%,2.11,0,0,,0,0,0,0.0,,
9,2002,2002-11-17,10,22.091,NYG,,WAS,W 19-17,*,18,11,111,10.09,0,61.1%,6.17,0,0,,0,0,0,0.0,,
10,2002,2002-11-24,11,22.098,NYG,@,HOU,L 14-16,*,11,4,60,15.00,0,36.4%,5.45,0,0,,0,0,0,0.0,,
11,2002,2002-12-01,12,22.105,NYG,,TEN,L 29-32,*,10,7,71,10.14,0,70.0%,7.10,0,0,,0,0,0,0.0,,
12,2002,2002-12-08,13,22.112,NYG,@,WAS,W 27-21,*,10,5,89,17.80,0,50.0%,8.90,0,0,,0,0,0,0.0,,
13,2002,2002-12-15,14,22.119,NYG,,DAL,W 37-7,*,8,3,28,9.33,0,37.5%,3.50,0,0,,0,0,0,0.0,,
14,2002,2002-12-22,15,22.126,NYG,@,IND,W 44-27,*,8,7,116,16.57,0,87.5%,14.50,0,0,,0,0,0,0.0,,
15,2002,2002-12-28,16,22.132,NYG,,PHI,W 10-7,*,13,10,98,9.80,1,76.9%,7.54,0,0,,0,1,6,0.0,,
16,2003,2003-09-07,1,23.020,NYG,,STL,W 23-13,*,4,3,36,12.00,0,75.0%,9.00,0,0,,0,0,0,0.0,,
17,2003,2003-09-15,2,23.028,NYG,,DAL,L 32-35,*,8,2,8,4.00,1,25.0%,1.00,0,0,,0,1,6,0.0,,
18,2003,2003-09-21,3,23.034,NYG,@,WAS,W 24-21,*,8,5,65,13.00,0,62.5%,8.13,0,0,,0,0,0,0.0,,
19,2003,2003-10-05,4,23.048,NYG,,MIA,L 10-23,*,11,11,110,10.00,0,100.0%,10.00,0,0,,0,0,0,0.0,,
20,2003,2003-10-12,5,23.055,NYG,@,NWE,L 6-17,*,12,8,80,10.00,0,66.7%,6.67,0,0,,0,0,0,0.0,,
21,2003,2003-10-19,6,23.062,NYG,,PHI,L 10-14,*,8,5,23,4.60,1,62.5%,2.88,0,0,,0,1,6,0.0,,
22,2003,2003-10-26,7,23.069,NYG,@,MIN,W 29-17,*,5,3,81,27.00,0,60.0%,16.20,0,0,,0,0,0,0.0,,
23,2003,2003-11-02,8,23.076,NYG,@,NYJ,W 31-28,*,11,8,86,10.75,0,72.7%,7.82,0,0,,0,0,0,0.0,,
24,2003,2003-11-09,9,23.083,NYG,,ATL,L 7-27,*,3,3,46,15.33,0,100.0%,15.33,0,0,,0,0,0,0.0,,
25,2004,2004-09-12,1,24.025,NYG,@,PHI,L 17-31,*,4,2,39,19.50,0,50.0%,9.75,0,0,,0,0,0,0.0,,
26,2004,2004-09-19,2,24.032,NYG,,WAS,W 20-14,*,7,5,36,7.20,0,71.4%,5.14,0,0,,0,0,0,0.0,,
27,2004,2004-09-26,3,24.039,NYG,,CLE,W 27-10,*,7,5,41,8.20,0,71.4%,5.86,0,0,,0,0,0,0.0,,
28,2004,2004-10-03,4,24.046,NYG,@,GNB,W 14-7,*,6,5,74,14.80,1,83.3%,12.33,0,0,,0,1,6,0.0,,
29,2004,2004-10-10,5,24.053,NYG,@,DAL,W 26-10,*,7,5,44,8.80,1,71.4%,6.29,0,0,,0,1,6,0.0,,
30,2004,2004-10-24,6,24.067,NYG,,DET,L 13-28,*,4,2,25,12.50,0,50.0%,6.25,0,0,,0,0,0,0.0,,
31,2004,2004-10-31,7,24.074,NYG,@,MIN,W 34-13,*,4,3,60,20.00,0,75.0%,15.00,0,0,,0,0,0,0.0,,
32,2004,2004-11-07,8,24.081,NYG,,CHI,L 21-28,*,11,6,64,10.67,1,54.5%,5.82,0,0,,0,1,6,0.0,,
33,2004,2004-11-14,9,24.088,NYG,@,ARI,L 14-17,*,5,4,24,6.00,1,80.0%,4.80,0,0,,0,1,6,0.0,,
34,2004,2004-11-21,10,24.095,NYG,,ATL,L 10-14,*,11,5,45,9.00,1,45.5%,4.09,0,0,,0,1,6,0.0,,
35,2004,2004-11-28,11,24.102,NYG,,PHI,L 6-27,*,5,2,31,15.50,0,40.0%,6.20,0,0,,0,0,0,0.0,,
36,2004,2004-12-05,12,24.109,NYG,@,WAS,L 7-31,*,4,3,23,7.67,0,75.0%,5.75,0,0,,0,0,0,0.0,,
37,2004,2004-12-12,13,24.116,NYG,@,BAL,L 14-37,*,7,5,83,16.60,0,71.4%,11.86,0,0,,0,0,0,0.0,,
38,2004,2004-12-18,14,24.122,NYG,,PIT,L 30-33,*,5,3,13,4.33,1,60.0%,2.60,0,0,,0,1,6,0.0,,
39,2004,2004-12-26,15,24.130,NYG,@,CIN,L 22-23,*,10,6,64,10.67,0,60.0%,6.40,0,0,,0,0,0,0.0,,
40,2005,2005-09-11,1,25.024,NYG,,ARI,W 42-19,*,2,2,29,14.50,1,100.0%,14.50,0,0,,0,1,6,0.0,,
41,2005,2005-09-19,2,25.032,NYG,@,NOR,W 27-10,*,6,5,64,12.80,0,83.3%,10.67,0,0,,0,0,0,0.0,,
42,2005,2005-09-25,3,25.038,NYG,@,SDG,L 23-45,*,9,6,101,16.83,0,66.7%,11.22,0,0,,0,0,0,0.0,,
43,2005,2005-10-02,4,25.045,NYG,,STL,W 44-24,*,10,4,57,14.25,1,40.0%,5.70,0,0,,0,1,6,0.0,,
44,2005,2005-10-16,5,25.059,NYG,@,DAL,L 13-16,*,9,5,129,25.80,1,55.6%,14.33,0,0,,0,1,6,0.0,,
45,2005,2005-10-23,6,25.066,NYG,,DEN,W 24-23,*,7,3,44,14.67,0,42.9%,6.29,0,0,,0,0,0,0.0,,
46,2005,2005-10-30,7,25.073,NYG,,WAS,W 36-0,*,6,3,29,9.67,1,50.0%,4.83,0,0,,0,1,6,0.0,,
47,2005,2005-11-06,8,25.080,NYG,@,SFO,W 24-6,*,8,4,77,19.25,1,50.0%,9.63,0,0,,0,1,6,0.0,,
48,2005,2005-11-13,9,25.087,NYG,,MIN,L 21-24,*,9,5,55,11.00,0,55.6%,6.11,0,0,,0,0,0,0.0,,
49,2005,2005-11-20,10,25.094,NYG,,PHI,W 27-17,*,2,1,1,1.00,1,50.0%,0.50,0,0,,0,1,6,0.0,,
50,2005,2005-11-27,11,25.101,NYG,@,SEA,L 21-24,*,15,10,127,12.70,1,66.7%,8.47,0,0,,0,1,6,0.0,,
51,2005,2005-12-04,12,25.108,NYG,,DAL,W 17-10,*,6,2,20,10.00,0,33.3%,3.33,0,0,,0,0,0,0.0,,
52,2005,2005-12-11,13,25.115,NYG,@,PHI,W 26-23,*,19,10,107,10.70,0,52.6%,5.63,0,0,,0,0,0,0.0,,
53,2005,2005-12-17,14,25.121,NYG,,KAN,W 27-17,*,8,3,33,11.00,0,37.5%,4.13,0,0,,0,0,0,0.0,,
54,2005,2005-12-24,15,25.128,NYG,@,WAS,L 20-35,*,5,2,18,9.00,0,40.0%,3.60,0,0,,0,0,0,0.0,,
55,2006,2006-09-10,1,26.023,NYG,,IND,L 21-26,*,7,5,59,11.80,1,71.4%,8.43,0,0,,0,1,6,0.0,,
56,2006,2006-09-17,2,26.030,NYG,@,PHI,W 30-24,*,3,2,17,8.50,0,66.7%,5.67,0,0,,0,0,0,0.0,,
57,2006,2006-09-24,3,26.037,NYG,@,SEA,L 30-42,*,6,4,58,14.50,0,66.7%,9.67,0,0,,0,0,0,0.0,,
58,2006,2006-10-08,4,26.051,NYG,,WAS,W 19-3,*,4,1,13,13.00,0,25.0%,3.25,0,0,,0,0,0,0.0,,
59,2006,2006-10-15,5,26.058,NYG,@,ATL,W 27-14,*,6,6,55,9.17,2,100.0%,9.17,0,0,,0,2,12,0.0,,
60,2006,2006-10-23,6,26.066,NYG,@,DAL,W 36-22,*,5,2,23,11.50,1,40.0%,4.60,0,0,,0,1,6,0.0,,
61,2006,2006-10-29,7,26.072,NYG,,TAM,W 17-3,*,10,3,15,5.00,0,30.0%,1.50,0,0,,0,0,0,0.0,,
62,2006,2006-11-05,8,26.079,NYG,,HOU,W 14-10,*,10,8,66,8.25,1,80.0%,6.60,0,0,,0,1,6,0.0,,
63,2006,2006-11-12,9,26.086,NYG,,CHI,L 20-38,*,2,1,15,15.00,0,50.0%,7.50,0,0,,0,0,0,0.0,,
64,2006,2006-11-20,10,26.094,NYG,@,JAX,L 10-26,*,13,7,82,11.71,0,53.8%,6.31,0,0,,0,0,0,0.0,,
65,2006,2006-11-26,11,26.100,NYG,@,TEN,L 21-24,*,7,5,39,7.80,0,71.4%,5.57,0,0,,0,0,0,0.0,,
66,2006,2006-12-03,12,26.107,NYG,,DAL,L 20-23,*,9,6,65,10.83,1,66.7%,7.22,0,0,,0,1,6,0.0,,
67,2006,2006-12-10,13,26.114,NYG,@,CAR,W 27-13,*,12,6,49,8.17,1,50.0%,4.08,0,0,,0,1,6,0.0,,
68,2006,2006-12-17,14,26.121,NYG,,PHI,L 22-36,*,14,8,70,8.75,0,57.1%,5.00,0,0,,0,0,0,0.0,,
69,2006,2006-12-24,15,26.128,NYG,,NOR,L 7-30,*,7,2,-3,-1.50,0,28.6%,-0.43,0,0,,0,0,0,0.0,,
