ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,def_int,def_int_yds,def_int_td
73,2004,2004-12-26,15,27.180,IND,,SDG,W 34-31,*,,,,,,,,
74,2004,2005-01-02,16,27.187,IND,@,DEN,L 14-33,*,,,,,,,,
75,2005,2005-09-18,2,28.081,IND,,JAX,W 10-3,,0,0,,0,3.0,0,0,0
76,2005,2005-09-25,3,28.088,IND,,CLE,W 13-6,*,,,,,,,,
77,2005,2005-10-02,4,28.095,IND,@,TEN,W 31-10,*,,,,,,,,
78,2005,2005-10-09,5,28.102,IND,@,SFO,W 28-3,*,,,,,,,,
79,2005,2005-10-17,6,28.110,IND,,STL,W 45-28,*,,,,,,,,
80,2005,2005-10-23,7,28.116,IND,@,HOU,W 38-20,*,0,0,,0,0.5,0,0,0
81,2005,2005-11-07,8,28.131,IND,@,NWE,W 40-21,*,,,,,,,,
82,2005,2005-11-13,9,28.137,IND,,HOU,W 31-17,*,0,0,,0,1.0,0,0,0
83,2005,2005-11-20,10,28.144,IND,@,CIN,W 45-37,*,,,,,,,,
84,2005,2005-11-28,11,28.152,IND,,PIT,W 26-7,*,0,0,,0,1.0,0,0,0
85,2005,2005-12-04,12,28.158,IND,,TEN,W 35-3,*,,,,,,,,
86,2005,2005-12-11,13,28.165,IND,@,JAX,W 26-18,*,,,,,,,,
87,2005,2005-12-18,14,28.172,IND,,SDG,L 17-26,*,,,,,,,,
88,2006,2006-09-10,1,29.073,IND,@,NYG,W 26-21,*,,,,,,,,
89,2006,2006-09-17,2,29.080,IND,,HOU,W 43-24,*,,,,,,,,
90,2006,2006-09-24,3,29.087,IND,,JAX,W 21-14,*,,,,,,,,
91,2006,2006-10-01,4,29.094,IND,@,NYJ,W 31-28,*,0,0,,0,1.0,0,0,0
92,2006,2006-10-08,5,29.101,IND,,TEN,W 14-13,*,,,,,,,,
93,2007,2007-09-09,1,30.072,PHI,@,GNB,L 13-16,,0,0,,0,1.0,0,0,0
94,2007,2007-09-17,2,30.080,PHI,,WAS,L 12-20,,1,14,14.00,0,0.0,0,0,0
95,2007,2007-09-23,3,30.086,PHI,,DET,W 56-21,,,,,,,,,
96,2007,2007-09-30,4,30.093,PHI,@,NYG,L 3-16,,,,,,,,,
97,2007,2007-10-14,5,30.107,PHI,@,NYJ,W 16-9,,,,,,,,,
98,2007,2007-10-28,7,30.121,PHI,@,MIN,W 23-16,,,,,,,,,
99,2007,2007-12-16,14,30.170,PHI,@,DAL,W 10-6,,,,,,,,,
