ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1976,1976-09-13,1,21.291,MIA,@,BUF,W 30-21,2,23,11.50,0,0,0,,0,2,85,42.50,0,3,39,13.00,0,0,0
2,1976,1976-09-19,2,21.297,MIA,@,NWE,L 14-30,1,18,18.00,0,0,0,,0,3,74,24.67,0,2,17,8.50,0,0,0
3,1976,1976-09-26,3,21.304,MIA,,NYJ,W 16-0,1,16,16.00,0,0,0,,0,0,0,,0,2,0,0.00,0,0,0
4,1976,1976-10-17,6,21.325,MIA,,KAN,L 17-20,0,0,,0,0,0,,0,2,44,22.00,0,0,0,,0,0,0
5,1976,1976-10-24,7,21.332,MIA,@,TAM,W 23-20,0,0,,0,0,0,,0,4,112,28.00,0,2,23,11.50,0,0,0
6,1976,1976-10-31,8,21.339,MIA,,NWE,W 10-3,0,0,,0,0,0,,0,1,28,28.00,0,0,0,,0,0,0
7,1976,1976-11-07,9,21.346,MIA,@,NYJ,W 27-7,3,38,12.67,0,0,0,,0,1,69,69.00,0,0,0,,0,0,0
8,1976,1976-11-14,10,21.353,MIA,@,PIT,L 3-14,2,40,20.00,0,0,0,,0,1,25,25.00,0,0,0,,0,0,0
9,1976,1976-11-22,11,21.361,MIA,,BAL,L 16-17,5,116,23.20,0,0,0,,0,1,27,27.00,0,0,0,,0,0,0
10,1976,1976-11-28,12,22.001,MIA,@,CLE,L 13-17,5,52,10.40,0,0,0,,0,0,0,,0,0,0,,0,0,0
11,1976,1976-12-05,13,22.008,MIA,,BUF,W 45-27,2,66,33.00,1,0,0,,0,2,95,47.50,0,0,0,,0,1,6
12,1976,1976-12-11,14,22.014,MIA,,MIN,L 7-29,1,3,3.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
13,1977,1977-09-18,1,22.295,MIA,@,BUF,W 13-0,2,26,13.00,0,0,0,,0,1,31,31.00,0,0,0,,0,0,0
