ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2016,2016-09-11,1,21.358,ARI,,NWE,L 21-23,,0,0,0.0,0,0
2,2016,2016-10-17,6,22.028,ARI,,NYJ,W 28-3,,0,0,0.0,0,0
3,2016,2016-10-23,7,22.034,ARI,,SEA,T 6-6,,0,0,0.0,0,0
4,2016,2016-10-30,8,22.041,ARI,@,CAR,L 20-30,,0,0,0.0,0,1
5,2016,2016-12-18,14,22.090,ARI,,NOR,L 41-48,,0,0,0.0,0,0
6,2016,2016-12-24,15,22.096,ARI,@,SEA,W 34-31,,0,0,0.0,0,0
7,2017,2017-09-17,2,22.363,ARI,@,IND,W 16-13,,0,0,0.0,0,0
8,2017,2017-09-25,3,23.006,ARI,,DAL,L 17-28,,0,0,0.0,0,1
9,2017,2017-10-22,7,23.033,ARI,@,LAR,L 0-33,,0,0,0.0,2,0
10,2017,2017-11-05,8,23.047,ARI,@,SFO,W 20-10,,0,0,0.0,1,0
11,2017,2017-11-09,9,23.051,ARI,,SEA,L 16-22,,0,0,0.0,0,0
12,2017,2017-11-19,10,23.061,ARI,@,HOU,L 21-31,,0,0,0.0,0,4
13,2017,2017-11-26,11,23.068,ARI,,JAX,W 27-24,,0,0,0.0,0,0
14,2017,2017-12-03,12,23.075,ARI,,LAR,L 16-32,,0,0,0.0,0,0
15,2017,2017-12-10,13,23.082,ARI,,TEN,W 12-7,,0,0,0.0,0,0
16,2017,2017-12-17,14,23.089,ARI,@,WAS,L 15-20,,0,0,0.0,0,1
17,2017,2017-12-24,15,23.096,ARI,,NYG,W 23-0,,1,6,0.0,0,0
18,2017,2017-12-31,16,23.103,ARI,@,SEA,W 26-24,,0,0,0.0,1,1
19,2018,2018-09-09,1,23.355,ARI,,WAS,L 6-24,*,0,0,1.0,3,0
20,2018,2018-09-16,2,23.362,ARI,@,LAR,L 0-34,*,0,0,0.0,2,3
21,2018,2018-09-23,3,24.004,ARI,,CHI,L 14-16,*,0,0,1.0,2,0
