ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1987,1987-09-13,1,22.141,PIT,,SFO,W 30-17,0,0,,0
2,1987,1987-09-20,2,22.148,PIT,@,CLE,L 10-34,0,0,,0
3,1987,1987-10-25,6,22.183,PIT,,CIN,W 23-20,0,0,,0
4,1987,1987-11-01,7,22.190,PIT,@,MIA,L 24-35,0,0,,0
5,1987,1987-11-08,8,22.197,PIT,@,KAN,W 17-16,0,0,,0
6,1987,1987-11-15,9,22.204,PIT,,HOU,L 3-23,1,4,4.00,0
7,1987,1987-11-22,10,22.211,PIT,@,CIN,W 30-16,0,0,,0
8,1987,1987-11-29,11,22.218,PIT,,NOR,L 16-20,0,0,,0
9,1987,1987-12-06,12,22.225,PIT,,SEA,W 13-9,0,0,,0
10,1987,1987-12-13,13,22.232,PIT,@,SDG,W 20-16,0,0,,0
11,1987,1987-12-20,14,22.239,PIT,@,HOU,L 16-24,0,0,,0
12,1987,1987-12-26,15,22.245,PIT,,CLE,L 13-19,1,6,6.00,0
