ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1988,1988-09-04,1,22.311,DEN,,SEA,L 14-21,0,0,,0,,,,
2,1988,1988-09-11,2,22.318,DEN,,SDG,W 34-3,0,0,,0,,,,
3,1988,1988-09-18,3,22.325,DEN,@,KAN,L 13-20,0,0,,0,,,,
4,1988,1988-09-26,4,22.333,DEN,,RAI,L 27-30,0,0,,0,,,,
5,1988,1988-10-02,5,22.339,DEN,@,SDG,W 12-0,0,0,,0,,,,
6,1988,1988-10-09,6,22.346,DEN,@,SFO,W 16-13,0,0,,0,,,,
7,1988,1988-10-16,7,22.353,DEN,,ATL,W 30-14,0,0,,0,,,,
8,1988,1988-10-23,8,22.360,DEN,@,PIT,L 21-39,0,0,,0,,,,
9,1988,1988-10-31,9,23.002,DEN,@,IND,L 23-55,1,4,4.00,0,0,0,,0
10,1988,1988-11-06,10,23.008,DEN,,KAN,W 17-11,0,0,,0,,,,
11,1988,1988-11-13,11,23.015,DEN,,CLE,W 30-7,0,0,,0,,,,
12,1988,1988-11-20,12,23.022,DEN,@,NOR,L 0-42,0,0,,0,,,,
13,1988,1988-11-27,13,23.029,DEN,,RAM,W 35-24,0,0,,0,,,,
14,1988,1988-12-04,14,23.036,DEN,@,RAI,L 20-21,0,0,,0,,,,
15,1988,1988-12-11,15,23.043,DEN,@,SEA,L 14-42,0,0,,0,,,,
16,1988,1988-12-17,16,23.049,DEN,,NWE,W 21-10,0,0,,0,,,,
17,1989,1989-09-10,1,23.316,DEN,,KAN,W 34-20,2,11,5.50,0,0,0,,0
18,1989,1989-09-18,2,23.324,DEN,@,BUF,W 28-14,0,0,,0,,,,
19,1989,1989-09-24,3,23.330,DEN,,RAI,W 31-21,1,2,2.00,0,0,0,,0
20,1989,1989-10-01,4,23.337,DEN,@,CLE,L 13-16,0,0,,0,,,,
21,1989,1989-10-08,5,23.344,DEN,,SDG,W 16-10,0,0,,0,,,,
22,1989,1989-10-15,6,23.351,DEN,,IND,W 14-3,0,0,,0,,,,
23,1989,1989-10-22,7,23.358,DEN,@,SEA,W 24-21,0,0,,0,,,,
24,1989,1989-10-29,8,24.000,DEN,,PHI,L 24-28,0,0,,0,,,,
25,1989,1989-11-05,9,24.007,DEN,,PIT,W 34-7,0,0,,0,,,,
26,1989,1989-11-12,10,24.014,DEN,@,KAN,W 16-13,0,0,,0,,,,
27,1989,1989-11-20,11,24.022,DEN,@,WAS,W 14-10,0,0,,0,,,,
28,1989,1989-11-26,12,24.028,DEN,,SEA,W 41-14,0,0,,0,,,,
29,1989,1989-12-03,13,24.035,DEN,@,RAI,L 13-16,0,0,,0,,,,
30,1989,1989-12-10,14,24.042,DEN,,NYG,L 7-14,0,0,,0,,,,
31,1989,1989-12-16,15,24.048,DEN,@,PHO,W 37-0,0,0,,0,,,,
32,1989,1989-12-24,16,24.056,DEN,@,SDG,L 16-19,0,0,,0,,,,
33,1990,1990-12-30,16,25.062,NYJ,@,TAM,W 16-14,,,,,,,,
34,1991,1991-10-13,7,25.349,NYJ,,HOU,L 20-23,,,,,0,0,,0
35,1991,1991-10-20,8,25.356,NYJ,@,IND,W 17-6,0,0,,0,1,4,4.00,0
36,1991,1991-11-03,9,26.005,NYJ,,GNB,W 19-16,,,,,0,0,,0
37,1991,1991-11-10,10,26.012,NYJ,,IND,L 27-28,,,,,0,0,,0
38,1991,1991-11-17,11,26.019,NYJ,@,NWE,W 28-21,,,,,0,0,,0
39,1991,1991-12-08,14,26.040,NYJ,@,DET,L 20-34,,,,,0,0,,0
40,1991,1991-12-15,15,26.047,NYJ,,NWE,L 3-6,,,,,0,0,,0
41,1991,1991-12-22,16,26.054,NYJ,@,MIA,W 23-20,,,,,0,0,,0
