ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1971,1971-12-05,12,24.115,DEN,,CHI,W 6-3,,,,,,,,,
2,1971,1971-12-12,13,24.122,DEN,@,SDG,L 17-45,3,46,15.33,0,0,0,0,0,0
3,1971,1971-12-19,14,24.129,DEN,@,OAK,L 13-21,1,34,34.00,0,0,0,0,0,0
4,1972,1972-09-17,1,25.036,DEN,,HOU,W 30-17,,,,,,,,,
5,1972,1972-09-24,2,25.043,DEN,@,SDG,L 14-37,6,201,33.50,1,1,6,1,20,0
6,1972,1972-10-01,3,25.050,DEN,,KAN,L 24-45,,,,,,,,,
7,1972,1972-10-08,4,25.057,DEN,@,CIN,L 10-21,,,,,,,,,
8,1972,1972-10-15,5,25.064,DEN,,MIN,L 20-23,2,38,19.00,0,0,0,0,0,0
9,1972,1972-10-22,6,25.071,DEN,@,OAK,W 30-23,2,114,57.00,0,0,0,0,0,0
10,1972,1972-10-29,7,25.078,DEN,,CLE,L 20-27,4,101,25.25,0,0,0,0,0,0
11,1972,1972-11-05,8,25.085,DEN,@,NYG,L 17-29,2,35,17.50,0,0,0,0,0,0
12,1972,1972-11-12,9,25.092,DEN,@,RAM,W 16-10,1,14,14.00,0,0,0,0,0,0
13,1972,1972-11-19,10,25.099,DEN,,OAK,L 20-37,4,80,20.00,0,0,0,0,0,0
14,1972,1972-11-26,11,25.106,DEN,@,ATL,L 20-23,2,34,17.00,0,0,0,0,0,0
15,1972,1972-12-03,12,25.113,DEN,@,KAN,L 21-24,2,39,19.50,0,0,0,0,0,0
16,1972,1972-12-10,13,25.120,DEN,,SDG,W 38-13,2,48,24.00,0,0,0,0,0,0
17,1972,1972-12-17,14,25.127,DEN,,NWE,W 45-21,2,52,26.00,0,0,0,0,0,0
18,1973,1973-09-16,1,26.035,DEN,,CIN,W 28-10,,,,,,,,,
19,1973,1973-09-23,2,26.042,DEN,,SFO,L 34-36,,,,,,,,,
20,1973,1973-09-30,3,26.049,DEN,,CHI,L 14-33,1,22,22.00,0,0,0,0,0,0
21,1973,1973-10-07,4,26.056,DEN,@,KAN,L 14-16,,,,,,,,,
22,1973,1973-10-14,5,26.063,DEN,@,HOU,W 48-20,,,,,,,,,
23,1973,1973-10-22,6,26.071,DEN,,OAK,T 23-23,,,,,,,,,
24,1973,1973-10-28,7,26.077,DEN,@,NYJ,W 40-28,,,,,,,,,
25,1973,1973-11-04,8,26.084,DEN,@,STL,T 17-17,,,,,,,,,
26,1973,1973-12-09,13,26.119,DEN,@,SDG,W 42-28,,,,,,,,,
27,1974,1974-09-15,1,27.034,CHI,,DET,W 17-9,,,,,,,,,
28,1974,1974-09-22,2,27.041,CHI,,NYJ,L 21-23,,,,,,,,,
29,1974,1974-09-29,3,27.048,CHI,@,MIN,L 7-11,,,,,,,,,
30,1974,1974-10-06,4,27.055,CHI,,NOR,W 24-10,,,,,,,,,
31,1974,1974-10-13,5,27.062,CHI,@,ATL,L 10-13,,,,,,,,,
32,1974,1974-10-21,6,27.070,CHI,,GNB,W 10-9,,,,,,,,,
33,1974,1974-10-27,7,27.076,CHI,@,BUF,L 6-16,,,,,,,,,
34,1974,1974-11-03,8,27.083,CHI,,MIN,L 0-17,,,,,,,,,
35,1974,1974-11-10,9,27.090,CHI,@,GNB,L 3-20,,,,,,,,,
36,1974,1974-11-17,10,27.097,CHI,,SFO,L 0-34,,,,,,,,,
37,1974,1974-11-24,11,27.104,CHI,@,DET,L 17-34,,,,,,,,,
38,1974,1974-12-01,12,27.111,CHI,,NYG,W 16-13,0,0,,0,0,0,1,23,0
39,1974,1974-12-08,13,27.118,CHI,@,SDG,L 21-28,0,0,,0,0,0,1,33,0
40,1974,1974-12-15,14,27.125,CHI,@,WAS,L 0-42,,,,,,,,,
