ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,2004,2004-09-12,1,23.037,STL,,ARI,W 17-10,
2,2004,2004-10-03,4,23.058,STL,@,SFO,W 24-14,
3,2004,2004-10-10,5,23.065,STL,@,SEA,W 33-27,
4,2004,2004-10-24,7,23.079,STL,@,MIA,L 14-31,
5,2004,2004-11-07,8,23.093,STL,,NWE,L 22-40,*
6,2004,2004-11-14,9,23.100,STL,,SEA,W 23-12,
7,2004,2004-11-21,10,23.107,STL,@,BUF,L 17-37,*
8,2004,2004-11-29,11,23.115,STL,@,GNB,L 17-45,
9,2004,2004-12-05,12,23.121,STL,,SFO,W 16-6,
10,2004,2004-12-12,13,23.128,STL,@,CAR,L 7-20,
11,2004,2004-12-19,14,23.135,STL,@,ARI,L 7-31,
12,2004,2004-12-27,15,23.143,STL,,PHI,W 20-7,
13,2004,2005-01-02,16,23.149,STL,,NYJ,W 32-29,
14,2005,2005-09-11,1,24.036,STL,@,SFO,L 25-28,
15,2005,2005-09-18,2,24.043,STL,@,ARI,W 17-12,
16,2005,2005-09-25,3,24.050,STL,,TEN,W 31-27,
17,2005,2005-10-02,4,24.057,STL,@,NYG,L 24-44,
18,2005,2005-10-09,5,24.064,STL,,SEA,L 31-37,
19,2005,2005-10-17,6,24.072,STL,@,IND,L 28-45,
20,2005,2005-10-23,7,24.078,STL,,NOR,W 28-17,
21,2005,2005-10-30,8,24.085,STL,,JAX,W 24-21,
22,2005,2005-11-13,9,24.099,STL,@,SEA,L 16-31,
23,2005,2005-11-20,10,24.106,STL,,ARI,L 28-38,
24,2005,2005-11-27,11,24.113,STL,@,HOU,W 33-27,*
25,2005,2005-12-04,12,24.120,STL,,WAS,L 9-24,*
26,2005,2005-12-11,13,24.127,STL,@,MIN,L 13-27,
27,2005,2005-12-18,14,24.134,STL,,PHI,L 16-17,*
28,2005,2005-12-24,15,24.140,STL,,SFO,L 20-24,*
29,2005,2006-01-01,16,24.148,STL,@,DAL,W 20-10,*
