ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
1,1991,1991-11-24,13,24.051,MIN,,DET,L 14-34,,,,,
2,1993,1993-09-05,1,25.336,HOU,@,NOR,L 21-33,,,,,
3,1993,1993-09-12,2,25.343,HOU,,KAN,W 30-0,,,,,
4,1993,1993-09-19,3,25.350,HOU,@,SDG,L 17-18,,,,,
5,1993,1993-09-26,4,25.357,HOU,,RAM,L 13-28,,,,,
6,1993,1993-10-11,5,26.007,HOU,@,BUF,L 7-35,,,,,
7,1993,1993-10-17,6,26.013,HOU,@,NWE,W 28-14,,,,,
8,1993,1993-10-24,7,26.020,HOU,,CIN,W 28-12,,,,,
9,1993,1993-11-07,8,26.034,HOU,,SEA,W 24-14,,,,,
10,1993,1993-11-21,10,26.048,HOU,@,CLE,W 27-20,,,,,
11,1993,1993-12-05,12,26.062,HOU,,ATL,W 33-17,0,0,,0,1.0
12,1993,1993-12-12,13,26.069,HOU,,CLE,W 19-17,,,,,
13,1993,1993-12-19,14,26.076,HOU,@,PIT,W 26-17,,,,,
14,1993,1993-12-25,15,26.082,HOU,@,SFO,W 10-7,,,,,
15,1993,1994-01-02,16,26.090,HOU,,NYJ,W 24-0,,,,,
16,1994,1994-09-04,1,26.335,HOU,@,IND,L 21-45,1,9,9.00,0,0.0
17,1994,1994-09-11,2,26.342,HOU,@,DAL,L 17-20,0,0,,0,
18,1994,1994-09-25,4,26.356,HOU,,CIN,W 20-13,0,0,,0,
19,1994,1994-10-03,5,26.364,HOU,@,PIT,L 14-30,0,0,,0,
20,1994,1994-10-13,6,27.009,HOU,,CLE,L 8-11,0,0,,0,
21,1994,1994-10-24,7,27.020,HOU,@,PHI,L 6-21,0,0,,0,
22,1994,1994-10-30,8,27.026,HOU,@,RAI,L 14-17,0,0,,0,
23,1994,1994-11-06,9,27.033,HOU,,PIT,L 9-12,0,0,,0,
24,1994,1994-11-13,10,27.040,HOU,@,CIN,L 31-34,0,0,,0,
25,1994,1994-11-21,11,27.048,HOU,,NYG,L 10-13,1,0,0.00,0,0.0
26,1994,1994-11-27,12,27.054,HOU,@,CLE,L 10-34,0,0,,0,
27,1994,1994-12-04,13,27.061,HOU,,ARI,L 12-30,0,0,,0,
28,1994,1994-12-11,14,27.068,HOU,,SEA,L 14-16,0,0,,0,
29,1994,1994-12-18,15,27.075,HOU,@,KAN,L 9-31,0,0,,0,
