ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1960,1960-09-23,3,23.028,BUF,@,BOS,W 13-0,2,24,12.00,0,0,0,,0,0,0
2,1960,1960-10-02,4,23.037,BUF,,LAC,L 10-24,2,18,9.00,0,0,0,,0,0,0
3,1960,1960-10-16,5,23.051,BUF,,NYT,L 13-17,2,19,9.50,0,0,0,,0,0,0
4,1960,1960-10-23,6,23.058,BUF,,OAK,W 38-9,1,5,5.00,0,0,0,,0,0,0
5,1960,1960-10-30,7,23.065,BUF,,HOU,W 25-24,2,32,16.00,0,0,0,,0,0,0
6,1960,1960-11-20,10,23.086,BUF,@,LAC,W 32-3,2,66,33.00,1,0,0,,0,1,6
7,1960,1960-12-04,12,23.100,BUF,,BOS,W 38-14,1,30,30.00,1,0,0,,0,1,6
8,1960,1960-12-11,13,23.107,BUF,@,HOU,L 23-31,4,73,18.25,2,0,0,,0,2,12
9,1960,1960-12-18,14,23.114,BUF,@,DTX,L 7-24,1,12,12.00,0,1,24,24.00,0,0,0
10,1961,1961-09-17,2,24.022,BUF,,NYT,W 41-31,1,16,16.00,0,0,0,,0,0,0
