ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,def_int,def_int_yds,def_int_td
1,1972,1972-10-15,5,22.129,HOU,@,PIT,L 7-24,,,
2,1972,1972-10-22,6,22.136,HOU,,CLE,L 17-23,,,
3,1972,1972-10-29,7,22.143,HOU,@,CIN,L 7-30,,,
4,1972,1972-11-05,8,22.150,HOU,@,CLE,L 0-20,,,
5,1972,1972-11-12,9,22.157,HOU,,PHI,L 17-18,,,
6,1972,1972-11-19,10,22.164,HOU,,GNB,L 10-23,,,
7,1972,1972-11-26,11,22.171,HOU,@,SDG,L 20-34,,,
8,1972,1972-12-03,12,22.178,HOU,@,ATL,L 10-20,,,
9,1972,1972-12-10,13,22.185,HOU,,PIT,L 3-9,,,
10,1972,1972-12-17,14,22.192,HOU,,CIN,L 17-61,,,
11,1973,1973-10-14,5,23.128,BUF,,BAL,W 31-13,,,
12,1973,1973-10-21,6,23.135,BUF,@,MIA,L 6-27,,,
13,1973,1973-10-29,7,23.143,BUF,,KAN,W 23-14,,,
14,1973,1973-11-04,8,23.149,BUF,@,NOR,L 0-13,,,
15,1973,1973-11-11,9,23.156,BUF,,CIN,L 13-16,,,
16,1973,1973-11-18,10,23.163,BUF,,MIA,L 0-17,,,
17,1973,1973-11-25,11,23.170,BUF,@,BAL,W 24-17,,,
18,1973,1973-12-02,12,23.177,BUF,@,ATL,W 17-6,,,
19,1973,1973-12-09,13,23.184,BUF,,NWE,W 37-13,,,
20,1973,1973-12-16,14,23.191,BUF,@,NYJ,W 34-14,,,
21,1974,1974-09-16,1,24.100,BUF,,OAK,W 21-20,,,
22,1974,1974-09-22,2,24.106,BUF,,MIA,L 16-24,,,
23,1974,1974-09-29,3,24.113,BUF,,NYJ,W 16-12,1,33,0
24,1974,1974-10-06,4,24.120,BUF,@,GNB,W 27-7,,,
25,1974,1974-10-13,5,24.127,BUF,@,BAL,W 27-14,,,
26,1974,1974-10-20,6,24.134,BUF,,NWE,W 30-28,,,
27,1975,1975-09-21,1,25.105,NYJ,@,BUF,L 14-42,,,
28,1975,1975-09-28,2,25.112,NYJ,@,KAN,W 30-24,,,
29,1975,1975-10-05,3,25.119,NYJ,,NWE,W 36-7,,,
30,1975,1975-10-12,4,25.126,NYJ,@,MIN,L 21-29,,,
31,1975,1975-11-09,8,25.154,NYJ,@,MIA,L 7-27,,,
32,1975,1975-11-16,9,25.161,NYJ,@,BAL,L 19-52,,,
33,1975,1975-11-23,10,25.168,NYJ,,STL,L 6-37,,,
34,1975,1975-11-30,11,25.175,NYJ,,PIT,L 7-20,,,
35,1975,1975-12-07,12,25.182,NYJ,@,NWE,W 30-28,,,
36,1975,1975-12-15,13,25.190,NYJ,@,SDG,L 16-24,,,
37,1975,1975-12-21,14,25.196,NYJ,,DAL,L 21-31,,,
