ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1975,1975-09-29,2,23.060,GNB,@,DEN,L 13-23,,,,,,,,,,,,,,,,
2,1975,1975-10-05,3,23.066,GNB,,MIA,L 7-31,,,,,,,,,,,,,,,,
3,1975,1975-10-12,4,23.073,GNB,@,NOR,L 19-20,,,,,,,,,,,,,,,,
4,1975,1975-10-19,5,23.080,GNB,@,DAL,W 19-17,,,,,,,,,,,,,,,,
5,1975,1975-10-26,6,23.087,GNB,,PIT,L 13-16,,,,,,,,,,,,,,,,
6,1975,1975-11-02,7,23.094,GNB,,MIN,L 17-28,,,,,,,,,,,,,,,,
7,1975,1975-11-09,8,23.101,GNB,@,CHI,L 14-27,,3,4,75.00,63,1,0,156.2,0,0,15.75,20.75,0,0,,0
8,1975,1975-11-16,9,23.108,GNB,@,DET,L 10-13,,,,,,,,,,,,,,,,
9,1975,1975-11-23,10,23.115,GNB,,NYG,W 40-14,,,,,,,,,,,,,,,,
10,1975,1975-11-30,11,23.122,GNB,,CHI,W 28-7,,,,,,,,,,,,,,,,
11,1975,1975-12-07,12,23.129,GNB,@,MIN,L 3-24,,,,,,,,,,,,,,,,
12,1975,1975-12-14,13,23.136,GNB,@,RAM,L 5-22,,,,,,,,,,,,,,,,
13,1975,1975-12-21,14,23.143,GNB,,ATL,W 22-13,,,,,,,,,,,,,,,,
14,1976,1976-09-12,1,24.043,GNB,,SFO,L 14-26,,,,,,,,,,,,,,,,
15,1976,1976-09-26,3,24.057,GNB,@,CIN,L 7-28,,0,3,0.00,0,0,1,0.0,0,0,0.00,-15.00,0,0,,0
16,1976,1976-10-03,4,24.064,GNB,,DET,W 24-14,,,,,,,,,,,,,,,,
17,1976,1976-10-10,5,24.071,GNB,,SEA,W 27-20,,0,0,,0,0,0,,0,0,,,1,11,11.00,0
18,1976,1976-10-17,6,24.078,GNB,,PHI,W 28-13,,,,,,,,,,,,,,,,
19,1976,1976-10-24,7,24.085,GNB,@,OAK,L 14-18,,,,,,,,,,,,,,,,
20,1976,1976-10-31,8,24.092,GNB,@,DET,L 6-27,,1,1,100.00,9,0,0,104.2,0,0,9.00,9.00,0,0,,0
21,1976,1976-11-07,9,24.099,GNB,,NOR,W 32-27,,,,,,,,,,,,,,,,
22,1976,1976-11-14,10,24.106,GNB,@,CHI,L 13-24,,2,4,50.00,24,0,0,68.7,0,0,6.00,6.00,0,0,,0
23,1976,1976-11-21,11,24.113,GNB,,MIN,L 10-17,*,11,25,44.00,82,0,3,12.8,0,0,3.28,-2.12,5,11,2.20,0
24,1976,1976-11-28,12,24.120,GNB,,CHI,L 10-16,*,5,17,29.41,125,1,2,37.7,0,0,7.35,3.24,4,22,5.50,0
25,1976,1976-12-05,13,24.127,GNB,@,MIN,L 9-20,*,7,24,29.17,93,1,0,57.1,0,0,3.88,4.71,2,5,2.50,0
26,1976,1976-12-12,14,24.134,GNB,@,ATL,W 24-20,,,,,,,,,,,,,,,,
