ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1990,1990-09-09,1,23.084,MIA,@,NWE,W 27-24,,,,,,,,,0,0,,0
2,1990,1990-09-16,2,23.091,MIA,,BUF,W 30-7,,,,,,,,,0,0,,0
3,1990,1990-09-23,3,23.098,MIA,@,NYG,L 3-20,,,0,0,,0,,,1,9,9.00,0
4,1990,1990-09-30,4,23.105,MIA,@,PIT,W 28-6,,,,,,,,,0,0,,0
5,1990,1990-10-28,7,23.133,MIA,@,IND,W 27-7,,,,,,,,,0,0,,0
6,1990,1990-11-04,8,23.140,MIA,,PHO,W 23-3,,,,,,,,,0,0,,0
7,1990,1990-11-11,9,23.147,MIA,@,NYJ,W 17-3,,,,,,,,,0,0,,0
8,1990,1990-11-19,10,23.155,MIA,,RAI,L 10-13,,,,,,,,,0,0,,0
9,1990,1990-11-25,11,23.161,MIA,@,CLE,W 30-13,,,,,,,,,0,0,,0
10,1990,1990-12-02,12,23.168,MIA,@,WAS,L 20-42,,,,,,,,,0,0,,0
11,1990,1990-12-09,13,23.175,MIA,,PHI,W 23-20,,,,,,,,,0,0,,0
12,1990,1990-12-16,14,23.182,MIA,,SEA,W 24-17,,,,,,,,,0,0,,0
13,1990,1990-12-23,15,23.189,MIA,@,BUF,L 14-24,,,,,,,,,0,0,,0
14,1990,1990-12-30,16,23.196,MIA,,IND,W 23-17,,,,,,,,,0,0,,0
15,1991,1991-09-01,1,24.076,MIA,@,BUF,L 31-35,,,0,0,,0,,,,,,
16,1991,1991-09-08,2,24.083,MIA,,IND,W 17-6,,,0,0,,0,,,,,,
17,1991,1991-09-15,3,24.090,MIA,@,DET,L 13-17,,,0,0,,0,,,,,,
18,1991,1991-09-22,4,24.097,MIA,,GNB,W 16-13,,,0,0,,0,,,,,,
19,1991,1991-09-29,5,24.104,MIA,@,NYJ,L 23-41,,,1,9,9.00,0,,,0,0,,0
20,1991,1991-10-06,6,24.111,MIA,@,NWE,W 20-10,,,0,0,,0,,,,,,
21,1991,1991-11-18,11,24.154,MIA,,BUF,L 27-41,,,0,0,,0,,,,,,
22,1991,1991-11-24,12,24.160,MIA,@,CHI,W 16-13,,,0,0,,0,,,,,,
23,1991,1991-12-01,13,24.167,MIA,,TAM,W 33-14,,,0,0,,0,,,,,,
24,1991,1991-12-09,14,24.175,MIA,,CIN,W 37-13,,,0,0,,0,,,,,,
25,1991,1991-12-15,15,24.181,MIA,@,SDG,L 30-38,,,0,0,,0,,,,,,
26,1991,1991-12-22,16,24.188,MIA,,NYJ,L 20-23,,,0,0,,0,,,,,,
27,1992,1992-09-14,1,25.089,MIA,@,CLE,W 27-23,,,,,,,0.0%,,,,,
28,1992,1992-09-20,2,25.095,MIA,,RAM,W 26-10,,,,,,,0.0%,,,,,
29,1992,1992-09-27,3,25.102,MIA,@,SEA,W 19-17,,,,,,,0.0%,,,,,
30,1992,1992-10-04,4,25.109,MIA,@,BUF,W 37-10,,,,,,,0.0%,,,,,
31,1992,1992-10-11,5,25.116,MIA,,ATL,W 21-17,,,,,,,0.0%,,,,,
32,1992,1992-10-18,6,25.123,MIA,,NWE,W 38-17,,,,,,,0.0%,,,,,
33,1992,1992-10-25,7,25.130,MIA,,IND,L 20-31,,,,,,,0.0%,,,,,
34,1992,1992-11-01,8,25.137,MIA,@,NYJ,L 14-26,,,,,,,0.0%,,,,,
35,1992,1992-11-08,9,25.144,MIA,@,IND,W 28-0,,,,,,,0.0%,,,,,
36,1992,1992-11-16,10,25.152,MIA,,BUF,L 20-26,,,,,,,0.0%,,,,,
37,1992,1992-11-22,11,25.158,MIA,,HOU,W 19-16,,,,,,,0.0%,,,,,
38,1992,1992-11-29,12,25.165,MIA,@,NOR,L 13-24,,,,,,,0.0%,,,,,
39,1992,1992-12-06,13,25.172,MIA,@,SFO,L 3-27,,,,,,,0.0%,,,,,
40,1992,1992-12-14,14,25.180,MIA,,RAI,W 20-7,,,,,,,0.0%,,,,,
41,1992,1992-12-20,15,25.186,MIA,,NYJ,W 19-17,,,,,,,0.0%,,,,,
42,1992,1992-12-27,16,25.193,MIA,@,NWE,W 16-13,,,,,,,0.0%,,,,,
43,1993,1993-09-05,1,26.080,MIA,@,IND,W 24-20,,,,,,,0.0%,,,,,
44,1993,1993-09-12,2,26.087,MIA,,NYJ,L 14-24,,,,,,,0.0%,,,,,
45,1993,1993-09-26,3,26.101,MIA,@,BUF,W 22-13,,,,,,,0.0%,,,,,
46,1993,1993-10-04,4,26.109,MIA,,WAS,W 17-10,,,,,,,0.0%,,,,,
47,1993,1993-10-10,5,26.115,MIA,@,CLE,W 24-14,,,,,,,0.0%,,,,,
48,1993,1993-10-24,6,26.129,MIA,,IND,W 41-27,,,,,,,0.0%,,,,,
49,1993,1993-10-31,7,26.136,MIA,,KAN,W 30-10,,,,,,,0.0%,,,,,
50,1993,1993-11-07,8,26.143,MIA,@,NYJ,L 10-27,,,,,,,0.0%,,,,,
51,1993,1993-11-14,9,26.150,MIA,@,PHI,W 19-14,,,,,,,0.0%,,,,,
52,1993,1993-11-21,10,26.157,MIA,,NWE,W 17-13,,,,,,,0.0%,,,,,
53,1993,1993-11-25,11,26.161,MIA,@,DAL,W 16-14,,,,,,,0.0%,,,,,
54,1993,1993-12-05,12,26.171,MIA,,NYG,L 14-19,,,,,,,0.0%,,,,,
55,1993,1993-12-13,13,26.179,MIA,,PIT,L 20-21,,,,,,,0.0%,,,,,
56,1993,1993-12-19,14,26.185,MIA,,BUF,L 34-47,,,,,,,0.0%,,,,,
57,1993,1993-12-27,15,26.193,MIA,@,SDG,L 20-45,,,,,,,0.0%,,,,,
58,1993,1994-01-02,16,26.199,MIA,@,NWE,L 27-33,,,,,,,0.0%,,,,,
59,1994,1994-09-04,1,27.079,MIA,,NWE,W 39-35,,,,,,,0.0%,,,,,
60,1994,1994-09-11,2,27.086,MIA,@,GNB,W 24-14,,,,,,,0.0%,,,,,
61,1994,1994-09-18,3,27.093,MIA,,NYJ,W 28-14,,,,,,,0.0%,,,,,
62,1994,1994-09-25,4,27.100,MIA,@,MIN,L 35-38,,,,,,,0.0%,,,,,
63,1994,1994-10-02,5,27.107,MIA,@,CIN,W 23-7,,,,,,,0.0%,,,,,
64,1994,1994-10-09,6,27.114,MIA,@,BUF,L 11-21,,,,,,,0.0%,,,,,
65,1994,1994-10-16,7,27.121,MIA,,RAI,W 20-17,,,,,,,0.0%,,,,,
66,1994,1994-10-30,8,27.135,MIA,@,NWE,W 23-3,,,,,,,0.0%,,,,,
67,1994,1994-11-06,9,27.142,MIA,,IND,W 22-21,,,,,,,0.0%,,,,,
68,1994,1994-11-13,10,27.149,MIA,,CHI,L 14-17,,,,,,,0.0%,,,,,
69,1994,1994-11-20,11,27.156,MIA,@,PIT,L 13-16,,,,,,,0.0%,,,,,
