ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2013,2013-09-08,1,22.251,GNB,@,SFO,L 28-34,,0,0,,0,0,0,,0,0,0,0.0,3,1,0,0,0
2,2013,2013-09-15,2,22.258,GNB,,WAS,W 38-20,,,,,,,,,,,,,,,,,
3,2013,2013-09-22,3,22.265,GNB,@,CIN,L 30-34,*,0,0,,0,0,0,,0,0,0,0.0,1,1,0,0,0
4,2013,2013-10-06,4,22.279,GNB,,DET,W 22-9,,0,0,,0,2,7,3.50,0,0,0,0.0,0,0,0,0,0
5,2013,2013-10-13,5,22.286,GNB,@,BAL,W 19-17,,0,0,,0,5,68,13.60,0,0,0,1.0,6,2,0,0,0
6,2013,2013-10-20,6,22.293,GNB,,CLE,W 31-13,,0,0,,0,1,18,18.00,0,0,0,0.0,6,0,0,0,0
7,2013,2013-10-27,7,22.300,GNB,@,MIN,W 44-31,,0,0,,0,2,93,46.50,1,0,6,0.0,3,3,0,0,0
8,2013,2013-11-04,8,22.308,GNB,,CHI,L 20-27,,2,50,25.00,0,2,12,6.00,0,0,0,0.0,0,1,0,0,0
9,2013,2013-11-10,9,22.314,GNB,,PHI,L 13-27,,4,69,17.25,0,1,2,2.00,0,0,0,0.0,0,0,0,0,0
10,2013,2013-11-17,10,22.321,GNB,@,NYG,L 13-27,,3,69,23.00,0,3,34,11.33,0,0,0,0.0,5,1,0,0,0
11,2013,2013-11-24,11,22.328,GNB,,MIN,T 26-26,,2,41,20.50,0,3,8,2.67,0,0,0,0.0,4,0,0,0,0
12,2013,2013-11-28,12,22.332,GNB,@,DET,L 10-40,,2,41,20.50,0,0,0,,0,0,0,0.0,1,0,0,0,0
13,2013,2013-12-08,13,22.342,GNB,,ATL,W 22-21,,3,76,25.33,0,1,12,12.00,0,0,0,0.0,4,1,0,0,0
14,2013,2013-12-15,14,22.349,GNB,@,DAL,W 37-36,,0,0,,0,1,26,26.00,0,0,0,0.0,5,1,0,0,0
15,2013,2013-12-22,15,22.356,GNB,,PIT,L 31-38,*,5,167,33.40,0,2,16,8.00,0,0,0,0.0,2,4,0,0,0
16,2013,2013-12-29,16,22.363,GNB,@,CHI,W 33-28,*,1,18,18.00,0,1,0,0.00,0,0,0,0.0,1,0,0,0,0
17,2014,2014-09-04,1,23.247,GNB,@,SEA,L 16-36,*,2,49,24.50,0,0,0,,0,0,0,0.0,3,2,0,0,0
18,2014,2014-09-14,2,23.257,GNB,,NYJ,W 31-24,*,0,0,,0,1,8,8.00,0,0,0,0.0,2,0,0,0,0
19,2014,2014-09-21,3,23.264,GNB,@,DET,L 7-19,*,0,0,,0,0,0,,0,0,0,0.0,4,1,0,0,0
20,2014,2014-09-28,4,23.271,GNB,@,CHI,W 38-17,*,2,47,23.50,0,0,0,,0,0,0,0.0,3,2,0,0,0
21,2014,2014-10-02,5,23.275,GNB,,MIN,W 42-10,*,0,0,,0,1,0,0.00,0,0,0,0.0,5,1,0,0,0
22,2014,2014-10-12,6,23.285,GNB,@,MIA,W 27-24,*,0,0,,0,2,41,20.50,0,0,0,0.0,6,0,0,0,0
23,2014,2014-10-19,7,23.292,GNB,,CAR,W 38-17,,0,0,,0,1,0,0.00,0,0,0,0.0,3,2,0,0,0
24,2014,2014-10-26,8,23.299,GNB,@,NOR,L 23-44,*,0,0,,0,0,0,,0,0,0,0.0,3,5,0,0,0
25,2014,2014-11-09,9,23.313,GNB,,CHI,W 55-14,*,0,0,,0,0,0,,0,0,0,0.0,1,0,1,9,0
26,2014,2014-11-16,10,23.320,GNB,,PHI,W 53-20,*,0,0,,0,1,75,75.00,1,0,6,0.0,4,0,0,0,0
27,2014,2014-11-23,11,23.327,GNB,@,MIN,W 24-21,,0,0,,0,2,20,10.00,0,0,0,1.0,4,0,1,0,0
28,2014,2014-11-30,12,23.334,GNB,,NWE,W 26-21,*,0,0,,0,0,0,,0,0,0,0.0,1,0,0,0,0
29,2014,2014-12-08,13,23.342,GNB,,ATL,W 43-37,*,0,0,,0,2,20,10.00,0,0,0,0.0,3,1,0,0,0
30,2014,2014-12-14,14,23.348,GNB,@,BUF,L 13-21,,0,0,,0,1,0,0.00,0,0,0,0.0,1,0,0,0,0
31,2014,2014-12-21,15,23.355,GNB,@,TAM,W 20-3,,0,0,,0,2,2,1.00,0,0,0,0.0,0,0,0,0,0
32,2014,2014-12-28,16,23.362,GNB,,DET,W 30-20,*,0,0,,0,1,55,55.00,1,0,6,0.0,3,0,0,0,0
33,2015,2015-09-13,1,24.256,GNB,@,CHI,W 31-23,*,0,0,,0,0,0,,0,0,0,0.0,4,0,0,0,0
34,2015,2015-09-20,2,24.263,GNB,,SEA,W 27-17,*,0,0,,0,0,0,,0,0,0,0.0,6,0,0,0,0
35,2015,2015-09-28,3,24.271,GNB,,KAN,W 38-28,*,0,0,,0,4,30,7.50,0,0,0,0.0,2,0,0,0,0
36,2015,2015-10-04,4,24.277,GNB,@,SFO,W 17-3,*,0,0,,0,3,14,4.67,0,0,0,0.0,5,0,0,0,0
37,2015,2015-10-11,5,24.284,GNB,,STL,W 24-10,*,0,0,,0,2,9,4.50,0,0,0,0.0,5,0,1,2,0
38,2015,2015-10-18,6,24.291,GNB,,SDG,W 27-20,*,0,0,,0,2,18,9.00,0,0,0,0.0,8,1,0,0,0
39,2015,2015-11-01,7,24.305,GNB,@,DEN,L 10-29,*,1,23,23.00,0,1,9,9.00,0,0,0,0.0,5,1,0,0,0
40,2015,2015-11-08,8,24.312,GNB,@,CAR,L 29-37,,3,71,23.67,0,4,18,4.50,0,0,0,0.0,1,0,0,0,0
41,2015,2015-11-15,9,24.319,GNB,,DET,L 16-18,,3,78,26.00,0,2,7,3.50,0,0,0,0.0,1,1,0,0,0
42,2015,2015-11-22,10,24.326,GNB,@,MIN,W 30-13,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0
43,2015,2015-12-03,12,24.337,GNB,@,DET,W 27-23,,1,15,15.00,0,0,0,,0,0,0,1.0,1,1,0,0,0
44,2015,2015-12-13,13,24.347,GNB,,DAL,W 28-7,,0,0,,0,4,13,3.25,0,0,0,0.0,5,0,0,0,0
45,2015,2015-12-20,14,24.354,GNB,@,OAK,W 30-20,,0,0,,0,2,24,12.00,0,0,0,0.0,2,0,1,34,0
46,2015,2015-12-27,15,24.361,GNB,@,ARI,L 8-38,,0,0,,0,1,0,0.00,0,0,0,0.0,0,0,0,0,0
47,2015,2016-01-03,16,25.003,GNB,,MIN,L 13-20,,0,0,,0,2,15,7.50,0,0,0,0.0,1,0,1,0,0
48,2016,2016-09-11,1,25.255,GNB,@,JAX,W 27-23,,0,0,,0,0,0,,0,0,0,0.0,1,0,0,0,0
49,2016,2016-09-18,2,25.262,GNB,@,MIN,L 14-17,,0,0,,0,0,0,,0,0,0,0.0,2,0,0,0,0
50,2016,2016-09-25,3,25.269,GNB,,DET,W 34-27,*,0,0,,0,0,0,,0,0,0,0.0,8,3,0,0,0
51,2016,2016-10-09,4,25.283,GNB,,NYG,W 23-16,*,0,0,,0,0,0,,0,0,0,1.0,3,2,0,0,0
52,2016,2016-10-16,5,25.290,GNB,,DAL,L 16-30,*,0,0,,0,0,0,,0,0,0,0.0,3,0,0,0,0
53,2016,2016-10-20,6,25.294,GNB,,CHI,W 26-10,*,0,0,,0,0,0,,0,0,0,0.0,3,1,0,0,0
54,2016,2016-10-30,7,25.304,GNB,@,ATL,L 32-33,*,0,0,,0,0,0,,0,0,0,0.0,1,0,0,0,0
55,2016,2016-11-06,8,25.311,GNB,,IND,L 26-31,*,0,0,,0,0,0,,0,0,0,0.0,3,0,0,0,0
56,2016,2016-11-13,9,25.318,GNB,@,TEN,L 25-47,,0,0,,0,1,2,2.00,0,0,0,0.0,3,0,0,0,0
57,2016,2016-11-20,10,25.325,GNB,@,WAS,L 24-42,*,0,0,,0,0,0,,0,0,0,0.0,2,1,0,0,0
58,2016,2016-11-28,11,25.333,GNB,@,PHI,W 27-13,*,0,0,,0,0,0,,0,0,0,0.0,1,0,0,0,0
59,2016,2016-12-04,12,25.339,GNB,,HOU,W 21-13,,0,0,,0,0,0,,0,0,0,0.0,3,1,0,0,0
60,2016,2016-12-11,13,25.346,GNB,,SEA,W 38-10,*,0,0,,0,1,0,0.00,0,0,0,0.0,5,1,1,11,0
61,2016,2016-12-18,14,25.353,GNB,@,CHI,W 30-27,,0,0,,0,1,2,2.00,0,0,0,0.0,2,0,1,0,0
62,2016,2016-12-24,15,25.359,GNB,,MIN,W 38-25,*,0,0,,0,4,40,10.00,0,0,0,0.0,2,2,0,0,0
63,2016,2017-01-01,16,26.001,GNB,@,DET,W 31-24,*,0,0,,0,4,20,5.00,0,0,0,0.0,3,0,1,0,0
64,2017,2017-09-10,1,26.253,BUF,,NYJ,W 21-12,*,0,0,,0,0,0,,0,0,0,0.0,3,0,1,12,0
65,2017,2017-09-17,2,26.260,BUF,@,CAR,L 3-9,*,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0
66,2017,2017-09-24,3,26.267,BUF,,DEN,W 26-16,*,0,0,,0,0,0,,0,0,0,0.0,5,0,0,0,0
67,2017,2017-10-01,4,26.274,BUF,@,ATL,W 23-17,*,0,0,,0,0,0,,0,0,0,0.0,6,1,2,37,0
68,2017,2017-10-08,5,26.281,BUF,@,CIN,L 16-20,*,0,0,,0,0,0,,0,0,0,0.0,2,4,1,13,0
69,2017,2017-10-22,6,26.295,BUF,,TAM,W 30-27,*,0,0,,0,0,0,,0,0,0,0.0,4,0,0,0,0
70,2017,2017-10-29,7,26.302,BUF,,OAK,W 34-14,*,0,0,,0,0,0,,0,0,0,0.0,5,0,1,2,0
