ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
29,1996,1996-09-08,2,24.340,CIN,@,SDG,L 14-27,,2,50,25.00,0,1,0,0.00,0,0,0,0.0,0,0,0
30,1996,1996-09-29,4,24.361,CIN,,DEN,L 10-14,,0,0,,0,1,9,9.00,0,0,0,1.0,0,0,0
31,1996,1996-10-06,5,25.002,CIN,,HOU,L 27-30,,2,39,19.50,0,2,11,5.50,0,0,0,0.0,0,0,0
32,1996,1996-10-13,6,25.009,CIN,@,PIT,L 10-20,,3,61,20.33,0,2,5,2.50,0,0,0,0.0,1,0,0
33,1996,1996-10-20,7,25.016,CIN,@,SFO,L 21-28,,2,26,13.00,0,3,7,2.33,0,0,0,0.0,0,0,0
34,1996,1996-10-27,8,25.023,CIN,,JAX,W 28-21,,2,39,19.50,0,0,0,,0,0,0,0.0,0,0,0
35,1996,1996-11-03,9,25.030,CIN,@,BAL,W 24-21,,0,0,,0,0,0,,0,0,0,0.0,1,0,0
36,1996,1996-11-10,10,25.037,CIN,,PIT,W 34-24,,0,0,,0,2,9,4.50,0,0,0,0.0,0,0,0
37,1996,1996-11-17,11,25.044,CIN,@,BUF,L 17-31,,0,0,,0,2,2,1.00,0,0,0,0.0,0,0,0
38,1996,1996-11-24,12,25.051,CIN,,ATL,W 41-31,,0,0,,0,0,0,,0,,,,,,
39,1996,1996-12-01,13,25.058,CIN,@,JAX,L 27-30,,0,0,,0,0,0,,0,,,,,,
40,1996,1996-12-08,14,25.065,CIN,,BAL,W 21-14,,0,0,,0,0,0,,0,,,,,,
41,1996,1996-12-15,15,25.072,CIN,@,HOU,W 21-13,,0,0,,0,0,0,,0,0,0,0.5,0,0,0
42,1996,1996-12-22,16,25.079,CIN,,IND,W 31-24,,0,0,,0,0,0,,0,,,,,,
43,1997,1997-08-31,1,25.331,CIN,,ARI,W 24-21,,,,,,,,,,,,,,,
44,1997,1997-09-07,2,25.338,NWE,@,IND,W 31-6,,,,,,,,,,,,,,,
45,1997,1997-09-21,3,25.352,CIN,@,DEN,L 20-38,,,,,,,,,,,,,,,
46,1997,1997-09-28,4,25.359,CIN,,NYJ,L 14-31,,,,,,,,,,,,,,,
47,1997,1997-10-05,5,26.001,CIN,@,JAX,L 13-21,,,,,,,,,,,,,,,
48,1997,1997-10-12,6,26.008,CIN,@,TEN,L 7-30,,,,,,,,,,,,,,,
49,1997,1997-10-19,7,26.015,CIN,,PIT,L 10-26,,0,0,,0,0,0,,0,0,0,0.0,1,0,0
50,1997,1997-10-26,8,26.022,CIN,@,NYG,L 27-29,,,,,,,,,,,,,,,
51,1997,1997-11-02,9,26.029,CIN,,SDG,W 38-31,,0,0,,0,0,0,,0,0,0,0.0,1,37,0
52,1997,1997-11-09,10,26.036,CIN,@,IND,W 28-13,,,,,,,,,,,,,,,
53,1997,1997-11-16,11,26.043,CIN,@,PIT,L 3-20,,,,,,,,,,,,,,,
54,1997,1997-11-23,12,26.050,CIN,,JAX,W 31-26,,,,,,,,,,,,,,,
55,1997,1997-11-30,13,26.057,CIN,@,PHI,L 42-44,,,,,,,,,,,,,,,
56,1997,1997-12-04,14,26.061,CIN,,TEN,W 41-14,,,,,,,,,,,,,,,
57,1997,1997-12-14,15,26.071,CIN,,DAL,W 31-24,,0,0,,0,0,0,,0,0,0,0.0,2,7,0
58,1998,1998-09-06,1,26.337,CIN,,TEN,L 14-23,,,,,,,,,,,,,,,
59,1998,1998-09-13,2,26.344,CIN,@,DET,W 34-28,,0,0,,0,0,0,,0,1,6,0.0,1,58,1
60,1998,1998-09-20,3,26.351,CIN,,GNB,L 6-13,,,,,,,,,,,,,,,
61,1999,1999-09-19,2,27.350,NYJ,@,BUF,L 3-17,,0,0,,0,1,6,6.00,0,0,0,0.0,0,0,0
62,1999,1999-10-11,5,28.007,NYJ,,JAX,L 6-16,,0,0,,0,3,19,6.33,0,0,0,0.0,0,0,0
63,1999,1999-10-24,7,28.020,NYJ,@,OAK,L 23-24,,,,,,,,,,,,,,,
64,1999,1999-11-07,8,28.034,NYJ,,ARI,W 12-7,,,,,,,,,,,,,,,
65,1999,1999-11-15,9,28.042,NYJ,@,NWE,W 24-17,,,,,,,,,,,,,,,
