ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1988,1988-09-11,2,22.125,NOR,@,ATL,W 29-21,0,0,,0,,,,,,
2,1988,1988-09-18,3,22.132,NOR,@,DET,W 22-14,0,0,,0,,,,,,
3,1988,1988-09-25,4,22.139,NOR,,TAM,W 13-9,0,0,,0,,,,,,
4,1988,1988-10-03,5,22.147,NOR,,DAL,W 20-17,0,0,,0,,,,,,
5,1988,1988-10-16,7,22.160,NOR,@,SEA,W 20-19,0,0,,0,,,,,,
6,1988,1988-11-06,10,22.181,NOR,@,WAS,L 24-27,0,0,,0,,,,,,
7,1988,1988-11-13,11,22.188,NOR,@,RAM,W 14-10,1,14,14.00,0,0,0,,0,0,0
8,1988,1988-11-20,12,22.195,NOR,,DEN,W 42-0,0,0,,0,,,,,,
9,1988,1988-11-27,13,22.202,NOR,,NYG,L 12-13,0,0,,0,,,,,,
10,1988,1988-12-04,14,22.209,NOR,@,MIN,L 3-45,0,0,,0,,,,,,
11,1988,1988-12-11,15,22.216,NOR,@,SFO,L 17-30,1,6,6.00,1,0,0,,0,1,6
12,1988,1988-12-18,16,22.223,NOR,,ATL,W 10-9,0,0,,0,,,,,,
13,1989,1989-09-10,1,23.124,NOR,,DAL,W 28-0,1,5,5.00,0,0,0,,0,0,0
14,1989,1989-09-17,2,23.131,NOR,@,GNB,L 34-35,3,30,10.00,0,0,0,,0,0,0
15,1989,1989-09-24,3,23.138,NOR,@,TAM,L 10-20,0,0,,0,0,0,,0,,
16,1989,1989-10-01,4,23.145,NOR,,WAS,L 14-16,0,0,,0,0,0,,0,,
17,1989,1989-10-08,5,23.152,NOR,,SFO,L 20-24,0,0,,0,0,0,,0,,
18,1989,1989-10-15,6,23.159,NOR,,NYJ,W 29-14,0,0,,0,0,0,,0,,
19,1989,1989-10-22,7,23.166,NOR,@,RAM,W 40-21,0,0,,0,1,0,0.00,0,0,0
20,1989,1989-10-29,8,23.173,NOR,,ATL,W 20-13,1,4,4.00,0,0,0,,0,0,0
21,1989,1989-11-06,9,23.181,NOR,@,SFO,L 13-31,0,0,,0,0,0,,0,,
22,1989,1989-11-12,10,23.187,NOR,@,NWE,W 28-24,1,26,26.00,0,0,0,,0,0,0
23,1989,1989-11-19,11,23.194,NOR,@,ATL,W 26-17,0,0,,0,0,0,,0,,
24,1989,1989-11-26,12,23.201,NOR,,RAM,L 17-20,1,17,17.00,0,0,0,,0,0,0
25,1989,1989-12-03,13,23.208,NOR,@,DET,L 14-21,1,7,7.00,0,0,0,,0,0,0
26,1989,1989-12-10,14,23.215,NOR,@,BUF,W 22-19,0,0,,0,0,0,,0,,
27,1990,1990-09-10,1,24.124,NOR,,SFO,L 12-13,0,0,,0,,,,,,
28,1990,1990-09-16,2,24.130,NOR,@,MIN,L 3-32,0,0,,0,,,,,,
29,1990,1990-09-23,3,24.137,NOR,,PHO,W 28-7,1,14,14.00,0,0,0,,0,0,0
30,1990,1990-10-07,4,24.151,NOR,@,ATL,L 27-28,0,0,,0,,,,,,
31,1990,1990-10-14,5,24.158,NOR,,CLE,W 25-20,0,0,,0,,,,,,
32,1990,1990-10-21,6,24.165,NOR,@,HOU,L 10-23,1,8,8.00,0,0,0,,0,0,0
33,1990,1990-10-28,7,24.172,NOR,,DET,L 10-27,2,8,4.00,0,0,0,,0,0,0
34,1990,1990-11-04,8,24.179,NOR,@,CIN,W 21-7,1,20,20.00,0,0,0,,0,0,0
35,1990,1990-11-11,9,24.186,NOR,,TAM,W 35-7,0,0,,0,,,,,,
36,1990,1990-11-18,10,24.193,NOR,@,WAS,L 17-31,1,6,6.00,0,0,0,,0,0,0
37,1990,1990-11-25,11,24.200,NOR,,ATL,W 10-7,0,0,,0,,,,,,
38,1990,1990-12-02,12,24.207,NOR,@,DAL,L 13-17,1,3,3.00,0,0,0,,0,0,0
39,1990,1990-12-09,13,24.214,NOR,@,RAM,W 24-20,0,0,,0,,,,,,
40,1990,1990-12-16,14,24.221,NOR,,PIT,L 6-9,0,0,,0,,,,,,
41,1990,1990-12-23,15,24.228,NOR,@,SFO,W 13-10,1,5,5.00,1,0,0,,0,1,6
42,1990,1990-12-31,16,24.236,NOR,,RAM,W 20-17,0,0,,0,,,,,,
43,1991,1991-09-01,1,25.115,NOR,,SEA,W 27-24,1,4,4.00,0,0,0,,0,0,0
44,1991,1991-09-08,2,25.122,NOR,@,KAN,W 17-10,2,19,9.50,0,0,0,,0,0,0
