ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1972,1972-10-01,3,22.031,MIA,@,MIN,W 16-14,,,,
2,1972,1972-10-08,4,22.038,MIA,@,NYJ,W 27-17,,,,
3,1972,1972-10-15,5,22.045,MIA,,SDG,W 24-10,,,,
4,1974,1974-09-22,2,24.022,NYG,,NWE,L 20-28,,,,
5,1974,1974-10-06,4,24.036,NYG,,ATL,L 7-14,,,,
6,1974,1974-10-13,5,24.043,NYG,@,PHI,L 7-35,,,,
7,1974,1974-10-20,6,24.050,NYG,@,WAS,L 3-24,,,,
8,1974,1974-10-27,7,24.057,BUF,,CHI,W 16-6,,,,
9,1974,1974-11-03,8,24.064,BUF,@,NWE,W 29-28,,,,
10,1974,1974-11-10,9,24.071,BUF,,HOU,L 9-21,1,12,12.00,0
11,1974,1974-11-17,10,24.078,BUF,@,MIA,L 28-35,,,,
12,1974,1974-11-24,11,24.085,BUF,@,CLE,W 15-10,,,,
13,1974,1974-12-01,12,24.092,NWE,@,OAK,L 26-41,,,,
14,1974,1974-12-08,13,24.099,NWE,,PIT,L 17-21,,,,
15,1974,1974-12-15,14,24.106,NWE,@,MIA,L 27-34,,,,
