ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1971,1971-09-19,1,22.009,RAM,@,NOR,L 20-24,,,,,,
2,1971,1971-09-26,2,22.016,RAM,,ATL,T 20-20,,,,,,
3,1971,1971-10-03,3,22.023,RAM,,CHI,W 17-3,1,19,19.00,0,0,0
4,1971,1971-10-10,4,22.030,RAM,@,SFO,W 20-13,,,,,,
5,1971,1971-10-17,5,22.037,RAM,@,ATL,W 24-16,,,,,,
6,1971,1971-10-24,6,22.044,RAM,,GNB,W 30-13,,,,,,
7,1971,1971-10-31,7,22.051,RAM,,MIA,L 14-20,,,,,,
8,1971,1971-11-08,8,22.059,RAM,@,BAL,L 17-24,1,36,36.00,1,1,6
9,1971,1971-11-14,9,22.065,RAM,@,DET,W 21-13,,,,,,
10,1971,1971-11-21,10,22.072,RAM,,SFO,W 17-6,,,,,,
11,1971,1971-11-25,11,22.076,RAM,@,DAL,L 21-28,,,,,,
12,1971,1971-12-05,12,22.086,RAM,,NOR,W 45-28,,,,,,
13,1971,1971-12-13,13,22.094,RAM,,WAS,L 24-38,1,27,27.00,0,0,0
14,1971,1971-12-19,14,22.100,RAM,@,PIT,W 23-14,,,,,,
15,1972,1972-11-26,11,23.077,CHI,,CIN,L 3-13,,,,,,
