ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1981,1981-09-06,1,22.015,MIA,@,STL,W 20-7,0,0,,0,0,0,,0,0,
2,1981,1981-09-10,2,22.019,MIA,,PIT,W 30-10,10,37,3.70,1,0,0,,0,1,6
3,1981,1981-09-20,3,22.029,MIA,@,HOU,W 16-10,11,56,5.09,0,1,3,3.00,1,1,6
4,1981,1981-09-27,4,22.036,MIA,@,BAL,W 31-28,20,76,3.80,2,0,0,,0,2,12
5,1981,1981-10-04,5,22.043,MIA,,NYJ,T 28-28,16,37,2.31,2,0,0,,0,2,12
6,1981,1981-10-12,6,22.051,MIA,@,BUF,L 21-31,9,31,3.44,0,0,0,,0,0,0
7,1981,1981-10-18,7,22.057,MIA,,WAS,W 13-10,16,45,2.81,1,0,0,,0,1,6
8,1981,1981-10-25,8,22.064,MIA,@,DAL,L 27-28,11,39,3.55,0,1,3,3.00,0,0,0
9,1981,1981-11-01,9,22.071,MIA,,BAL,W 27-10,23,101,4.39,0,0,0,,0,0,0
10,1981,1981-11-08,10,22.078,MIA,@,NWE,W 30-27,16,71,4.44,0,0,0,,0,0,0
11,1981,1981-11-15,11,22.085,MIA,,OAK,L 17-33,6,19,3.17,0,1,0,0.00,0,0,0
12,1981,1981-11-22,12,22.092,MIA,@,NYJ,L 15-16,7,45,6.43,0,0,0,,0,0,0
13,1981,1981-11-30,13,22.100,MIA,,PHI,W 13-10,8,13,1.63,0,0,0,,0,0,0
14,1981,1981-12-06,14,22.106,MIA,,NWE,W 24-14,16,52,3.25,0,0,0,,0,0,0
15,1981,1981-12-13,15,22.113,MIA,@,KAN,W 17-7,17,40,2.35,1,0,0,,0,1,6
16,1981,1981-12-19,16,22.119,MIA,,BUF,W 16-6,15,49,3.27,0,0,0,,0,0,0
17,1982,1982-09-12,1,23.021,MIA,@,NYJ,W 45-28,29,103,3.55,2,1,6,6.00,0,2,12
18,1982,1982-09-19,2,23.028,MIA,,BAL,W 24-20,14,46,3.29,0,0,0,,0,0,0
19,1982,1982-11-21,3,23.091,MIA,@,BUF,W 9-7,17,77,4.53,0,0,0,,0,0,0
20,1982,1982-11-29,4,23.099,MIA,@,TAM,L 17-23,9,56,6.22,0,0,0,,0,0,0
21,1982,1982-12-05,5,23.105,MIA,,MIN,W 22-14,28,129,4.61,1,1,0,0.00,0,1,6
22,1982,1982-12-12,6,23.112,MIA,@,NWE,L 0-3,23,107,4.65,0,1,3,3.00,0,0,0
23,1982,1982-12-18,7,23.118,MIA,,NYJ,W 20-19,17,75,4.41,1,0,0,,0,1,6
24,1982,1982-12-27,8,23.127,MIA,,BUF,W 27-10,21,62,2.95,2,0,0,,0,2,12
25,1982,1983-01-02,9,23.133,MIA,@,BAL,W 34-7,19,46,2.42,1,0,0,,0,1,6
26,1983,1983-09-04,1,24.013,MIA,@,BUF,W 12-0,18,75,4.17,0,0,0,,0,0,0
27,1983,1983-09-11,2,24.020,MIA,,NWE,W 34-24,15,74,4.93,2,0,0,,0,2,12
28,1983,1983-09-19,3,24.028,MIA,@,RAI,L 14-27,11,34,3.09,0,0,0,,0,0,0
29,1983,1983-09-25,4,24.034,MIA,,KAN,W 14-6,9,25,2.78,1,0,0,,0,1,6
30,1983,1983-10-09,6,24.048,MIA,,BUF,L 35-38,17,65,3.82,0,0,0,,0,0,0
31,1983,1983-10-16,7,24.055,MIA,@,NYJ,W 32-14,13,9,0.69,0,0,0,,0,0,0
32,1983,1983-10-23,8,24.062,MIA,@,BAL,W 21-7,21,55,2.62,1,0,0,,0,1,6
33,1983,1983-10-30,9,24.069,MIA,,RAM,W 30-14,15,53,3.53,0,0,0,,0,0,0
34,1983,1983-11-06,10,24.076,MIA,@,SFO,W 20-17,19,64,3.37,0,0,0,,0,0,0
35,1983,1983-11-13,11,24.083,MIA,@,NWE,L 6-17,10,23,2.30,0,0,0,,0,0,0
36,1983,1983-11-20,12,24.090,MIA,,BAL,W 37-0,17,70,4.12,1,0,0,,0,1,6
37,1983,1983-11-28,13,24.098,MIA,,CIN,W 38-14,15,43,2.87,1,0,0,,0,1,6
38,1983,1983-12-04,14,24.104,MIA,@,HOU,W 24-17,15,66,4.40,1,0,0,,0,1,6
39,1983,1983-12-10,15,24.110,MIA,,ATL,W 31-24,16,51,3.19,1,0,0,,0,1,6
40,1983,1983-12-16,16,24.116,MIA,,NYJ,W 34-14,13,39,3.00,0,0,0,,0,0,0
41,1984,1984-09-02,1,25.011,MIA,@,WAS,W 35-17,13,48,3.69,0,0,0,,0,0,0
42,1984,1984-09-09,2,25.018,MIA,,NWE,W 28-7,7,26,3.71,0,0,0,,0,0,0
