ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,1996,1996-09-01,1,24.007,IND,,ARI,W 20-13,,8,6,85,14.17,1,75.0%,10.63,0,0,,0,0,0,,0,1,0,0.00,0,1,6,0.0,,
2,1996,1996-09-08,2,24.014,IND,@,NYJ,W 21-7,,5,2,35,17.50,0,40.0%,7.00,0,0,,0,0,0,,0,5,102,20.40,0,0,0,0.0,,
3,1996,1996-09-15,3,24.021,IND,@,DAL,W 25-24,,5,3,16,5.33,0,60.0%,3.20,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
4,1996,1996-09-23,4,24.029,IND,,MIA,W 10-6,,5,4,11,2.75,0,80.0%,2.20,1,15,15.00,0,0,0,,0,3,22,7.33,0,0,0,0.0,,
5,1996,1996-10-06,5,24.042,IND,@,BUF,L 13-16,,11,5,88,17.60,0,45.5%,8.00,0,0,,0,0,0,,0,3,9,3.00,0,0,0,0.0,,
6,1996,1996-10-13,6,24.049,IND,,BAL,W 26-21,,2,1,20,20.00,0,50.0%,10.00,0,0,,0,0,0,,0,2,20,10.00,0,0,0,0.0,,
7,1996,1996-10-20,7,24.056,IND,,NWE,L 9-27,,7,4,42,10.50,0,57.1%,6.00,0,0,,0,0,0,,0,4,24,6.00,0,0,0,0.0,,
8,1996,1996-10-27,8,24.063,IND,@,WAS,L 16-31,,5,2,18,9.00,0,40.0%,3.60,1,-4,-4.00,0,0,0,,0,0,0,,0,0,0,0.0,,
9,1996,1996-11-03,9,24.070,IND,,SDG,L 19-26,,13,3,35,11.67,1,23.1%,2.69,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,,
10,1996,1996-11-10,10,24.077,IND,@,MIA,L 13-37,,6,4,38,9.50,0,66.7%,6.33,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
11,1996,1996-11-17,11,24.084,IND,,NYJ,W 34-29,,7,3,39,13.00,1,42.9%,5.57,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,,
12,1996,1996-11-24,12,24.091,IND,@,NWE,L 13-27,,10,6,93,15.50,1,60.0%,9.30,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,,
13,1996,1996-12-01,13,24.098,IND,,BUF,W 13-10,,9,3,22,7.33,0,33.3%,2.44,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
