ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1967,1967-09-17,1,25.036,NOR,,RAM,L 13-27,1,16,16.00,0,0,0,,0,0,0,,0,0,,,6,273,45.50,0
2,1967,1967-09-24,2,25.043,NOR,,WAS,L 10-30,0,0,,0,1,1,100.00,24,0,0,118.7,0,0,24.00,24.00,5,230,46.00,0
3,1967,1967-10-01,3,25.050,NOR,,CLE,L 7-42,0,0,,0,0,0,,0,0,0,,0,0,,,4,138,34.50,0
4,1967,1967-10-08,4,25.057,NOR,@,NYG,L 21-27,1,10,10.00,0,0,0,,0,0,0,,0,0,,,4,176,44.00,0
5,1967,1967-10-15,5,25.064,NOR,@,DAL,L 10-14,0,0,,0,0,0,,0,0,0,,0,0,,,7,329,47.00,0
6,1967,1967-10-22,6,25.071,NOR,@,SFO,L 13-27,0,0,,0,0,0,,0,0,0,,0,0,,,7,318,45.43,0
7,1967,1967-10-29,7,25.078,NOR,,PIT,L 10-14,0,0,,0,0,0,,0,0,0,,0,0,,,4,154,38.50,0
8,1967,1967-11-05,8,25.085,NOR,,PHI,W 31-24,0,0,,0,0,0,,0,0,0,,0,0,,,3,137,45.67,0
9,1967,1967-11-12,9,25.092,NOR,,DAL,L 10-27,0,0,,0,0,0,,0,0,0,,0,0,,,7,320,45.71,0
10,1967,1967-11-19,10,25.099,NOR,@,PHI,L 21-48,0,0,,0,0,0,,0,0,0,,0,0,,,5,191,38.20,0
11,1967,1967-11-26,11,25.106,NOR,,ATL,W 27-24,0,0,,0,0,0,,0,0,0,,0,0,,,1,28,28.00,0
12,1967,1967-12-03,12,25.113,NOR,@,STL,L 20-31,0,0,,0,0,0,,0,0,0,,0,0,,,9,400,44.44,0
13,1967,1967-12-10,13,25.120,NOR,@,BAL,L 10-30,2,12,6.00,0,0,0,,0,0,0,,0,0,,,5,187,37.40,0
