ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,1984,1984-09-02,1,28.148,TAM,@,CHI,L 14-34,2,2,100.0,,,,0,2
2,1984,1984-09-09,2,28.155,TAM,@,NOR,L 13-17,1,1,100.0,2,2,100.0,0,7
3,1984,1984-09-16,3,28.162,TAM,,DET,W 21-17,3,3,100.0,,1,0.0,0,3
4,1984,1984-09-23,4,28.169,TAM,@,NYG,L 14-17,2,2,100.0,,1,0.0,0,2
5,1984,1984-09-30,5,28.176,TAM,,GNB,W 30-27,3,3,100.0,3,4,75.0,0,12
6,1984,1984-10-07,6,28.183,TAM,,MIN,W 35-31,5,5,100.0,,,,0,5
7,1984,1984-10-14,7,28.190,TAM,@,DET,L 7-13,1,1,100.0,,1,0.0,0,1
8,1984,1984-10-21,8,28.197,TAM,,CHI,L 9-44,,1,0.0,1,1,100.0,0,3
9,1984,1984-10-28,9,28.204,TAM,@,KAN,L 20-24,2,2,100.0,2,3,66.7,0,8
10,1984,1984-11-04,10,28.211,TAM,@,MIN,L 24-27,3,3,100.0,1,1,100.0,0,6
11,1984,1984-11-11,11,28.218,TAM,,NYG,W 20-17,2,2,100.0,2,2,100.0,0,8
12,1984,1984-11-18,12,28.225,TAM,@,SFO,L 17-24,2,2,100.0,1,2,50.0,0,5
13,1984,1984-11-25,13,28.232,TAM,,RAM,L 33-34,3,4,75.0,2,2,100.0,0,9
14,1984,1984-12-02,14,28.239,TAM,@,GNB,L 14-27,2,2,100.0,,1,0.0,0,2
15,1984,1984-12-09,15,28.246,TAM,,ATL,W 23-6,2,2,100.0,3,3,100.0,0,11
16,1984,1984-12-16,16,28.253,TAM,,NYJ,W 41-21,5,5,100.0,2,2,100.0,0,11
17,1987,1987-10-11,4,31.187,WAS,@,NYG,W 38-12,5,5,100.0,1,2,50.0,0,8
18,1987,1987-10-19,5,31.195,WAS,@,DAL,W 13-7,1,1,100.0,2,3,66.7,0,7
