ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2011,2011-09-11,1,23.101,IND,@,HOU,L 7-34,,1,24,24.00,0,0,0,,0,0.0,0,0,0,0,0
2,2011,2011-09-18,2,23.108,IND,,CLE,L 19-27,,3,66,22.00,0,0,0,,0,0.0,0,0,0,0,0
3,2011,2011-09-25,3,23.115,IND,,PIT,L 20-23,,3,75,25.00,0,0,0,,0,0.0,1,1,1,25,0
4,2011,2011-10-03,4,23.123,IND,@,TAM,L 17-24,,2,36,18.00,0,0,0,,0,0.0,1,1,0,0,0
5,2011,2011-10-09,5,23.129,IND,,KAN,L 24-28,,1,18,18.00,0,0,0,,0,0.0,0,2,0,0,0
6,2011,2011-10-16,6,23.136,IND,@,CIN,L 17-27,,3,29,9.67,0,1,2,2.00,0,0.0,1,2,0,0,0
7,2011,2011-10-23,7,23.143,IND,@,NOR,L 7-62,,1,18,18.00,0,0,0,,0,0.0,4,1,0,0,0
8,2011,2011-10-30,8,23.150,IND,@,TEN,L 10-27,,4,66,16.50,0,3,15,5.00,0,0.0,1,3,0,0,0
9,2011,2011-11-06,9,23.157,IND,,ATL,L 7-31,,3,45,15.00,0,1,1,1.00,0,0.0,0,1,0,0,0
10,2011,2011-11-13,10,23.164,IND,,JAX,L 3-17,,0,0,,0,0,0,,0,0.0,1,1,0,0,0
11,2011,2011-11-27,11,23.178,IND,,CAR,L 19-27,,0,0,,0,1,4,4.00,0,0.0,2,3,0,0,0
12,2011,2011-12-04,12,23.185,IND,@,NWE,L 24-31,*,2,34,17.00,0,1,21,21.00,0,0.0,1,3,0,0,0
13,2011,2011-12-11,13,23.192,IND,@,BAL,L 10-24,,4,120,30.00,0,1,0,0.00,0,0.0,1,0,1,0,0
14,2011,2011-12-18,14,23.199,IND,,TEN,W 27-13,,0,0,,0,1,-1,-1.00,0,0.0,0,1,0,0,0
15,2011,2011-12-22,15,23.203,IND,,HOU,W 19-16,,1,17,17.00,0,0,0,,0,0.0,0,0,0,0,0
16,2011,2012-01-01,16,23.213,IND,@,JAX,L 13-19,,3,30,10.00,0,0,0,,0,0.0,0,0,0,0,0
17,2012,2012-09-09,1,24.099,IND,@,CHI,L 21-41,,0,0,,0,0,0,,0,0.0,1,0,0,0,0
18,2012,2012-09-16,2,24.106,IND,,MIN,W 23-20,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
19,2012,2012-09-23,3,24.113,IND,,JAX,L 17-22,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
20,2012,2012-10-07,4,24.127,IND,,GNB,W 30-27,,,,,,,,,,,,,,,
21,2012,2012-10-14,5,24.134,IND,@,NYJ,L 9-35,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
22,2012,2012-10-21,6,24.141,IND,,CLE,W 17-13,,0,0,,0,0,0,,0,0.0,1,0,0,0,0
23,2012,2012-10-28,7,24.148,IND,@,TEN,W 19-13,,,,,,,,,,,,,,,
24,2012,2012-11-04,8,24.155,IND,,MIA,W 23-20,,,,,,,,,,,,,,,
25,2012,2012-11-08,9,24.159,IND,@,JAX,W 27-10,,,,,,,,,,,,,,,
26,2012,2012-11-18,10,24.169,IND,@,NWE,L 24-59,,,,,,,,,,,,,,,
27,2012,2012-11-25,11,24.176,IND,,BUF,W 20-13,,4,68,17.00,0,0,0,,0,0.0,0,0,0,0,0
28,2012,2012-12-02,12,24.183,IND,@,DET,W 35-33,,0,0,,0,0,0,,0,0.0,2,1,0,0,0
29,2012,2012-12-09,13,24.190,IND,,TEN,W 27-23,*,0,0,,0,0,0,,0,0.0,3,1,0,0,0
30,2012,2012-12-16,14,24.197,IND,@,HOU,L 17-29,*,0,0,,0,0,0,,0,0.0,3,0,0,0,0
31,2012,2012-12-23,15,24.204,IND,@,KAN,W 20-13,*,0,0,,0,0,0,,0,0.0,5,1,0,0,0
32,2012,2012-12-30,16,24.211,IND,,HOU,W 28-16,*,0,0,,0,0,0,,0,0.0,0,2,0,0,0
33,2013,2013-09-08,1,25.098,IND,,OAK,W 21-17,,,,,,,,,,,,,,,
34,2013,2013-09-15,2,25.105,IND,,MIA,L 20-24,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
35,2013,2013-09-22,3,25.112,IND,@,SFO,W 27-7,,,,,,,,,,,,,,,
36,2013,2013-09-29,4,25.119,IND,@,JAX,W 37-3,,0,0,,0,0,0,,0,0.0,1,0,0,0,0
