ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2016,2016-09-11,1,24.053,NWE,@,ARI,W 23-21,*,5,2,33,16.50,0,40.0%,6.60,0,0
2,2016,2016-09-18,2,24.060,NWE,,MIA,W 31-24,,2,1,15,15.00,0,50.0%,7.50,0,0
3,2016,2016-09-22,3,24.064,NWE,,HOU,W 27-0,,2,1,27,27.00,0,50.0%,13.50,0,0
4,2016,2016-10-02,4,24.074,NWE,,BUF,L 0-16,,0,0,0,,0,0.0%,,0,0
5,2016,2016-10-09,5,24.081,NWE,@,CLE,W 33-13,*,3,2,7,3.50,0,66.7%,2.33,0,0
6,2016,2016-10-16,6,24.088,NWE,,CIN,W 35-17,,0,0,0,,0,0.0%,,0,0
7,2016,2016-10-23,7,24.095,NWE,@,PIT,W 27-16,,1,0,0,,0,0.0%,0.00,0,0
8,2016,2016-11-13,9,24.116,NWE,,SEA,L 24-31,,2,1,13,13.00,0,50.0%,6.50,0,0
9,2016,2016-11-20,10,24.123,NWE,@,SFO,W 30-17,*,5,4,98,24.50,1,80.0%,19.60,1,6
10,2016,2016-11-27,11,24.130,NWE,@,NYJ,W 22-17,,7,5,42,8.40,2,71.4%,6.00,2,12
11,2016,2016-12-04,12,24.137,NWE,,LAR,W 26-10,*,10,8,82,10.25,0,80.0%,8.20,0,0
12,2016,2016-12-12,13,24.145,NWE,,BAL,W 30-23,,5,4,41,10.25,1,80.0%,8.20,1,6
13,2016,2016-12-18,14,24.151,NWE,@,DEN,W 16-3,*,1,1,14,14.00,0,100.0%,14.00,0,0
14,2016,2016-12-24,15,24.157,NWE,,NYJ,W 41-3,*,5,3,29,9.67,0,60.0%,5.80,0,0
