ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
18,2012,2012-10-07,5,26.211,CIN,,MIA,L 13-17,,13,5,47,9.40,0,38.5%,3.62,1,5,5.00,0,,0,0,0.0,0,0
19,2012,2012-10-14,6,26.218,CIN,@,CLE,L 24-34,,5,5,35,7.00,0,100.0%,7.00,1,2,2.00,0,,0,0,0.0,0,0
20,2012,2012-10-21,7,26.225,CIN,,PIT,L 17-24,,4,2,17,8.50,0,50.0%,4.25,0,0,,0,,0,0,0.0,0,0
21,2012,2012-11-04,8,26.239,CIN,,DEN,L 23-31,,7,4,32,8.00,0,57.1%,4.57,1,-2,-2.00,0,,0,0,0.0,0,0
22,2012,2012-11-11,9,26.246,CIN,,NYG,W 31-13,*,5,3,16,5.33,1,60.0%,3.20,0,0,,0,,1,6,0.0,0,0
23,2012,2012-12-02,12,26.267,CIN,@,SDG,W 20-13,*,8,5,47,9.40,0,62.5%,5.88,0,0,,0,,0,0,0.0,0,0
24,2012,2012-12-09,13,26.274,CIN,,DAL,L 19-20,,8,6,44,7.33,1,75.0%,5.50,0,0,,0,,1,6,0.0,0,0
25,2012,2012-12-13,14,26.278,CIN,@,PHI,W 34-13,,1,0,0,,0,0.0%,0.00,1,9,9.00,0,,0,0,0.0,0,0
26,2012,2012-12-23,15,26.288,CIN,@,PIT,W 13-10,,7,3,30,10.00,0,42.9%,4.29,0,0,,0,,0,0,0.0,0,0
27,2012,2012-12-30,16,26.295,CIN,,BAL,W 23-17,,3,3,18,6.00,0,100.0%,6.00,0,0,,0,,0,0,0.0,0,0
28,2013,2013-10-31,9,27.235,CIN,@,MIA,L 20-22,,2,1,10,10.00,0,50.0%,5.00,0,0,,0,,0,0,0.0,1,0
29,2013,2013-11-10,10,27.245,CIN,@,BAL,L 17-20,,0,0,0,,0,0.0%,,1,-3,-3.00,0,,0,0,0.0,0,0
30,2013,2013-11-17,11,27.252,CIN,,CLE,W 41-20,,2,1,6,6.00,0,50.0%,3.00,0,0,,0,,0,0,0.0,2,0
31,2013,2013-12-01,12,27.266,CIN,@,SDG,W 17-10,,3,3,65,21.67,0,100.0%,21.67,1,6,6.00,0,,0,0,0.0,0,0
32,2013,2013-12-08,13,27.273,CIN,,IND,W 42-28,,2,1,7,7.00,0,50.0%,3.50,0,0,,0,,0,0,0.0,0,0
33,2013,2013-12-15,14,27.280,CIN,@,PIT,L 20-30,,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,1,0
34,2013,2013-12-22,15,27.287,CIN,,MIN,W 42-14,,3,3,37,12.33,0,100.0%,12.33,0,0,,0,,0,0,0.0,0,0
35,2013,2013-12-29,16,27.294,CIN,,BAL,W 34-17,,5,3,74,24.67,0,60.0%,14.80,0,0,,0,,0,0,0.0,0,0
36,2014,2014-09-07,1,28.181,CLE,@,PIT,L 27-30,*,10,8,87,10.88,0,80.0%,8.70,0,0,,0,,0,0,0.0,0,0
37,2014,2014-09-14,2,28.188,CLE,,NOR,W 26-24,*,12,6,70,11.67,0,50.0%,5.83,0,0,,0,,0,0,0.0,0,0
38,2014,2014-09-21,3,28.195,CLE,,BAL,L 21-23,*,10,7,87,12.43,0,70.0%,8.70,0,0,,0,,0,0,0.0,0,0
39,2014,2014-10-05,4,28.209,CLE,@,TEN,W 29-28,*,9,3,26,8.67,0,33.3%,2.89,0,0,,0,,0,0,0.0,1,0
40,2014,2014-10-12,5,28.216,CLE,,PIT,W 31-10,*,2,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,1,0
41,2014,2014-10-19,6,28.223,CLE,@,JAX,L 6-24,*,9,5,112,22.40,0,55.6%,12.44,1,8,8.00,0,,0,0,0.0,1,0
42,2014,2014-10-26,7,28.230,CLE,,OAK,W 23-13,*,9,7,88,12.57,1,77.8%,9.78,0,0,,0,,1,6,0.0,0,0
43,2014,2014-11-02,8,28.237,CLE,,TAM,W 22-17,*,8,3,34,11.33,0,37.5%,4.25,0,0,,0,,0,0,0.0,0,0
44,2014,2014-11-16,10,28.251,CLE,,HOU,L 7-23,*,13,6,97,16.17,1,46.2%,7.46,0,0,,0,,1,6,0.0,0,0
45,2014,2014-11-23,11,28.258,CLE,@,ATL,W 26-24,*,5,5,93,18.60,0,100.0%,18.60,0,0,,0,,0,0,0.0,0,0
46,2014,2014-11-30,12,28.265,CLE,@,BUF,L 10-26,*,3,2,24,12.00,0,66.7%,8.00,0,0,,0,,0,0,0.0,0,0
47,2014,2014-12-07,13,28.272,CLE,,IND,L 24-25,*,7,4,38,9.50,0,57.1%,5.43,0,0,,0,,0,0,0.0,0,0
48,2014,2014-12-14,14,28.279,CLE,,CIN,L 0-30,*,4,2,7,3.50,0,50.0%,1.75,0,0,,0,,0,0,0.0,1,0
49,2014,2014-12-21,15,28.286,CLE,@,CAR,L 13-17,*,4,1,28,28.00,0,25.0%,7.00,2,7,3.50,0,,0,0,0.0,0,0
50,2014,2014-12-28,16,28.293,CLE,@,BAL,L 10-20,*,7,4,33,8.25,0,57.1%,4.71,0,0,,0,,0,0,0.0,0,0
51,2015,2015-09-13,1,29.187,CLE,@,NYJ,L 10-31,*,6,3,24,8.00,0,50.0%,4.00,0,0,,0,,0,0,0.0,0,0
52,2015,2015-09-20,2,29.194,CLE,,TEN,W 28-14,*,4,3,43,14.33,0,75.0%,10.75,0,0,,0,,0,0,0.0,0,0
53,2015,2015-09-27,3,29.201,CLE,,OAK,L 20-27,*,6,2,18,9.00,0,33.3%,3.00,0,0,,0,,0,0,0.0,0,0
54,2015,2015-10-04,4,29.208,CLE,@,SDG,L 27-30,*,3,2,27,13.50,0,66.7%,9.00,0,0,,0,,0,0,0.0,0,0
55,2015,2015-10-11,5,29.215,CLE,@,BAL,W 33-30,*,9,7,49,7.00,0,77.8%,5.44,0,0,,0,1,0,2,0.0,0,0
56,2015,2015-10-18,6,29.222,CLE,,DEN,L 23-26,*,4,1,25,25.00,0,25.0%,6.25,0,0,,0,,0,0,0.0,0,0
57,2015,2015-10-25,7,29.229,CLE,@,STL,L 6-24,*,3,2,21,10.50,0,66.7%,7.00,0,0,,0,,0,0,0.0,0,0
58,2015,2015-11-15,10,29.250,CLE,@,PIT,L 9-30,*,8,7,69,9.86,0,87.5%,8.63,0,0,,0,,0,0,0.0,0,0
59,2016,2016-09-11,1,30.185,CLE,@,PHI,L 10-29,,3,0,0,,0,0.0%,0.00,1,-1,-1.00,0,,0,0,0.0,0,0
60,2016,2016-09-18,2,30.192,CLE,,BAL,L 20-25,,3,3,28,9.33,0,100.0%,9.33,0,0,,0,,0,0,0.0,0,0
61,2016,2016-09-25,3,30.199,CLE,@,MIA,L 24-30,*,4,2,14,7.00,0,50.0%,3.50,1,1,1.00,0,,0,0,0.0,0,0
62,2016,2016-10-02,4,30.206,CLE,@,WAS,L 20-31,*,3,3,28,9.33,0,100.0%,9.33,0,0,,0,,0,0,0.0,0,0
63,2016,2016-10-09,5,30.213,CLE,,NWE,L 13-33,*,7,4,56,14.00,1,57.1%,8.00,0,0,,0,,1,6,0.0,0,0
64,2016,2016-10-16,6,30.220,CLE,@,TEN,L 26-28,,4,3,48,16.00,0,75.0%,12.00,0,0,,0,,0,0,0.0,0,0
65,2016,2016-10-23,7,30.227,CLE,@,CIN,L 17-31,*,4,2,19,9.50,0,50.0%,4.75,0,0,,0,,0,0,0.0,0,0
66,2016,2016-10-30,8,30.234,CLE,,NYJ,L 28-31,,9,5,31,6.20,2,55.6%,3.44,0,0,,0,,2,12,0.0,0,0
67,2016,2016-11-06,9,30.241,CLE,,DAL,L 10-35,,4,2,13,6.50,0,50.0%,3.25,0,0,,0,,0,0,0.0,0,0
68,2016,2016-11-10,10,30.245,CLE,@,BAL,L 7-28,*,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
69,2016,2016-11-20,11,30.255,CLE,,PIT,L 9-24,,1,1,20,20.00,0,100.0%,20.00,0,0,,0,,0,0,0.0,0,0
70,2016,2016-11-27,12,30.262,CLE,,NYG,L 13-27,,2,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
71,2016,2016-12-11,13,30.276,CLE,,CIN,L 10-23,,1,1,4,4.00,0,100.0%,4.00,0,0,,0,,0,0,0.0,0,0
72,2016,2016-12-18,14,30.283,CLE,@,BUF,L 13-33,,1,1,33,33.00,0,100.0%,33.00,0,0,,0,,0,0,0.0,0,0
73,2016,2016-12-24,15,30.289,CLE,,SDG,W 20-17,,2,1,21,21.00,0,50.0%,10.50,0,0,,0,,0,0,0.0,0,0
74,2016,2017-01-01,16,30.297,CLE,@,PIT,L 24-27,,5,5,9,1.80,0,100.0%,1.80,0,0,,0,,0,0,0.0,0,0
