ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1996,1996-09-01,1,23.225,STL,,CIN,W 26-16,,10,4,70,17.50,0,40.0%,7.00,0,0,,0,0,0,,0,1,40,40.00,0,0,0
2,1996,1996-09-08,2,23.232,STL,@,SFO,L 0-34,,5,0,0,,0,0.0%,0.00,0,0,,0,2,36,18.00,0,0,0,,0,0,0
3,1996,1996-09-22,3,23.246,STL,,WAS,L 10-17,,2,1,12,12.00,0,50.0%,6.00,0,0,,0,3,64,21.33,0,4,15,3.75,0,0,0
4,1996,1996-09-29,4,23.253,STL,@,ARI,L 28-31,,4,1,34,34.00,1,25.0%,8.50,0,0,,0,3,56,18.67,0,4,128,32.00,1,2,12
5,1996,1996-10-06,5,23.260,STL,,SFO,L 11-28,,10,4,54,13.50,0,40.0%,5.40,0,0,,0,2,34,17.00,0,0,0,,0,0,0
6,1996,1996-10-13,6,23.267,STL,@,CAR,L 13-45,,10,8,93,11.63,1,80.0%,9.30,0,0,,0,3,65,21.67,0,0,0,,0,1,6
7,1996,1996-10-20,7,23.274,STL,,JAX,W 17-14,,2,2,71,35.50,1,100.0%,35.50,0,0,,0,2,46,23.00,0,0,0,,0,1,6
8,1996,1996-10-27,8,23.281,STL,@,BAL,L 31-37,,9,4,49,12.25,0,44.4%,5.44,0,0,,0,1,27,27.00,0,2,43,21.50,0,0,0
9,1996,1996-11-03,9,23.288,STL,@,PIT,L 6-42,,14,6,67,11.17,0,42.9%,4.79,0,0,,0,2,46,23.00,0,2,5,2.50,0,0,0
10,1996,1996-11-10,10,23.295,STL,,ATL,W 59-16,,9,4,53,13.25,1,44.4%,5.89,0,0,,0,1,15,15.00,0,5,111,22.20,1,2,12
11,1996,1996-11-17,11,23.302,STL,,CAR,L 10-20,,9,1,12,12.00,0,11.1%,1.33,0,0,,0,1,17,17.00,0,1,12,12.00,0,0,0
12,1996,1996-12-01,13,23.316,STL,@,NOR,W 26-10,,4,2,39,19.50,0,50.0%,9.75,0,0,,0,0,0,,0,2,19,9.50,0,0,0
13,1996,1996-12-08,14,23.323,STL,@,CHI,L 9-35,,13,8,102,12.75,1,61.5%,7.85,0,0,,0,1,11,11.00,0,5,34,6.80,0,1,6
14,1996,1996-12-15,15,23.330,STL,@,ATL,W 34-27,,8,5,226,45.20,3,62.5%,28.25,0,0,,0,0,0,,0,0,0,,0,3,18
15,1996,1996-12-21,16,23.336,STL,,NOR,W 14-13,,6,4,42,10.50,1,66.7%,7.00,0,0,,0,2,37,18.50,0,3,16,5.33,0,1,6
16,1997,1997-08-31,1,24.223,STL,,NOR,W 38-24,,5,4,80,20.00,0,80.0%,16.00,0,0,,0,0,0,,0,3,25,8.33,0,0,0
17,1997,1997-09-07,2,24.230,STL,,SFO,L 12-15,,5,1,11,11.00,0,20.0%,2.20,0,0,,0,0,0,,0,4,44,11.00,0,0,0
18,1997,1997-09-14,3,24.237,STL,@,DEN,L 14-35,,4,2,26,13.00,0,50.0%,6.50,0,0,,0,0,0,,0,2,5,2.50,0,0,0
19,1997,1997-09-21,4,24.244,STL,,NYG,W 13-3,,10,3,28,9.33,0,30.0%,2.80,0,0,,0,0,0,,0,1,9,9.00,0,0,0
20,1997,1997-09-28,5,24.251,STL,@,OAK,L 17-35,,5,0,0,,0,0.0%,0.00,1,6,6.00,0,0,0,,0,2,16,8.00,0,0,0
21,1997,1997-10-12,6,24.265,STL,@,SFO,L 10-30,,2,0,0,,0,0.0%,0.00,0,0,,0,1,14,14.00,0,2,-3,-1.50,0,0,0
22,1997,1997-11-02,9,24.286,STL,@,ATL,L 31-34,,3,1,10,10.00,0,33.3%,3.33,1,2,2.00,0,0,0,,0,2,-5,-2.50,0,0,0
23,1997,1997-11-09,10,24.293,STL,@,GNB,L 7-17,,4,1,17,17.00,0,25.0%,4.25,0,0,,0,0,0,,0,2,16,8.00,0,0,0
24,1997,1997-11-16,11,24.300,STL,,ATL,L 21-27,,5,3,97,32.33,0,60.0%,19.40,0,0,,0,0,0,,0,1,-2,-2.00,0,0,0
25,1997,1997-11-23,12,24.307,STL,,CAR,L 10-16,,7,4,62,15.50,0,57.1%,8.86,0,0,,0,0,0,,0,2,28,14.00,0,0,0
26,1997,1997-11-30,13,24.314,STL,@,WAS,W 23-20,,5,1,35,35.00,0,20.0%,7.00,0,0,,0,0,0,,0,3,14,4.67,0,0,0
27,1997,1997-12-07,14,24.321,STL,@,NOR,W 34-27,,5,3,27,9.00,0,60.0%,5.40,0,0,,0,0,0,,0,5,87,17.40,0,0,0
