ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1970,1970-09-18,1,31.239,STL,@,RAM,L 13-34,,,,
2,1970,1970-09-27,2,31.248,STL,,WAS,W 27-17,,,,
3,1970,1970-10-04,3,31.255,STL,,DAL,W 20-7,,,,
4,1970,1970-10-11,4,31.262,STL,,NOR,W 24-17,,,,
5,1970,1970-10-18,5,31.269,STL,@,PHI,W 35-20,,,,
6,1970,1970-10-25,6,31.276,STL,@,NYG,L 17-35,,,,
7,1970,1970-11-01,7,31.283,STL,,HOU,W 44-0,,,,
8,1970,1970-11-08,8,31.290,STL,,BOS,W 31-0,,,,
9,1970,1970-11-16,9,31.298,STL,@,DAL,W 38-0,,,,
10,1970,1970-11-22,10,31.304,STL,@,KAN,T 6-6,,,,
11,1970,1970-11-29,11,31.311,STL,,PHI,W 23-14,,,,
12,1970,1970-12-06,12,31.318,STL,@,DET,L 3-16,,,,
13,1970,1970-12-13,13,31.325,STL,,NYG,L 17-34,,,,
14,1970,1970-12-20,14,31.332,STL,@,WAS,L 27-28,,,,
15,1971,1971-09-19,1,32.240,STL,,WAS,L 17-24,,,,
16,1971,1971-09-27,2,32.248,STL,,NYJ,W 17-10,,,,
17,1971,1971-10-03,3,32.254,STL,,NYG,L 20-21,,,,
18,1971,1971-10-10,4,32.261,STL,@,ATL,W 26-9,,,,
19,1971,1971-10-17,5,32.268,STL,@,WAS,L 0-20,,,,
20,1971,1971-10-24,6,32.275,STL,,SFO,L 14-26,1,-4,-4.00,0
21,1971,1971-10-31,7,32.282,STL,@,BUF,W 28-23,,,,
22,1971,1971-11-07,8,32.289,STL,,DAL,L 13-16,,,,
23,1971,1971-11-15,9,32.297,STL,@,SDG,L 17-20,,,,
24,1971,1971-11-21,10,32.303,STL,,PHI,L 20-37,,,,
25,1971,1971-11-28,11,32.310,STL,@,NYG,W 24-7,,,,
26,1971,1971-12-05,12,32.317,STL,,GNB,T 16-16,,,,
27,1971,1971-12-12,13,32.324,STL,@,PHI,L 7-19,,,,
28,1971,1971-12-18,14,32.330,STL,@,DAL,L 12-31,,,,
29,1972,1972-10-01,3,33.253,NWE,,WAS,W 24-23,,,,
30,1972,1972-10-08,4,33.260,NWE,@,BUF,L 14-38,,,,
31,1972,1972-10-15,5,33.267,NWE,,NYJ,L 13-41,,,,
32,1972,1972-10-22,6,33.274,NWE,@,PIT,L 3-33,,,,
33,1972,1972-10-29,7,33.281,NWE,@,NYJ,L 10-34,,,,
34,1972,1972-11-06,8,33.289,NWE,,BAL,L 17-24,,,,
35,1972,1972-11-12,9,33.295,NWE,@,MIA,L 0-52,,,,
36,1972,1972-11-19,10,33.302,NWE,,BUF,L 24-27,,,,
37,1972,1972-11-26,11,33.309,NWE,@,BAL,L 0-31,,,,
38,1972,1972-12-03,12,33.316,NWE,,MIA,L 21-37,,,,
39,1972,1972-12-10,13,33.323,NWE,@,NOR,W 17-10,,,,
40,1972,1972-12-17,14,33.330,NWE,@,DEN,L 21-45,,,,
41,1973,1973-09-16,1,34.237,NWE,,BUF,L 13-31,,,,
42,1973,1973-09-30,3,34.251,NWE,@,MIA,L 23-44,,,,
43,1973,1973-10-07,4,34.258,NWE,,BAL,W 24-16,,,,
44,1973,1973-10-14,5,34.265,NWE,,NYJ,L 7-9,,,,
45,1973,1973-10-21,6,34.272,NWE,@,CHI,W 13-10,,,,
46,1973,1973-11-11,9,34.293,NWE,@,NYJ,L 13-33,,,,
47,1973,1973-11-25,11,34.307,NWE,@,HOU,W 32-0,,,,
48,1973,1973-12-16,14,34.328,STL,,DAL,L 3-30,,,,
