ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,1985,1985-09-08,1,23.046,CHI,,TAM,W 38-28,5,5,100.0,1,3,33.3,0,8
2,1985,1985-09-15,2,23.053,CHI,,NWE,W 20-7,2,2,100.0,2,2,100.0,0,8
3,1985,1985-09-19,3,23.057,CHI,@,MIN,W 33-24,3,3,100.0,4,6,66.7,0,15
4,1985,1985-09-29,4,23.067,CHI,,WAS,W 45-10,6,6,100.0,1,1,100.0,0,9
5,1985,1985-10-06,5,23.074,CHI,@,TAM,W 27-19,3,3,100.0,2,2,100.0,0,9
6,1985,1985-10-13,6,23.081,CHI,@,SFO,W 26-10,2,2,100.0,4,4,100.0,0,14
7,1985,1985-10-21,7,23.089,CHI,,GNB,W 23-7,3,3,100.0,,,,0,3
8,1985,1985-10-27,8,23.095,CHI,,MIN,W 27-9,3,3,100.0,2,2,100.0,0,9
9,1985,1985-11-03,9,23.102,CHI,@,GNB,W 16-10,2,2,100.0,,,,0,2
10,1985,1985-11-10,10,23.109,CHI,,DET,W 24-3,3,3,100.0,1,2,50.0,0,6
11,1985,1985-11-17,11,23.116,CHI,@,DAL,W 44-0,5,5,100.0,3,3,100.0,0,14
12,1985,1985-11-24,12,23.123,CHI,,ATL,W 36-0,4,4,100.0,2,2,100.0,0,10
13,1985,1985-12-02,13,23.131,CHI,@,MIA,L 24-38,3,3,100.0,1,1,100.0,0,6
14,1985,1985-12-08,14,23.137,CHI,,IND,W 17-10,2,2,100.0,1,1,100.0,0,5
15,1985,1985-12-14,15,23.143,CHI,@,NYJ,W 19-6,1,1,100.0,4,4,100.0,0,13
16,1985,1985-12-22,16,23.151,CHI,@,DET,W 37-17,4,4,100.0,3,4,75.0,0,13
17,1986,1986-09-07,1,24.045,CHI,,CLE,W 41-31,5,5,100.0,2,4,50.0,0,11
18,1986,1986-09-14,2,24.052,CHI,,PHI,W 13-10,1,1,100.0,2,6,33.3,0,7
19,1986,1986-09-22,3,24.060,CHI,@,GNB,W 25-12,2,2,100.0,3,3,100.0,0,11
20,1986,1986-09-28,4,24.066,CHI,@,CIN,W 44-7,5,6,83.3,1,1,100.0,0,8
21,1986,1986-10-05,5,24.073,CHI,,MIN,W 23-0,2,2,100.0,3,3,100.0,0,11
22,1986,1986-10-12,6,24.080,CHI,@,HOU,W 20-7,2,2,100.0,2,2,100.0,0,8
23,1986,1986-10-19,7,24.087,CHI,@,MIN,L 7-23,1,1,100.0,,,,0,1
24,1986,1986-10-26,8,24.094,CHI,,DET,W 13-7,1,1,100.0,2,2,100.0,0,7
25,1986,1986-11-03,9,24.102,CHI,,RAM,L 17-20,2,2,100.0,1,1,100.0,0,5
26,1986,1986-11-09,10,24.108,CHI,@,TAM,W 23-3,2,2,100.0,3,3,100.0,0,11
27,1986,1986-11-16,11,24.115,CHI,@,ATL,W 13-10,1,1,100.0,2,5,40.0,0,7
28,1986,1986-11-23,12,24.122,CHI,,GNB,W 12-10,1,1,100.0,1,2,50.0,0,4
29,1986,1986-11-30,13,24.129,CHI,,PIT,W 13-10,1,1,100.0,2,5,40.0,0,7
30,1986,1986-12-07,14,24.136,CHI,,TAM,W 48-14,6,6,100.0,,,,0,6
31,1986,1986-12-15,15,24.144,CHI,@,DET,W 16-13,1,1,100.0,3,3,100.0,0,10
32,1986,1986-12-21,16,24.150,CHI,@,DAL,W 24-10,3,3,100.0,1,1,100.0,0,6
33,1987,1987-09-14,1,25.052,CHI,,NYG,W 34-19,4,4,100.0,2,2,100.0,0,10
34,1987,1987-09-20,2,25.058,CHI,,TAM,W 20-3,2,2,100.0,,2,0.0,0,2
35,1987,1987-10-25,6,25.093,CHI,@,TAM,W 27-26,3,4,75.0,,1,0.0,0,3
36,1987,1987-11-01,7,25.100,CHI,,KAN,W 31-28,4,4,100.0,1,2,50.0,0,7
37,1987,1987-11-08,8,25.107,CHI,@,GNB,W 26-24,2,2,100.0,4,6,66.7,0,14
38,1987,1987-11-16,9,25.115,CHI,@,DEN,L 29-31,2,3,66.7,1,1,100.0,0,5
39,1987,1987-11-22,10,25.121,CHI,,DET,W 30-10,3,3,100.0,3,3,100.0,0,12
40,1987,1987-11-29,11,25.128,CHI,,GNB,W 23-10,2,2,100.0,3,3,100.0,0,11
41,1987,1987-12-06,12,25.135,CHI,@,MIN,W 30-24,3,3,100.0,3,3,100.0,0,12
42,1987,1987-12-14,13,25.143,CHI,@,SFO,L 0-41,,,,,1,0.0,0,0
43,1987,1987-12-20,14,25.149,CHI,,SEA,L 21-34,3,3,100.0,,2,0.0,0,3
44,1987,1987-12-27,15,25.156,CHI,@,RAI,W 6-3,,,,2,2,100.0,0,6
45,1988,1988-09-04,1,26.042,CHI,,MIA,W 34-7,4,5,80.0,,2,0.0,0,4
46,1988,1988-09-11,2,26.049,CHI,@,IND,W 17-13,2,2,100.0,1,2,50.0,0,5
47,1988,1988-09-18,3,26.056,CHI,,MIN,L 7-31,1,1,100.0,,,,0,1
