ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1977,1977-09-18,1,23.286,DEN,,STL,W 7-0,0,0,,0,7,280,40.00,0
2,1977,1977-09-25,2,23.293,DEN,,BUF,W 26-6,0,0,,0,6,236,39.33,0
3,1977,1977-10-02,3,23.300,DEN,@,SEA,W 24-13,0,0,,0,4,146,36.50,0
4,1977,1977-10-09,4,23.307,DEN,,KAN,W 23-7,1,0,0.00,0,5,209,41.80,0
5,1977,1977-10-16,5,23.314,DEN,@,OAK,W 30-7,0,0,,0,10,373,37.30,0
6,1977,1977-10-23,6,23.321,DEN,@,CIN,W 24-13,0,0,,0,7,243,34.71,0
7,1977,1977-10-30,7,23.328,DEN,,OAK,L 14-24,0,0,,0,6,247,41.17,0
8,1977,1977-11-06,8,23.335,DEN,,PIT,W 21-7,0,0,,0,7,312,44.57,0
9,1977,1977-11-13,9,23.342,DEN,@,SDG,W 17-14,0,0,,0,9,341,37.89,0
10,1977,1977-11-20,10,23.349,DEN,@,KAN,W 14-7,0,0,,0,5,168,33.60,0
11,1977,1977-11-27,11,23.356,DEN,,BAL,W 27-13,0,0,,0,7,263,37.57,0
12,1977,1977-12-04,12,23.363,DEN,@,HOU,W 24-14,0,0,,0,4,200,50.00,0
13,1977,1977-12-11,13,24.005,DEN,,SDG,W 17-9,0,0,,0,5,210,42.00,0
14,1977,1977-12-18,14,24.012,DEN,@,DAL,L 6-14,0,0,,0,8,297,37.13,0
15,1978,1978-09-03,1,24.271,DEN,,OAK,W 14-6,0,0,,0,9,364,40.44,0
16,1978,1978-09-11,2,24.279,DEN,@,MIN,L 9-12,0,0,,0,4,132,33.00,0
17,1978,1978-09-17,3,24.285,DEN,,SDG,W 27-14,0,0,,0,7,265,37.86,0
18,1978,1978-09-24,4,24.292,DEN,@,KAN,W 23-17,0,0,,0,4,161,40.25,0
19,1978,1978-10-01,5,24.299,DEN,,SEA,W 28-7,0,0,,0,3,111,37.00,0
20,1978,1978-10-08,6,24.306,DEN,@,SDG,L 0-23,0,0,,0,6,215,35.83,0
21,1978,1978-10-16,7,24.314,DEN,,CHI,W 16-7,0,0,,0,5,173,34.60,0
22,1978,1978-10-22,8,24.320,DEN,@,BAL,L 6-7,0,0,,0,7,247,35.29,0
23,1978,1978-10-29,9,24.327,DEN,@,SEA,W 20-17,0,0,,0,7,218,31.14,0
24,1978,1978-11-05,10,24.334,DEN,,NYJ,L 28-31,0,0,,0,8,353,44.13,0
25,1978,1978-11-12,11,24.341,DEN,@,CLE,W 19-7,0,0,,0,7,208,29.71,0
26,1978,1978-11-19,12,24.348,DEN,,GNB,W 16-3,0,0,,0,6,191,31.83,0
27,1978,1978-11-23,13,24.352,DEN,@,DET,L 14-17,0,0,,0,6,237,39.50,0
28,1978,1978-12-03,14,24.362,DEN,@,OAK,W 21-6,0,0,,0,6,216,36.00,0
29,1978,1978-12-10,15,25.004,DEN,,KAN,W 24-3,0,0,,0,5,149,29.80,0
30,1978,1978-12-16,16,25.010,DEN,,PIT,L 17-21,0,0,,0,6,254,42.33,0
31,1979,1979-09-02,1,25.270,BAL,@,KAN,L 0-14,0,0,,0,10,413,41.30,0
32,1979,1979-09-09,2,25.277,BAL,,TAM,L 26-29,0,0,,0,8,334,41.75,0
33,1979,1979-09-16,3,25.284,BAL,@,CLE,L 10-13,0,0,,0,7,281,40.14,0
34,1979,1979-09-23,4,25.291,BAL,@,PIT,L 13-17,0,0,,0,6,232,38.67,0
35,1979,1979-09-30,5,25.298,BAL,,BUF,L 13-31,0,0,,0,5,190,38.00,0
36,1979,1979-10-07,6,25.305,BAL,,NYJ,W 10-8,1,-14,-14.00,0,5,158,31.60,0
37,1979,1979-10-14,7,25.312,BAL,,HOU,L 16-28,0,0,,0,5,172,34.40,0
38,1979,1979-10-21,8,25.319,BAL,@,BUF,W 14-13,0,0,,0,9,344,38.22,0
39,1979,1979-10-28,9,25.326,BAL,,NWE,W 31-26,0,0,,0,3,106,35.33,0
40,1979,1979-11-04,10,25.333,BAL,,CIN,W 38-28,0,0,,0,7,256,36.57,0
41,1979,1979-11-11,11,25.340,BAL,@,MIA,L 0-19,0,0,,0,9,330,36.67,0
42,1979,1979-11-18,12,25.347,BAL,@,NWE,L 21-50,0,0,,0,4,136,34.00,1
43,1979,1979-11-25,13,25.354,BAL,,MIA,L 24-28,0,0,,0,3,118,39.33,0
44,1979,1979-12-02,14,25.361,BAL,@,NYJ,L 17-30,0,0,,0,6,215,35.83,1
45,1979,1979-12-09,15,26.003,BAL,,KAN,L 7-10,0,0,,0,7,208,29.71,0
46,1979,1979-12-16,16,26.010,BAL,@,NYG,W 31-7,0,0,,0,5,164,32.80,0
