ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1975,1975-09-21,1,22.324,BAL,@,CHI,W 35-7,,,,,,,,,,,,,,
2,1975,1975-09-28,2,22.331,BAL,,OAK,L 20-31,,,,,,,,,,,,,,
3,1975,1975-10-05,3,22.338,BAL,@,RAM,L 13-24,0,0,,0,1,30,30.00,0,0,0,,0,0,0
4,1975,1975-10-12,4,22.345,BAL,,BUF,L 31-38,0,0,,0,2,23,11.50,0,0,0,,0,0,0
5,1975,1975-10-19,5,22.352,BAL,@,NWE,L 10-21,,,,,,,,,,,,,,
6,1975,1975-10-26,6,22.359,BAL,@,NYJ,W 45-28,3,105,35.00,2,2,37,18.50,0,0,0,,0,2,12
7,1975,1975-11-02,7,23.001,BAL,,CLE,W 21-7,1,10,10.00,0,0,0,,0,0,0,,0,0,0
8,1975,1975-11-09,8,23.008,BAL,@,BUF,W 42-35,,,,,,,,,,,,,,
9,1975,1975-11-16,9,23.015,BAL,,NYJ,W 52-19,0,0,,0,1,19,19.00,0,0,0,,0,0,0
10,1975,1975-11-23,10,23.022,BAL,@,MIA,W 33-17,,,,,,,,,,,,,,
11,1975,1975-11-30,11,23.029,BAL,,KAN,W 28-14,,,,,,,,,,,,,,
12,1975,1975-12-07,12,23.036,BAL,@,NYG,W 21-0,,,,,,,,,,,,,,
13,1975,1975-12-14,13,23.043,BAL,,MIA,W 10-7,,,,,,,,,,,,,,
14,1975,1975-12-21,14,23.050,BAL,,NWE,W 34-21,0,0,,0,1,25,25.00,0,0,0,,0,0,0
15,1977,1977-11-13,9,25.012,BAL,@,BUF,W 31-13,,,,,,,,,,,,,,
16,1977,1977-12-11,13,25.040,BAL,,DET,L 10-13,,,,,,,,,,,,,,
17,1977,1977-12-18,14,25.047,BAL,,NWE,W 30-24,0,0,,0,1,15,15.00,0,0,0,,0,0,0
18,1978,1978-09-04,1,25.307,BAL,@,DAL,L 0-38,1,22,22.00,0,5,169,33.80,0,0,0,,0,0,0
19,1978,1978-09-10,2,25.313,BAL,,MIA,L 0-42,0,0,,0,4,85,21.25,0,3,20,6.67,0,0,0
20,1978,1978-09-18,3,25.321,BAL,@,NWE,W 34-27,0,0,,0,2,38,19.00,0,1,0,0.00,0,0,0
21,1978,1978-09-24,4,25.327,BAL,@,BUF,L 17-24,0,0,,0,3,57,19.00,0,2,9,4.50,0,0,0
22,1978,1978-10-01,5,25.334,BAL,,PHI,L 14-17,0,0,,0,3,71,23.67,0,2,10,5.00,0,0,0
23,1978,1978-10-08,6,25.341,BAL,@,STL,W 30-17,0,0,,0,0,0,,0,2,25,12.50,0,0,0
24,1978,1978-10-15,7,25.348,BAL,,NYJ,L 10-33,0,0,,0,3,68,22.67,0,1,9,9.00,0,0,0
25,1978,1978-10-22,8,25.355,BAL,,DEN,W 7-6,0,0,,0,2,36,18.00,0,1,0,0.00,0,0,0
26,1978,1978-10-29,9,25.362,BAL,@,MIA,L 8-26,0,0,,0,1,21,21.00,0,1,2,2.00,0,0,0
27,1978,1978-11-06,10,26.005,BAL,,WAS,W 21-17,0,0,,0,3,67,22.33,0,4,17,4.25,0,0,0
28,1978,1978-11-12,11,26.011,BAL,@,SEA,W 17-14,0,0,,0,0,0,,0,3,29,9.67,0,0,0
29,1978,1978-11-19,12,26.018,BAL,,CLE,L 24-45,0,0,,0,6,131,21.83,0,0,0,,0,0,0
30,1978,1978-11-26,13,26.025,BAL,,NWE,L 14-35,0,0,,0,5,101,20.20,0,1,4,4.00,0,0,0
31,1978,1978-12-03,14,26.032,BAL,@,NYJ,L 16-24,0,0,,0,4,83,20.75,0,2,10,5.00,0,0,0
32,1978,1978-12-17,16,26.046,BAL,,BUF,L 14-21,0,0,,0,0,0,,0,2,8,4.00,0,0,0
