ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1980,1980-09-07,1,22.007,RAM,,DET,L 20-41,,,,,,,,,,
2,1980,1980-09-11,2,22.011,RAM,@,TAM,L 9-10,,,,,,,,,,
3,1980,1980-09-21,3,22.021,RAM,,GNB,W 51-21,1,33,33.00,0,0,0,,0,0,0
4,1980,1980-09-28,4,22.028,RAM,@,NYG,W 28-7,1,14,14.00,1,0,0,,0,1,6
5,1980,1980-10-05,5,22.035,RAM,,SFO,W 48-26,,,,,,,,,,
6,1980,1980-10-12,6,22.042,RAM,@,STL,W 21-13,1,13,13.00,0,0,0,,0,0,0
7,1980,1980-10-19,7,22.049,RAM,@,SFO,W 31-17,,,,,,,,,,
8,1980,1980-10-26,8,22.056,RAM,@,ATL,L 10-13,1,11,11.00,0,0,0,,0,0,0
9,1980,1980-11-02,9,22.063,RAM,,NOR,W 45-31,,,,,,,,,,
10,1980,1980-11-09,10,22.070,RAM,,MIA,L 14-35,,,,,,,,,,
11,1980,1980-11-16,11,22.077,RAM,@,NWE,W 17-14,,,,,,,,,,
12,1980,1980-11-24,12,22.085,RAM,@,NOR,W 27-7,,,,,,,,,,
13,1980,1980-11-30,13,22.091,RAM,,NYJ,W 38-13,1,4,4.00,0,0,0,,0,0,0
14,1980,1980-12-07,14,22.098,RAM,@,BUF,L 7-10,,,,,,,,,,
15,1980,1980-12-15,15,22.106,RAM,,DAL,W 38-14,,,,,,,,,,
16,1980,1980-12-21,16,22.112,RAM,,ATL,W 20-17,,,,,,,,,,
17,1981,1981-09-06,1,23.006,RAM,,HOU,L 20-27,1,19,19.00,1,0,0,,0,1,6
18,1981,1981-09-13,2,23.013,RAM,@,NOR,L 17-23,0,0,,0,,,,,,
19,1981,1981-09-20,3,23.020,RAM,,GNB,W 35-23,0,0,,0,,,,,,
20,1981,1981-09-28,4,23.028,RAM,@,CHI,W 24-7,0,0,,0,,,,,,
21,1981,1981-10-04,5,23.034,RAM,,CLE,W 27-16,0,0,,0,,,,,,
22,1981,1981-10-11,6,23.041,RAM,@,ATL,W 37-35,0,0,,0,,,,,,
23,1981,1981-10-18,7,23.048,RAM,@,DAL,L 17-29,1,13,13.00,0,0,0,,0,0,0
24,1981,1981-10-25,8,23.055,RAM,@,SFO,L 17-20,3,19,6.33,0,0,0,,0,0,0
25,1981,1981-11-01,9,23.062,RAM,,DET,W 20-13,4,48,12.00,0,0,0,,0,0,0
26,1981,1981-11-08,10,23.069,RAM,,NOR,L 13-21,2,43,21.50,0,0,0,,0,0,0
27,1981,1981-11-15,11,23.076,RAM,@,CIN,L 10-24,3,28,9.33,0,0,0,,0,0,0
28,1981,1981-11-22,12,23.083,RAM,,SFO,L 31-33,2,22,11.00,1,0,0,,0,1,6
29,1981,1981-11-29,13,23.090,RAM,@,PIT,L 0-24,2,9,4.50,0,0,0,,0,0,0
30,1981,1981-12-06,14,23.097,RAM,@,NYG,L 7-10,1,7,7.00,0,0,0,,0,0,0
31,1981,1981-12-14,15,23.105,RAM,,ATL,W 21-16,1,4,4.00,0,0,0,,0,0,0
32,1981,1981-12-20,16,23.111,RAM,,WAS,L 7-30,0,0,,0,,,,,,
33,1982,1982-09-12,1,24.012,HOU,@,CIN,L 6-27,,,,,,,,,,
34,1982,1982-09-19,2,24.019,HOU,,SEA,W 23-21,,,,,,,,,,
35,1982,1982-11-21,3,24.082,HOU,,PIT,L 10-24,,,,,,,,,,
36,1982,1982-11-28,4,24.089,HOU,@,NWE,L 21-29,,,,,,,,,,
37,1982,1982-12-05,5,24.096,HOU,@,NYG,L 14-17,,,,,,,,,,
38,1982,1982-12-13,6,24.104,HOU,,DAL,L 7-37,,,,,,,,,,
39,1982,1982-12-19,7,24.110,HOU,@,PHI,L 14-35,,,,,,,,,,
40,1982,1982-12-26,8,24.117,HOU,,CLE,L 14-20,,,,,,,,,,
41,1982,1983-01-02,9,24.124,HOU,,CIN,L 27-35,,,,,,,,,,
42,1983,1983-09-25,4,25.025,HOU,@,BUF,L 13-30,0,0,,0,,,,,,
43,1983,1983-10-02,5,25.032,HOU,@,PIT,L 10-17,1,12,12.00,0,0,0,,0,0,0
44,1983,1983-10-09,6,25.039,HOU,,DEN,L 14-26,0,0,,0,,,,,,
45,1983,1983-10-16,7,25.046,HOU,@,MIN,L 14-34,2,21,10.50,0,0,0,,0,0,0
46,1983,1983-10-23,8,25.053,HOU,,KAN,L 10-13,1,11,11.00,0,0,0,,0,0,0
47,1983,1983-10-30,9,25.060,HOU,@,CLE,L 19-25,0,0,,0,,,,,,
48,1983,1983-11-06,10,25.067,HOU,,CIN,L 14-55,2,10,5.00,0,0,0,,0,0,0
49,1983,1983-11-13,11,25.074,HOU,,DET,W 27-17,1,16,16.00,0,0,0,,0,0,0
50,1983,1983-11-20,12,25.081,HOU,@,CIN,L 10-38,3,57,19.00,1,0,0,,0,1,6
51,1983,1983-11-27,13,25.088,HOU,@,TAM,L 24-33,0,0,,0,,,,,,
52,1983,1983-12-04,14,25.095,HOU,,MIA,L 17-24,0,0,,0,,,,,,
53,1983,1983-12-11,15,25.102,HOU,,CLE,W 34-27,1,7,7.00,0,0,0,,0,0,0
54,1983,1983-12-18,16,25.109,HOU,@,BAL,L 10-20,1,3,3.00,0,0,0,,0,0,0
55,1984,1984-09-10,2,26.010,WAS,@,SFO,L 31-37,,,,,,,,,,
56,1984,1984-09-16,3,26.016,WAS,,NYG,W 30-14,,,,,,,,,,
57,1984,1984-09-23,4,26.023,WAS,@,NWE,W 26-10,,,,,,,,,,
58,1984,1984-09-30,5,26.030,WAS,,PHI,W 20-0,,,,,,,,,,
59,1984,1984-10-14,7,26.044,KAN,,SDG,W 31-13,0,0,,0,,,,,,
60,1984,1984-10-21,8,26.051,KAN,@,NYJ,L 7-28,1,14,14.00,0,0,0,,0,0,0
61,1984,1984-10-28,9,26.058,KAN,,TAM,W 24-20,1,2,2.00,0,0,0,,0,0,0
62,1984,1984-11-04,10,26.065,KAN,@,SEA,L 0-45,2,17,8.50,0,0,0,,0,0,0
63,1984,1984-11-11,11,26.072,KAN,,HOU,L 16-17,2,25,12.50,0,0,0,,0,0,0
64,1984,1984-11-18,12,26.079,KAN,@,RAI,L 7-17,1,7,7.00,0,0,0,,0,0,0
65,1984,1984-11-25,13,26.086,KAN,@,NYG,L 27-28,0,0,,0,,,,,,
66,1984,1984-12-02,14,26.093,KAN,,DEN,W 16-13,1,11,11.00,0,0,0,,0,0,0
67,1984,1984-12-09,15,26.100,KAN,,SEA,W 34-7,1,9,9.00,0,0,0,,0,0,0
68,1984,1984-12-16,16,26.107,KAN,@,SDG,W 42-21,2,10,5.00,1,0,0,,0,1,6
69,1985,1985-09-08,1,27.008,KAN,@,NOR,W 47-27,1,31,31.00,1,0,0,,0,1,6
70,1985,1985-09-12,2,27.012,KAN,,RAI,W 36-20,4,69,17.25,0,0,0,,0,0,0
71,1985,1985-09-22,3,27.022,KAN,@,MIA,L 0-31,3,22,7.33,0,0,0,,0,0,0
72,1985,1985-09-29,4,27.029,KAN,,SEA,W 28-7,0,0,,0,0,0,,0,,
73,1985,1985-10-06,5,27.036,KAN,@,RAI,L 10-19,1,9,9.00,0,0,0,,0,0,0
74,1985,1985-10-13,6,27.043,KAN,@,SDG,L 20-31,2,21,10.50,0,1,9,9.00,0,0,0
75,1985,1985-10-20,7,27.050,KAN,,RAM,L 0-16,3,32,10.67,0,0,0,,0,0,0
76,1985,1985-10-27,8,27.057,KAN,,DEN,L 10-30,2,15,7.50,0,0,0,,0,0,0
77,1985,1985-11-03,9,27.064,KAN,@,HOU,L 20-23,2,25,12.50,0,0,0,,0,0,0
78,1985,1985-11-10,10,27.071,KAN,,PIT,L 28-36,0,0,,0,0,0,,0,,
79,1985,1985-11-17,11,27.078,KAN,@,SFO,L 3-31,3,20,6.67,0,0,0,,0,0,0
80,1985,1985-11-24,12,27.085,KAN,,IND,W 20-7,2,20,10.00,0,0,0,,0,0,0
81,1985,1985-12-01,13,27.092,KAN,@,SEA,L 6-24,1,8,8.00,0,0,0,,0,0,0
82,1985,1985-12-08,14,27.099,KAN,,ATL,W 38-10,2,48,24.00,0,0,0,,0,0,0
83,1985,1985-12-14,15,27.105,KAN,@,DEN,L 13-14,1,10,10.00,0,0,0,,0,0,0
84,1985,1985-12-22,16,27.113,KAN,,SDG,W 38-34,1,9,9.00,0,1,0,0.00,0,0,0
85,1986,1986-09-07,1,28.007,KAN,,CIN,W 24-14,1,4,4.00,0,0,0,,0,0,0
86,1986,1986-09-14,2,28.014,KAN,@,SEA,L 17-23,1,8,8.00,0,0,0,,0,0,0
87,1986,1986-09-21,3,28.021,KAN,,HOU,W 27-13,0,0,,0,,,,,,
88,1986,1986-09-28,4,28.028,KAN,@,BUF,W 20-17,1,8,8.00,0,0,0,,0,0,0
89,1986,1986-10-05,5,28.035,KAN,,RAI,L 17-24,0,0,,0,,,,,,
90,1986,1986-10-12,6,28.042,KAN,@,CLE,L 7-20,0,0,,0,,,,,,
91,1986,1986-10-19,7,28.049,KAN,,SDG,W 42-41,2,31,15.50,0,0,0,,0,0,0
92,1986,1986-10-26,8,28.056,KAN,,TAM,W 27-20,2,15,7.50,0,0,0,,0,0,0
93,1986,1986-11-02,9,28.063,KAN,@,SDG,W 24-23,1,3,3.00,0,0,0,,0,0,0
94,1986,1986-11-09,10,28.070,KAN,,SEA,W 27-7,3,33,11.00,1,0,0,,0,1,6
95,1986,1986-11-16,11,28.077,KAN,@,DEN,L 17-38,0,0,,0,,,,,,
96,1986,1986-11-23,12,28.084,KAN,@,STL,L 14-23,4,38,9.50,0,0,0,,0,0,0
97,1986,1986-11-30,13,28.091,KAN,,BUF,L 14-17,2,11,5.50,0,0,0,,0,0,0
98,1986,1986-12-07,14,28.098,KAN,,DEN,W 37-10,0,0,,0,,,,,,
99,1986,1986-12-14,15,28.105,KAN,@,RAI,W 20-17,2,12,6.00,0,0,0,,0,0,0
100,1986,1986-12-21,16,28.112,KAN,@,PIT,W 24-19,1,6,6.00,0,0,0,,0,0,0
101,1987,1987-09-13,1,29.013,KAN,,SDG,W 20-13,2,20,10.00,0,0,0,,0,0,0
102,1987,1987-09-20,2,29.020,KAN,@,SEA,L 14-43,1,6,6.00,0,0,0,,0,0,0
103,1987,1987-10-25,6,29.055,KAN,@,SDG,L 21-42,0,0,,0,,,,,,
104,1987,1987-11-01,7,29.062,KAN,@,CHI,L 28-31,0,0,,0,,,,,,
105,1987,1987-11-08,8,29.069,KAN,,PIT,L 16-17,0,0,,0,,,,,,
